"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+1","JUSTIN TIMBERLAKE","Mirrors",15475,"+105",1011,"-119",107.976,"+0.784",56,"5",1,15475,3114,107.976
2,"-1","PINK","Just Give Me A Re...",15210,"-170",-337,"-163",105.812,"-0.321",86,"3",1,15624,1949,106.133
3,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",14524,"+182",1465,"-6",97.167,"+0.651",64,"2",3,14524,2448,97.167
4,"=","RIHANNA","Stay f/Mikky Ekko",13088,"-307",-1300,"-163",81.415,"-2.153",110,"20",1,15599,1920,102.136
5,"=","DEMI LOVATO","Heart Attack",11879,"+86",663,"-6",73.299,"+0.268",78,"14",5,11879,2482,73.299
6,"=","ICONA POP","I Love It f/Charl...",11361,"+213",1092,"+61",76.323,"+0.817",98,"9",6,11361,1359,76.323
7,"=","BRUNO MARS","When I Was Your M...",9406,"-259",-857,"-7",54.024,"-1.775",122,"13",1,16011,2737,106.569
8,"=","PITBULL","Feel This Moment",8319,"-329",-2375,"+55",55.317,"-2.138",131,"30",3,13073,1706,86.979
9,"=","SELENA GOMEZ","Come & Get It",7791,"+169",1046,"+32",46.591,"+1.344",38,"4",9,7791,2034,46.591
10,"+1","WILL.I.AM F/JUSTI...","#thatpower",7095,"+57",447,"-113",38.399,"+0.359",54,"23",10,7095,1416,38.399
11,"+1","TAYLOR SWIFT","22",6975,"-61",179,"-88",34.019,"-0.267",75,"31",10,7057,2327,34.286
12,"+1","FALL OUT BOY","My Songs Know Wha...",6921,"+99",497,"+39",39.382,"+0.251",96,"15",12,6921,1015,39.382
13,"-3","KREWELLA","Alive",6904,"-263",-1000,"-253",44.606,"-1.596",99,"56",9,7991,1026,53.493
14,"=","FLORIDA-GEORGIA L...","Cruise",6550,"+100",872,"-47",34.592,"+0.495",52,"7/26",14,6550,1411,34.592
15,"=","ARIANA GRANDE","The Way f/Mac Mil...",6065,"+118",637,"+24",34.627,"+0.602",47,"17",15,6065,1373,34.627
16,"=","JASON DERULO","The Other Side",5734,"+64",614,"+15",34.679,"+0.013",28,"28",16,5734,2399,34.679
17,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",4522,"-45",-481,"+39",24.193,"-0.570",123,"33",3,12353,6457,74.223
18,"=","EMELI SANDE","Next To Me",4393,"+4",9,"-46",23.715,"+0.191",90,"18",18,4433,560,23.77
19,"+1","AVRIL LAVIGNE","Here's To Never G...",4139,"+80",158,"+19",20.973,"+0.248",36,"21",19,4139,1758,20.973
20,"-1","OLLY MURS","Troublemaker f/Fl...",3916,"-265",-1809,"+1",24.791,"-1.128",151,"61",10,7829,1121,42.345
21,"=","MARIAH CAREY","#Beautiful f/Migu...",3806,"+297",1782,"-79",25.207,"+0.942",11,"10",21,3806,3429,31.943
22,"=","ZEDD","Clarity f/Foxes",3405,"+85",529,"+27",27.837,"+1.199",61,"24",21,3405,540,27.837
23,"=","IMAGINE DRAGONS","Radioactive",3352,"+91",793,"-20",18.41,"+0.415",34,"6",22,3352,813,18.41
24,"=","DAFT PUNK","Get Lucky",3318,"+219",985,"+111",22.136,"+1.264",25,"8",23,3318,985,22.136
25,"=","LITTLE MIX","Wings",2756,"-7",45,"-23",9.815,"-0.137",83,"70",23,2763,389,14.241
26,"=","ED SHEERAN","Lego House",2722,"+53",772,"-16",14.989,"+0.220",68,"32",26,2722,788,14.989
27,"=","CALVIN HARRIS F/E...","I Need Your Love",2613,"+66",421,"+33",18.578,"+0.404",42,"51",27,2613,482,18.578
28,"=","ANNA KENDRICK","Cups (Pitch Perfe...",2280,"+46",480,"-55",13.826,"+0.449",50,"46",28,2280,535,13.826
29,"+2","CHRIS BROWN","Fine China",1946,"+63",433,"+21",9.157,"+0.271",28,"59",29,1946,533,9.157
30,"-1","FUN.","Carry On",1903,"-84",-698,"+57",10.684,"-0.050",129,"63",16,5029,935,27.572
31,"-1","MUSE","Madness",1830,"-89",-1012,"+112",7.581,"-0.306",153,"76",22,3327,385,14.204
32,"=","MUMFORD & SONS","I Will Wait",1477,"-20",-321,"+71",8.855,"-0.001",132,"94",14,6076,747,37.093
33,"+4","JENNIFER LOPEZ F/...","Live It Up",1306,"+170",267,"+64",8.023,"+0.596",9,"22",32,1818,1818,17.613
34,"-1","NIKKI WILLIAMS","Glowing",1292,"+13",160,"-8",7.875,"+0.420",40,"140",33,1292,279,7.875
35,"-1","KELLY CLARKSON","People Like Us",1265,"+46",242,"+14",5.783,"+0.188",20,"117",34,1265,571,5.783
36,"=","KE$HA","Crazy Kids",1260,"+68",368,"+29",5.616,"+0.215",15,"339",36,1260,529,5.616
37,"-2","HOT CHELLE RAE","Hung Up",1202,"+5",-20,"+1",4.917,"+0.040",81,"340",34,1222,137,5.016
38,"+1","BRUNO MARS","Treasure",1183,"+217",868,"+149",9.664,"+1.933",6,"135",38,1183,868,9.664
