"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","PHARRELL WILLIAMS","Happy",16862,-46,-218,-38,118.438,-0.383,83,"1",1,17173,2414,120.293
2,"=","JASON DERULO","Talk Dirty f/2 Chainz",16169,160,742,-24,106.891,1.923,103,"5/13",2,16169,2775,106.891
3,"=","JOHN LEGEND","All Of Me",16085,224,1402,50,114.797,1.084,72,"2",3,16085,2520,114.797
4,"=","KATY PERRY","Dark Horse",14157,-123,-471,-55,105.038,-0.994,140,"6",1,17515,2780,123.167
5,"=","LORDE","Team",11719,-358,-1831,-80,84.522,-1.84,139,"25",1,16451,1641,108.342
6,"=","BASTILLE","Pompeii",11258,-305,-2031,-14,80.608,-1.423,154,"12",3,15079,1804,100.897
7,"=","DEMI LOVATO","Neon Lights",9805,50,789,-46,55.994,0.068,134,"65",7,9805,967,55.994
8,"=","AMERICAN AUTHORS","Best Day Of My Life",9259,-2,458,-192,57.175,-0.312,123,"15",8,9261,1116,57.704
9,"+1","JUSTIN TIMBERLAKE","Not A Bad Thing",9072,239,1063,147,57.424,1.454,47,"11",9,9072,2024,57.424
10,"-1","ALOE BLACC","The Man",8984,0,117,-91,42.427,-0.291,79,"9",8,8996,1722,43.362
11,"=","AVICII","Hey Brother",8349,58,354,14,49.461,0.104,127,"16",10,8349,816,49.461
12,"=","MARTIN GARRIX","Animals",7317,26,619,-100,42.768,-0.622,131,"22",12,7317,993,43.39
13,"=","NAUGHTY BOY","La La La f/Sam Smith",6546,96,932,19,36.256,0.908,89,"21",13,6546,932,36.256
14,"=","PARAMORE","Ain't It Fun",6046,55,531,-40,36.14,0.516,62,"14",14,6046,978,36.14
15,"=","THE CHAINSMOKERS","#Selfie",5792,-168,-257,-246,26.037,-0.908,53,"18",13,6173,1709,33.093
