"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","MARK RONSON","Uptown Funk f/Bruno Mars",19256,"+51",16,"+198",124.179,"+0.555",113,"1",1,19386,3126,125.545
2,"=","ED SHEERAN","Thinking Out Loud",18693,"+23",440,"-26",118.241,"+0.291",86,"3",2,18693,3319,118.241
3,"=","TAYLOR SWIFT","Style",16155,"+495",2438,"+222",104.118,"+1.783",57,"7",3,16155,3111,104.118
4,"=","PITBULL","Time Of Our Lives f/Ne-Yo",14451,"+267",1189,"-65",90.461,"+0.971",95,"8",4,14451,2867,90.461
5,"=","MAROON 5","Sugar",13330,"+367",2083,"+197",85.561,"+1.719",51,"5",5,13330,2244,85.561
6,"+1","LILLYWOOD & ROBIN SCHULZ","Prayer In C",10714,"+57",349,"+35",66.632,"-0.036",121,"38",6,10714,1413,68.631
7,"+1","RIHANNA/KANYE WEST/P MCCARTNEY","FourFiveSeconds",10676,"+98",1004,"-82",62.516,"+0.654",37,"4",7,10676,3932,62.516
8,"-2","HOZIER","Take Me To Church",10366,"-526",-2758,"-130",63.718,"-1.474",141,"10",2,14683,2004,91.149
9,"=","MEGHAN TRAINOR","Lips Are Movin",9928,"-457",-2923,"-149",50.614,"-2.157",134,"21",4,13569,1988,75.882
10,"=","TAYLOR SWIFT","Blank Space",9535,"-277",-1649,"-115",72.012,"-0.900",126,"16",1,18014,3248,118.647
11,"=","ELLIE GOULDING","Love Me Like You Do",8934,"+255",1351,"+124",54.442,"+2.295",52,"2",11,8934,1757,54.442
12,"=","CALVIN HARRIS","Outside f/Ellie Goulding",8166,"+63",932,"-99",53.475,"+0.337",73,"32",12,8166,1280,53.475
13,"=","ELLA HENDERSON","Ghost",7500,"-93",-564,"-53",37.606,"-0.153",173,"24",11,8217,1207,40.362
14,"=","FALL OUT BOY","Centuries",6845,"-198",-946,"-150",33.18,"-1.430",167,"18",12,7839,756,42.152
15,"=","ONE DIRECTION","Night Changes",6137,"+148",663,"+116",30.824,"+0.878",108,"52",15,6137,1221,30.824
16,"=","USHER","I Don't Mind f/Juicy J",5875,"+78",350,"+78",34.419,"+0.598",86,"26",15,5875,911,34.419
17,"=","NICK JONAS","Chains",5792,"+133",1090,"-10",33.898,"+1.046",51,"13",17,5792,1264,33.898
18,"=","NATALIE LA ROSE","Somebody f/Jeremih",5719,"+224",1171,"+113",33.75,"+0.749",58,"15",18,5719,1193,33.75
19,"=","ARIANA GRANDE","One Last Time",5576,"+248",1382,"+107",33.693,"+1.651",24,"25",19,5576,2135,33.693
20,"=","NE-YO","She Knows f/Juicy J",5264,"+37",617,"-7",24.896,"+0.276",65,"27",18,5264,1028,24.896
21,"=","KELLY CLARKSON","Heartbeat Song",4275,"+41",264,"+47",18.137,"+0.180",48,"19",20,4275,1093,18.137
22,"+1","VANCE JOY","Riptide",3766,"+155",734,"+176",18.342,"+0.646",126,"31",22,3766,734,18.342
23,"+1","TORI KELLY","Nobody Love",3063,"+36",524,"-76",16.785,"+0.011",21,"80",23,3063,1398,16.785
24,"+1","FLO RIDA","GDFR f/Sage The Gemini",3018,"+175",774,"+108",13.851,"+0.603",53,"9",24,3018,774,13.851
25,"-3","ZEDD","I Want You To Know f/S. Gomez",2981,"-825",1615,"-2171",25.979,"-9.763",8,"11",22,3806,3786,35.742
26,"=","TOVE LO","Talking Body",2772,"+43",257,"+24",16.737,"+0.340",47,"39",26,2772,589,16.737
