"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","IMAGINE DRAGONS","Demons",14291,78,778,-164,95.486,0.062,98,"9",1,14291,1982,95.486
2,"=","EMINEM","The Monster f/Rih...",14157,420,2133,174,101.705,2.762,40,"2/32",2,14157,2904,101.705
3,"=","ONEREPUBLIC","Counting Stars",12933,267,1924,-59,93.885,1.582,57,"4/97",3,12933,2609,93.885
4,"=","AVICII","Wake Me Up",12248,-132,-554,-145,97.845,-0.976,134,"10",1,17010,2103,116.977
5,"=","MILEY CYRUS","Wrecking Ball",11843,-200,-1687,1,77.633,-1.902,88,"12",1,15459,2954,107.57
6,"=","LORDE","Royals",10444,-215,-1444,-21,70.156,-1.19,118,"5",1,16495,2817,112.509
7,"=","PITBULL","Timber f/Ke$ha",10319,167,1172,-44,68.305,1.493,55,"1",7,10319,1716,68.305
8,"=","DRAKE","Hold On We're Goi...",9028,-468,-1891,-358,53.803,-1.592,119,"19",4,11961,1610,74.25
9,"=","KATY PERRY","Unconditionally",8959,92,35,65,50.574,0.289,50,"16",9,8959,3384,51.293
10,"=","SELENA GOMEZ","Slow Down",8583,-149,-1113,-128,44.11,-1.663,112,"52",7,9868,1167,57.795
11,"=","ZEDD","Stay The Night f/...",8506,81,468,46,56.893,0.538,70,"31",11,8506,1238,56.893
12,"=","LADY GAGA","Applause",6987,-221,-1308,47,51.994,-0.883,118,"26",4,12273,3922,81.876
13,"=","NEIGHBOURHOOD","Sweater Weather",6970,51,508,-5,36.925,0.19,162,"14",13,6970,869,36.925
14,"=","LADY GAGA","Do What U Want f/...",6911,96,816,3,43.303,-0.042,40,"17",14,6911,1408,43.416
15,"+1","JASON DERULO","Marry Me",6039,-11,-25,-11,29.943,-0.117,85,"34",14,6157,856,31.947
16,"-1","KATY PERRY","Roar",5963,-175,-1313,46,43.222,-1.038,119,"11",1,17176,6098,117.145
17,"+1","PASSENGER","Let Her Go",5761,78,668,9,34.088,0.383,70,"7",17,5761,1223,34.088
18,"+1","ONE DIRECTION","Story Of My Life",5735,197,703,111,33.029,0.904,39,"6",18,5735,1292,33.029
19,"-2","JUSTIN TIMBERLAKE","TKO",5661,-177,-927,-88,25.78,-1.151,75,"87",11,6739,1724,32.813
20,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",5435,109,604,-18,30.635,0.653,85,"15",19,5435,762,30.635
21,"=","ELLIE GOULDING","Burn",5298,216,1164,206,40.211,2.397,63,"13",21,5298,1164,40.211
22,"=","BRITNEY SPEARS","Perfume",3069,85,799,-2,15.667,1.004,29,"98",22,3069,896,15.667
23,"=","FALL OUT BOY","Alone Together",2934,86,241,-11,13.373,0.43,111,"85",22,2934,357,13.373
24,"=","JOHN NEWMAN","Love Me Again",2802,96,552,67,13.158,0.589,65,"51",24,2802,552,13.158
25,"+1","ZENDAYA","Replay",2613,65,404,21,10.113,0.399,52,"65",25,2613,457,10.113
26,"-1","SARA BAREILLES","Brave",2608,25,184,-4,14.924,0.163,98,"24",24,2608,380,15.527
27,"+2","A GREAT BIG WORLD","Say Something w/C...",2438,215,999,128,15.752,1.174,16,"3/73",27,2438,999,15.752
28,"-1","LORDE","Team",2428,184,812,70,15.845,0.978,15,"27",27,2428,964,15.845
29,"+1","BASTILLE","Pompeii",2315,144,500,65,16.103,1.114,30,"22",28,2315,548,16.103
30,"-2","ENRIQUE IGLESIAS","Heart Attack",2123,-110,-510,-85,9.755,-0.201,63,"110",23,2696,649,13.314
31,"=","TRAVIE MCCOY","Rough Water f/Jas...",1767,-80,-794,101,8.489,-0.226,76,"147",20,3883,705,22.115
32,"+1","CALVIN HARRIS","Thinking About Yo...",1723,44,185,-25,11.033,0.744,37,"189",32,1723,242,11.033
33,"-1","FLO RIDA","How I Feel",1710,16,222,-22,8.437,0.015,30,"116",32,1710,439,8.437
34,"+1","NEW POLITICS","Harlem",1481,7,83,-48,5.094,0.162,94,"182",33,1481,285,5.094
35,"-1","RIHANNA","What Now",1409,-124,-376,-56,5.912,-0.352,78,"148",19,4043,821,17.344
36,"=","ROBIN THICKE","Feel Good",1140,-8,85,-38,4.518,0.045,21,"--",36,1148,544,4.518
37,"+2","LUPE FIASCO","Old School Love f...",1139,29,163,8,6.015,0.154,21,"159",37,1139,284,6.015
38,"-1","CHRIS WALLACE","Keep Me Crazy",1127,4,35,-4,2.853,0.067,95,"--",37,1127,133,2.853
39,"-1","ARIANA GRANDE","Right There f/Big...",1085,-33,-87,-95,4.619,-0.262,36,"178",36,1171,258,5.513
40,"=","CHRIS BROWN","Love More f/Nicki...",913,11,48,20,3.952,0.047,76,"90",39,1132,161,6.171
41,"+1","EMBLEM3","3000 Miles",871,13,53,-3,2.584,-0.011,22,"--",41,871,149,2.711
42,"+1","KATY PERRY","Dark Horse",859,33,209,27,7.72,0.13,16,"18",42,859,328,7.72
43,"-2","BRUNO MARS","Gorilla",854,-35,-203,14,4.279,-0.243,90,"151",10,7264,1872,38.774
44,"=","DEMI LOVATO","Neon Lights",852,29,217,-12,6.287,0.818,10,"243",43,852,367,6.287
45,"+1","THE 1975","Chocolate",685,17,76,40,1.767,0.031,14,"--",45,685,76,1.767
46,"-1","CASH CASH","Take Me Home f/Be...",685,13,-25,25,2.387,0.056,21,"--",43,722,160,2.729
47,"+1","MKTO","Classic",626,19,86,10,1.17,0.108,7,"239",47,626,86,1.17
48,"-1","MARTIN GARRIX","Animals",625,-13,46,-88,6.408,-0.075,8,"47",47,638,169,6.483
49,"=","AVICII","Hey Brother",612,52,233,51,4.348,0.448,3,"61",49,612,233,4.348
50,"=","NONONO","Pumpin Blood",547,-1,29,8,1.408,-0.04,3,"--",50,548,29,1.475
