"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
21,"+1","ONEREPUBLIC Good Life",4043,41,305,-20,20.841,-0.01,27,21,4043,580,20.851
22,"-1","NEW BOYZ Back Seat f/Cataracs & Dev",3978,-61,-103,-72,20.977,-0.35,27,17,4096,331,21.342
23,"=","MARTIN SOLVEIG & DRAGONETTE Hello",3739,1,271,-83,20.323,-0.559,27,23,3739,605,21.932
24,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3110,85,668,-5,19.461,0.013,25,24,3110,864,19.461
25,"=","TAYLOR SWIFT The Story Of Us",2965,50,291,44,14.565,0.077,27,24,2965,587,14.565
26,"=","NICKI MINAJ Super Bass",2914,67,514,-18,16.55,0.558,27,26,2914,834,16.55
27,"=","LADY GAGA Born This Way",2509,-38,-33,-20,13.375,-0.043,27,19,3651,0,20.436
28,"=","RIHANNA California King Bed",2097,58,456,11,10.291,0.301,22,28,2097,616,10.291
29,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1922,41,333,9,8.578,0.165,27,29,1922,525,8.578
30,"=","SHONTELLE Say Hello To Goodbye",1766,12,132,12,5.561,0.081,27,29,1766,174,5.561
31,"=","MAROON 5 Never Gonna Leave This Bed",1629,39,249,7,6.319,0.254,27,31,1629,312,6.319
32,"+1","KATY PERRY Last Friday Night (T.G.I.F.)",1601,159,891,74,10.319,0.619,10,32,1601,891,10.319
33,"+1","NICOLE SCHERZINGER Right There",1488,52,640,-57,9.033,0.21,11,33,1488,697,9.033
34,"-2","CHRIS BROWN Look At Me Now",1481,-52,-272,-35,9.266,-0.383,27,28,1861,229,12.746
35,"=","THE BAND PERRY If I Die Young",1331,74,378,25,5.028,0.287,27,34,1331,378,5.028
36,"=","NEON TREES Your Surrender",1083,29,137,28,2.693,0.125,27,36,1083,173,2.693
37,"=","THE READY SET Young Forever",1031,-14,14,-34,2.482,-0.079,27,35,1045,107,2.59
38,"=","DR. DRE I Need A Doctor f/Eminem",993,-32,-118,-23,8.187,-0.173,27,20,3521,0,21.933
39,"+1","T-PAIN Best Love Song f/Chris Brown",845,12,130,6,3.387,0.004,25,39,845,151,3.387
40,"-1","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",833,-8,-247,124,3.791,-0.007,27,21,3233,127,13.744
41,"=","STEVEN TYLER (It) Feels So Good",831,15,135,-5,3.365,-0.043,16,41,831,326,3.408
42,"=","CHRIS BROWN She Ain't You",827,32,188,20,5.545,0.088,16,42,827,201,5.545
43,"=","AVRIL LAVIGNE Smile",652,19,132,-7,1.795,0.136,9,43,652,226,1.795
44,"=","CEE LO GREEN Bright Lights Bigger City",559,28,125,25,2.172,0.135,8,44,559,125,2.172
45,"=","TRAIN Save Me San Francisco",490,-2,-3,-3,1.995,0.042,9,45,498,92,2.011
46,"+2","LIL WAYNE How To Love",418,44,300,9,2.241,0.07,2,46,418,300,2.241
47,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",412,24,151,9,3.197,0.125,2,47,412,151,3.197
48,"-2","BIG SEAN My Last f/Chris Brown",402,-2,42,-13,1.359,-0.004,3,46,404,55,1.363
49,"+1","IYAZ Pretty Girls",346,39,212,33,0.657,0.086,2,49,346,212,0.657
50,"-1","HOLLYWOOD UNDEAD Coming Back Down",335,-8,-9,-4,0.814,-0.018,2,49,343,0,0.832
