"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","NICO & VINZ","Am I Wrong",17691,"-20",74,"-159",119.091,"-0.183",112,"4",1,17731,2409,119.274
2,"=","MAGIC!","Rude",17419,"+67",718,"-61",117.462,"+0.211",97,"1",2,17419,2371,117.462
3,"=","ARIANA GRANDE","Problem f/Iggy Azalea",16305,"-324",-891,"-289",103.399,"-2.255",83,"5",1,17403,2576,116.283
4,"=","CALVIN HARRIS","Summer",13467,"-432",-1256,"-401",82.254,"-1.827",123,"26",3,14953,1917,95.785
5,"=","SAM SMITH","Stay With Me",13415,"+382",1516,"+244",92.587,"+2.323",71,"2",5,13415,1606,92.587
6,"=","DISCLOSURE","Latch f/Sam Smith",12724,"+238",872,"+114",80.78,"+0.707",170,"18",6,12724,1508,80.78
7,"=","IGGY AZALEA","Fancy f/Charlie XCX",11447,"-255",-1990,"-43",85.301,"-1.878",123,"8/36",1,17156,2440,116.166
8,"=","MAROON 5","Maps",9027,"+132",788,"+33",53.105,"+0.876",36,"3",8,9027,4866,53.105
9,"=","ONEREPUBLIC","Love Runs Out",8366,"-1",228,"-77",44.846,"+0.066",81,"16",9,8367,1336,44.846
10,"+1","CHARLI XCX","Boom Clap",7711,"+307",1628,"+138",48.339,"+1.602",38,"7",10,7711,1646,48.339
11,"-1","DEMI LOVATO","Really Don't Care f/Cher Lloyd",7567,"+141",841,"+7",43.535,"+1.304",58,"42",10,7567,1152,43.535
12,"=","PHARRELL WILLIAMS","Come Get It Bae",6406,"+21",437,"-38",27.708,"+0.348",60,"46",12,6406,993,27.708
13,"=","SIA","Chandelier",5352,"+149",1119,"+51",33.929,"+0.888",93,"10",13,5352,1119,33.929
14,"+1","CLEAN BANDIT","Rather Be f/Jess Glynne",5248,"+122",789,"-32",34.438,"+0.613",54,"17",14,5248,1347,34.438
15,"+1","ARIANA GRANDE","Break Free f/Zedd",5141,"+294",2209,"+12",34.137,"+1.842",17,"15",15,5141,2327,34.137
16,"-2","KONGOS","Come With Me Now",5091,"-37",-207,"-44",20.452,"-0.345",95,"22",14,5298,652,21.39
