"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",14723,-113,-958,50,98.61,-1.679,107,"6",1,16503,2448,112.279
2,"=","SELENA GOMEZ","Come & Get It",14340,93,701,1,85.741,0.638,81,"9",2,14340,2034,85.741
3,"=","DAFT PUNK","Get Lucky",12873,113,1382,-191,81.865,1.304,68,"3",3,12873,2173,81.865
4,"=","JUSTIN TIMBERLAKE","Mirrors",12247,-192,-1427,0,91.785,-0.225,99,"14",1,16201,3114,111.865
5,"+1","ROBIN THICKE","Blurred Lines f/P...",11815,268,1899,-20,80.578,1.332,51,"1",5,11815,2498,80.578
6,"-1","ICONA POP","I Love It f/Charl...",11676,-345,-2174,-197,77.985,-2.145,141,"21",2,14326,1359,93.264
7,"=","IMAGINE DRAGONS","Radioactive",11466,211,1935,-124,69.95,1.172,77,"4",7,11466,2069,69.95
8,"=","FLORIDA-GEORGIA L...","Cruise",10190,12,250,-67,52.334,-0.261,95,"5/22",6,10190,1411,52.727
9,"=","FALL OUT BOY","My Songs Know Wha...",8938,-55,-189,-22,49.108,-0.748,139,"10",8,9172,1015,52.286
10,"=","JASON DERULO","The Other Side",8817,115,430,35,53.582,0.968,71,"19",9,8817,2399,53.582
11,"=","ZEDD","Clarity f/Foxes",8736,115,1100,33,64.851,0.389,104,"12",11,8736,1183,64.851
12,"=","BRUNO MARS","Treasure",8560,-4,469,-68,52.254,-0.081,49,"8/39",11,8564,2114,52.335
13,"=","PINK","Just Give Me A Re...",7629,-271,-1684,-100,52.062,-1.78,129,"15",1,15624,1949,106.133
14,"+1","CALVIN HARRIS F/E...","I Need Your Love",6849,150,1040,-8,48.585,0.522,85,"25",14,6849,1386,48.585
15,"-1","ARIANA GRANDE","The Way f/Mac Mil...",6617,-199,-767,-121,33.986,-1.194,90,"18",11,7681,1373,40.497
16,"=","MAROON 5","Love Somebody",6383,105,687,-29,37.972,1.497,45,"17",16,6383,1161,37.972
17,"=","MARIAH CAREY","#Beautiful f/Migu...",5996,-91,-340,-73,31.923,-0.307,54,"24/89",14,6467,3429,35.886
18,"=","ANNA KENDRICK","Cups (Pitch Perfe...",5361,57,770,-53,35.066,0.087,93,"11",18,5361,902,35.066
19,"=","DEMI LOVATO","Heart Attack",4681,-48,-929,183,29.614,0.033,121,"45",4,12179,2482,74.905
20,"=","CAPITAL CITIES","Safe And Sound",3999,133,1080,21,25.423,0.213,69,"29",20,3999,1083,25.423
21,"=","ED SHEERAN","Lego House",3543,-126,-289,-161,18.301,-0.843,111,"63",20,3897,788,21.532
22,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",3492,138,1042,14,28.957,1.205,36,"7",22,3492,1060,28.957
