"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+1","ELLIE GOULDING","Lights",12084,-55,-880,54,89.892,-0.89,201,"22",1,13999,1482,101.262
2,"-1","KATY PERRY","Wide Awake",11905,-247,-1041,-134,81.907,-1.474,99,"21",1,14124,2824,100.029
3,"=","DEMI LOVATO","Give Your Heart A Br...",11483,60,948,-98,79.561,0.576,182,"29",3,11483,1256,79.561
4,"=","DAVID GUETTA","Titanium f/Sia",11144,-58,-66,-40,77.796,-0.155,143,"23",3,11268,1091,79.723
5,"=","FLO RIDA","Whistle",10288,145,1079,-77,67.571,0.631,85,"4",5,10288,1412,67.571
6,"=","PINK","Blow Me (One Last Ki...",9403,100,654,-31,63.845,0.88,56,"18",6,9403,2737,63.845
7,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",9027,-171,-342,-158,55.466,-0.875,123,"34",5,9398,1254,61.384
8,"=","NEON TREES","Everybody Talks",8594,179,1001,1,57.021,1.558,142,"9",8,8594,1632,57.021
9,"=","CHER LLOYD","Want U Back",7936,-53,-39,-160,44.242,-0.387,109,"10",9,8069,1103,45.503
10,"=","MAROON 5","Payphone f/Wiz Khali...",7801,-170,-1232,9,57.891,-1.345,135,"35",1,14353,3415,107.136
11,"=","RIHANNA","Where Have You Been",7568,-146,-886,-104,63.847,-0.808,136,"49",2,12963,1884,95.69
12,"=","OWL CITY & CARLY RAE...","Good Time",7417,42,431,-44,49.1,0.734,64,"6",12,7417,1961,49.1
13,"=","JUSTIN BIEBER","As Long As You Love ...",6862,57,723,-147,43.387,0.136,55,"7",13,6862,1300,43.387
14,"=","MAROON 5","One More Night",6744,188,1171,16,43.295,1.065,42,"2",14,6744,1236,43.295
15,"=","TAYLOR SWIFT","We Are Never Ever Ge...",6206,203,2084,945,43.174,1.168,15,"1",15,6206,4592,43.174
16,"=","FUN.","Some Nights",5375,97,640,-40,34.991,0.49,80,"3",16,5375,1097,34.991
17,"=","USHER","Scream",5034,-27,-779,112,34.007,-0.821,125,"48",6,9627,2323,68.266
18,"=","NICKI MINAJ","Pound The Alarm",4667,65,346,-23,29.545,0.421,44,"13",18,4667,1036,29.545
19,"=","NO DOUBT","Settle Down",4298,-17,62,-8,22.711,-0.183,42,"68",19,4315,1467,23.29
20,"=","ALEX CLARE","Too Close",4222,64,688,-87,31.64,0.121,92,"12",20,4222,795,31.64
21,"=","THE WANTED","Chasing The Sun",3779,-240,-824,-259,20.628,-1.268,117,"57",16,4729,656,26.67
22,"=","JASON MRAZ","I Won't Give Up",3484,-28,121,-78,24.138,0.468,136,"19",21,3512,443,24.138
23,"=","KELLY CLARKSON","Dark Side",3218,-10,10,-38,15.965,-0.114,81,"39",20,3228,493,18.412
24,"=","CHRIS BROWN","Don't Wake Me Up",3067,145,696,72,24.168,0.795,73,"24",24,3067,696,24.168
25,"=","KARMIN","Hello",2664,151,918,34,13.645,1.255,22,"158",25,2664,1012,13.645
26,"=","OLLY MURS","Heart Skips A Beat",2013,28,222,-17,10.331,0.158,47,"95",26,2013,401,10.331
27,"=","TRAIN","50 Ways To Say Goodb...",1937,81,713,-4,8.36,0.365,25,"15",27,1937,717,8.36
28,"=","DAVID GUETTA","I Can Only Imagine f...",1853,82,466,-4,13.017,0.631,31,"87",28,1853,480,13.017
29,"=","NE-YO","Let Me Love You",1772,64,516,-26,13.007,0.453,20,"56",29,1772,580,13.007
30,"=","LINKIN PARK","Burn It Down",1701,45,360,16,7.195,0.175,84,"66",29,1701,360,7.195
31,"+1","PITBULL","Get It Started f/Sha...",1218,22,111,-9,6.134,0.175,45,"181",31,1218,277,6.134
32,"+1","CONOR MAYNARD","Vegas Girl",1204,26,250,-10,4.523,0.103,32,"269",32,1204,260,4.523
33,"-2","GROUPLOVE","Tongue Tied",1198,-169,-1276,-90,8.333,-0.689,127,"61",20,2955,433,18.208
34,"=","MATCHBOX TWENTY","She's So Mean",991,-12,-11,-23,4.882,-0.036,73,"28",33,1064,574,5.015
35,"=","BIG TIME RUSH","Windows Down",988,12,122,3,3.29,0.058,29,"185",35,988,253,3.29
36,"=","PHILLIP PHILLIPS","Home",910,14,159,-33,3.858,0.049,49,"5",36,910,311,4.752
37,"=","MARINA AND THE DIAMO...","Primadonna",703,-19,-39,-40,2.036,-0.181,52,"272",37,751,93,2.411
38,"+1","AUSTIN MAHONE","Say Somethin",696,9,129,-9,4.013,0.126,26,"261",38,696,183,4.013
39,"+1","CHRIS WALLACE","Remember When (Push ...",694,11,119,-3,2.329,0.1,17,"--",39,694,122,2.329
40,"-2","ONE DIRECTION","One Thing",692,-22,-200,21,4.323,-0.128,115,"71",13,5433,975,29.694
41,"+2","ED SHEERAN","The A Team",660,23,175,-1,3.599,0.159,10,"69",41,660,176,3.599
42,"+3","TREY SONGZ","Heart Attack",590,9,-7,0,2.252,0.011,28,"148",42,597,139,2.509
43,"+1","AFROJACK & SHERMANOL...","Can't Stop Me",589,-17,-65,-18,8.394,0.043,55,"316",40,659,101,9.11
44,"-2","OUTASIGHT","Now Or Never",584,-71,-741,93,4.16,-0.232,111,"325",25,2249,320,12.293
45,"+1","WIZ KHALIFA","Work Hard, Play Hard",583,6,48,12,2.356,-0.002,42,"47",45,583,93,2.358
46,"-5","K'NAAN","Hurt Me Tomorrow",578,-86,-205,-65,2.529,-0.211,74,"200",36,997,308,3.679
47,"=","TREY SONGZ","2 Reasons f/T.I.",563,21,97,9,2.928,0.096,10,"78",47,563,149,2.928
48,"=","ZEDD","Spectrum f/Matthew K...",446,34,105,13,1.462,0.094,8,"380",48,446,219,1.788
49,"=","KANYE WEST","Mercy f/Big Sean/Pus...",409,6,74,-5,3.137,0.065,8,"27",49,409,82,3.137
50,"=","MGK","Invincible f/Ester D...",293,5,52,-7,0.958,0.055,3,"382",50,293,59,0.958
