"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FUN. We Are Young f/Janelle Monae",14416,"+26",744,"-84",108.947,"+0.456",63,"5",1,14416,2738,108.947
2,"=","WANTED Glad You Came",13512,"-70",-150,"-77",98.715,"-0.939",108,"9",1,13712,1363,101.962
3,"=","KATY PERRY Part Of Me",12039,"+20",321,"+17",77.966,"+0.462",72,"22",3,12039,3625,77.966
4,"=","FLO RIDA Wild Ones f/Sia",11631,"+98",1119,"-246",81.843,"+0.433",81,"8",4,11631,1940,81.843
5,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",9391,"-115",-1684,"+128",72.101,"-0.518",108,"25",1,13549,2321,99.332
6,"=","NICKI MINAJ Starships",8753,"+170",956,"+69",66.776,"+1.533",71,"13/56",6,8753,1834,66.776
7,"=","ONE DIRECTION What Makes You Beautiful",8695,"+197",1045,"+87",55.488,"+1.087",56,"7",7,8695,1579,55.488
8,"=","CALVIN HARRIS Feel So Close",8124,"+19",249,"-32",54.768,"+0.078",76,"24",7,8124,1329,55.352
9,"+2","GOTYE Somebody That I Used To Know",8111,"+229",1414,"-17",60.745,"+2.060",55,"2",9,8111,1560,60.745
10,"=","ADELE Rumour Has It",8039,"+134",1204,"-31",55.194,"+1.744",52,"27",10,8039,1514,55.194
11,"-2","JUSTIN BIEBER Boyfriend",7937,"+16",278,"-84",49.385,"-0.217",30,"6",9,7937,4726,51.492
12,"=","DRAKE Take Care f/Rihanna",7158,"-107",-407,"-130",58.069,"-0.844",109,"32",8,7620,1220,60.618
13,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",6637,"-105",-1713,"+159",51.939,"-1.452",136,"72",2,12506,1674,92.019
14,"=","GYM CLASS HEROES Ass Back Home",6113,"-189",-2018,"+183",49.31,"-1.190",153,"84",4,11001,1379,73.574
15,"=","CARLY RAE JEPSEN Call Me Maybe",5888,"+136",778,"+20",40.019,"+0.772",45,"4",15,5888,1298,40.019
16,"=","KARMIN Broken Hearted",5664,"+78",293,"+48",34.385,"+0.278",66,"29",15,5664,936,34.385
17,"=","TRAIN Drive By",5462,"+6",377,"-64",31.73,"+0.086",101,"12",17,5462,601,31.73
18,"+1","JENNIFER LOPEZ Dance Again f/Pitbull",4627,"+88",525,"+16",30.409,"+0.164",26,"18",18,4627,2243,30.409
19,"-1","B.O.B So Good",4617,"+14",-15,"-23",30.964,"-0.220",53,"14",18,4675,1013,31.923
20,"+1","MAROON 5 Payphone f/Wiz Khalifa",3981,"+402",3415,"+111",27.279,"+2.542",9,"1",20,3981,3415,27.279
21,"-1","TAYLOR SWIFT Eyes Open",3878,"-32",65,"-65",22.147,"-0.161",31,"15",20,3925,1442,22.308
22,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",2654,"-88",-746,"+12",17.428,"-0.609",153,"43",10,7182,1174,48.863
23,"=","PITBULL Back In Time",2631,"+51",395,"-30",15.081,"+0.489",27,"39",23,2631,916,15.081
24,"=","ELLIE GOULDING Lights",2224,"+43",157,"+24",13.718,"+0.558",75,"50",24,2224,431,13.718
25,"=","DRAKE The Motto f/Lil Wayne",1998,"+26",167,"-6",18.642,"+0.299",66,"36",25,1998,321,18.642
26,"=","DEMI LOVATO Give Your Heart A Break",1939,"+40",290,"+14",13.628,"+0.332",56,"71",26,1939,362,13.628
27,"+1","HAVANA BROWN We Run The Night f/Pitbull",1628,"-7",82,"-36",12.348,"-0.050",73,"128",27,1635,237,12.398
28,"+1","K'NAAN F/NELLY FURTADO Is Anybody Out Th...",1622,"-5",-119,"-48",7.963,"-0.230",52,"--",27,1740,461,9.538
29,"-2","CHRIS BROWN Turn Up The Music",1605,"-93",-822,"-2",13.845,"-0.824",84,"78",17,4894,987,33.507
30,"=","NEON HITCH F U Betta",1417,"+17",149,"-6",4.399,"+0.018",52,"578",30,1417,215,4.44
31,"=","CHRIS RENE Young Homie",1409,"+33",201,"+14",5.373,"+0.103",45,"133",31,1409,213,5.373
32,"+1","DAVID GUETTA Titanium f/Sia",1102,"+68",437,"+16",6.923,"+0.304",17,"73",32,1102,497,6.923
33,"+2","RIHANNA Where Have You Been",1071,"+150",728,"+98",10.407,"+1.013",10,"157",33,1071,728,10.407
34,"-2","RIHANNA Talk That Talk f/Jay Z",1045,"-38",-241,"+8",7.132,"-0.065",78,"103",24,2226,339,12.882
35,"-1","HOT CHELLE RAE Honestly",942,"+16",97,"-12",3.693,"+0.043",24,"256",34,942,284,3.693
36,"=","USHER Climax",759,"-35",-137,"-34",2.598,"-0.114",38,"33",34,905,348,3.895
37,"=","CHRISTINA PERRI A Thousand Years",669,"-27",-232,"-3",3.07,"-0.128",111,"62",23,2055,280,9.423
38,"+2","NEON TREES Everybody Talks",510,"+32",189,"+14",1.636,"+0.133",16,"65",38,510,189,1.636
39,"-1","WALLPAPER F**king Best Song Everrr",510,"-64",-380,"-60",1.659,"-0.266",40,"--",34,908,262,3.847
