"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","EMINEM","The Monster f/Rih...",16207,-121,382,-176,115.533,-0.836,55,"4/35",1,16328,2904,116.491
2,"=","ONEREPUBLIC","Counting Stars",15552,-43,607,-291,107.961,-0.394,72,"3",2,15645,2609,108.617
3,"+1","PITBULL","Timber f/Ke$ha",14288,153,1896,-55,95.919,0.283,70,"1",3,14288,2001,95.919
4,"-1","IMAGINE DRAGONS","Demons",14215,-31,-214,-67,92.082,-0.743,113,"8",1,14595,1982,96.313
5,"=","AVICII","Wake Me Up",10371,-123,-930,42,77.418,-1.187,149,"14",1,17010,2103,116.977
6,"=","ZEDD","Stay The Night f/...",9123,-29,254,-90,61.587,-0.73,85,"31",6,9211,1238,63.228
7,"+1","NEIGHBOURHOOD","Sweater Weather",8052,52,680,-5,43.466,0.014,177,"16",7,8052,869,43.466
8,"-1","LADY GAGA","Do What U Want f/...",8011,-49,348,-144,51.432,-0.488,55,"19",7,8060,1408,51.92
9,"+1","ELLIE GOULDING","Burn",7976,99,1087,-94,61.067,0.831,78,"13",9,7976,1500,61.067
10,"-1","MILEY CYRUS","Wrecking Ball",7671,-329,-2077,-132,48.827,-1.854,103,"17",1,15459,2954,107.57
11,"+1","PASSENGER","Let Her Go",7563,-34,691,-196,42.699,-0.243,85,"5",11,7597,1223,43.027
12,"-1","LORDE","Royals",7535,-257,-960,-226,47.993,-2.03,133,"9",1,16495,2817,112.509
13,"=","ONE DIRECTION","Story Of My Life",7404,79,668,-12,44.946,0.269,54,"6",13,7404,1292,44.946
14,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",6302,-53,269,-86,35.41,-0.721,100,"20",14,6355,764,36.292
15,"+1","DRAKE","Hold On We're Goi...",6123,-164,-824,-22,37.093,-0.823,134,"27",4,11961,1610,74.25
16,"-1","KATY PERRY","Unconditionally",5922,-409,-2423,-305,26.406,-2.399,65,"21",8,8987,3384,51.293
17,"+1","LORDE","Team",5047,157,1217,-78,36.018,1.012,30,"18",17,5047,1348,36.018
18,"+1","A GREAT BIG WORLD","Say Something w/C...",4949,98,1005,-56,31.667,1.411,31,"2/72",18,4949,1506,31.667
19,"-2","LADY GAGA","Applause",4886,-118,-667,15,38.255,-0.333,133,"25",4,12273,3922,81.876
20,"=","KATY PERRY","Roar",4390,-104,-665,-57,32.254,-0.578,134,"11",1,17176,6098,117.145
21,"+1","BASTILLE","Pompeii",4111,142,954,-76,25.499,0.503,45,"15",21,4111,1030,25.499
22,"-1","SELENA GOMEZ","Slow Down",3818,-222,-1442,209,20.132,-1.423,127,"84",7,9868,1167,57.795
23,"=","JASON DERULO","Marry Me",3704,-141,-1614,56,15.766,-1.026,100,"37",14,6157,856,31.947
24,"=","JOHN NEWMAN","Love Me Again",3626,45,413,62,17.416,0.192,80,"65",24,3626,570,17.416
25,"+3","KATY PERRY","Dark Horse",3484,264,1881,134,29.481,1.661,31,"7",25,3484,1881,29.481
26,"-1","BRITNEY SPEARS","Perfume",3477,-41,-27,-31,15.159,-0.458,44,"121",22,3580,896,17.467
27,"-1","ZENDAYA","Replay",3294,-53,204,-145,11.94,-0.464,67,"26",25,3347,472,12.61
28,"-1","FALL OUT BOY","Alone Together",3231,-51,3,-36,17.645,-0.334,126,"79",22,3296,471,18.251
29,"=","SARA BAREILLES","Brave",3074,-21,149,-55,18.558,-0.159,113,"34",24,3095,380,18.717
30,"=","JUSTIN TIMBERLAKE","TKO",2679,-357,-1424,-289,11.605,-1.63,90,"110",11,6739,1724,32.813
31,"=","FLO RIDA","How I Feel",2638,120,547,112,12.08,0.686,45,"127",30,2638,547,12.08
32,"=","CALVIN HARRIS","Thinking About Yo...",2157,4,167,-51,14.088,0.018,52,"254",31,2157,277,14.088
33,"=","BRUNO MARS","Young Girls",1605,89,738,-18,12.102,0.667,10,"--",33,1605,797,12.102
34,"=","DEMI LOVATO","Neon Lights",1558,78,328,25,11.104,0.64,25,"159",33,1558,390,11.104
35,"=","LUPE FIASCO","Old School Love f...",1437,22,152,9,5.031,-0.024,36,"178",34,1437,284,6.015
36,"+1","ENRIQUE IGLESIAS","Heart Attack",1236,-9,-272,101,5.023,-0.03,78,"80",23,2696,649,13.314
37,"+2","ROBIN THICKE","Feel Good",1234,45,-89,40,4.611,0.533,36,"--",35,1328,544,5.179
38,"=","AVICII","Hey Brother",1222,30,219,7,9.074,-0.137,18,"61",38,1222,388,9.211
39,"-3","NEW POLITICS","Harlem",1185,-90,-288,-93,4.588,-0.442,109,"132",33,1573,285,5.948
40,"+4","BEYONCE","XO",1156,227,1136,222,10.752,1.731,3,"--",40,1156,1136,10.752
41,"-1","CHRIS WALLACE","Keep Me Crazy",1152,-11,-39,-19,2.84,-0.008,110,"--",37,1200,133,3.11
42,"-1","AMERICAN AUTHORS","Best Day Of My Li...",1074,7,231,-37,4.888,0.032,14,"43",41,1074,335,4.888
43,"-1","THE 1975","Chocolate",1032,30,183,15,2.979,0.126,29,"315",42,1032,183,2.979
44,"-1","CASH CASH","Take Me Home f/Be...",999,44,234,35,6.659,0.326,36,"394",43,999,234,6.659
45,"=","MKTO","Classic",889,6,107,-12,1.818,-0.015,22,"247",44,889,159,1.841
46,"=","CHRIS BROWN","Love More f/Nicki...",733,-52,-231,-40,3.521,-0.355,91,"119",39,1132,161,6.171
47,"=","MARTIN GARRIX","Animals",680,-7,54,-24,6.18,-0.095,22,"54",47,687,169,6.573
48,"+2","NONONO","Pumpin Blood",657,12,57,8,1.822,0.016,13,"--",48,657,61,1.822
49,"-1","JAKE MILLER","Collide",654,-31,2,-78,1.465,-0.184,13,"--",47,688,134,1.677
50,"-1","CAMRYN","LoveSick",643,-11,2,-41,0.812,-0.023,9,"--",47,682,125,0.944
