"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","ELLIE GOULDING","Love Me Like You Do",18031,-111,-666,-73,115.066,-1.029,110,"15",1,18696,2216,120.696
2,"=","THE WEEKND","Earned It",16491,132,1156,-175,98.284,0.617,71,"8",2,16491,2820,98.284
3,"=","NATALIE LA ROSE","Somebody f/Jeremih",15670,-34,-173,-158,83.993,0.162,116,"18",3,15912,2141,87.237
4,"=","MAROON 5","Sugar",15042,-521,-2266,-427,98.911,-2.635,109,"17/65",1,18530,2244,117.81
5,"=","JASON DERULO","Want To Want Me",12560,175,969,-78,73.002,0.859,52,"3",5,12560,4301,73.002
6,"=","ARIANA GRANDE","One Last Time",11865,54,3,14,71.352,0.003,82,"43",6,11865,2135,76.95
7,"+1","FLO RIDA","GDFR f/Sage The Gemini",11232,50,510,-75,61.798,-0.133,111,"13",7,11232,1433,61.931
8,"-1","TAYLOR SWIFT","Style",11063,-316,-2032,7,74.695,-1.036,115,"29",1,18488,3111,115.714
9,"=","NICK JONAS","Chains",10795,191,1263,89,58.074,1.13,109,"20",9,10795,1264,58.074
10,"=","WALK THE MOON","Shut Up And Dance",10680,269,1533,85,67.667,1.489,75,"2",10,10680,2103,67.667
11,"=","MARK RONSON","Uptown Funk f/Bruno Mars",9973,-78,-836,207,72.279,-1.245,171,"10",1,19386,3126,125.545
12,"=","WIZ KHALIFA","See You Again f/Charlie Puth",9404,412,2941,-111,66.139,3.306,27,"1/51",12,9404,3607,66.139
13,"=","ZEDD","I Want You To Know f/S. Gomez",8328,-256,-690,-194,49.229,-2.215,66,"60",11,9109,3786,52.698
14,"=","ED SHEERAN","Thinking Out Loud",7577,-50,-839,275,47.213,-0.39,144,"19",1,18914,3319,118.241
15,"=","TOVE LO","Talking Body",7340,150,789,100,43.556,0.572,105,"22",14,7340,1043,43.556
16,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",5793,127,893,-46,35.897,1.284,53,"7",16,5793,1023,35.897
17,"=","MEGHAN TRAINOR","Dear Future Husband",5469,115,461,51,26.068,0.353,41,"14",17,5469,1246,26.068
18,"=","DJ SNAKE & ALUNAGEORGE","You Know You Like It",5079,182,1165,117,27.89,1.13,54,"23",18,5079,1165,27.89
19,"=","SAM SMITH","Lay Me Down",4841,-46,-26,-94,22.987,-0.409,79,"44/63",18,4887,1008,24.788
20,"=","ECHOSMITH","Bright",4541,39,481,-122,19.395,0.254,87,"34",20,4541,965,19.395
21,"=","FIFTH HARMONY","Worth It f/Kid Ink",4159,124,764,67,19.25,0.743,57,"16",21,4159,764,19.25
22,"=","TORI KELLY","Nobody Love",3711,-233,-1632,-106,14.483,-1.21,79,"32",16,5612,1398,26.444
23,"=","RIHANNA/KANYE WEST/P MCCARTNEY","FourFiveSeconds",2741,-185,-1360,-25,12.63,-0.86,95,"39",6,11254,3932,65.756
24,"=","GEORGE EZRA","Budapest",2654,34,124,-11,10.897,0.123,59,"33",24,2654,440,10.897
25,"=","FETTY WAP","Trap Queen",2620,94,597,19,15.88,0.733,32,"6",25,2620,597,15.88
26,"=","RYN WEAVER","OctaHate",2530,32,253,-4,8.595,0.147,53,"92",25,2530,649,8.595
27,"=","ANDY GRAMMER","Honey, I'm Good",2498,45,309,14,11.454,0.311,64,"4",26,2498,326,11.454
28,"=","SHEPPARD","Geronimo",2284,14,53,-16,8.821,0.009,70,"35",28,2286,732,9.136
