"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","R. CITY","Locked Away f/Adam Levine",17377,-23,431,-96,100.673,-1.488,90,"7",1,17400,2155,103.625
2,"=","THE WEEKND","The Hills",16556,171,1567,-248,99.677,0.973,67,"3/79",2,16556,2705,99.677
3,"=","JUSTIN BIEBER","What Do You Mean?",15858,469,2937,129,102.312,1.8,41,"5",3,15858,5900,102.312
4,"=","TAYLOR SWIFT","Wildest Dreams",14995,253,2479,-157,92.734,2.09,42,"2",4,14995,3531,92.734
5,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",13305,-269,-2048,159,78.114,-1.644,108,"29/85",1,18426,4663,107.401
6,"=","SHAWN MENDES","Stitches",12424,284,2130,57,77.704,1.515,139,"4",6,12424,2130,77.704
7,"=","ED SHEERAN","Photograph",11187,-298,-1721,9,67.229,-1.117,146,"19",4,13993,1365,85.189
8,"=","THE WEEKND","Can't Feel My Face",10965,-254,-963,-97,71.23,-1.426,122,"12",1,18773,4549,114.623
9,"=","MAJOR LAZER","Lean On f/M? & DJ Snake",10017,-236,-1500,-55,68.628,-0.971,151,"34",1,18151,2026,108.966
10,"=","DEMI LOVATO","Cool For The Summer",9675,-451,-3243,107,54.755,-2.039,99,"59",2,14976,4704,81.953
11,"=","ONE DIRECTION","Drag Me Down",9226,102,582,74,47.182,0.329,69,"23",11,9226,3358,47.182
12,"=","MACKLEMORE & RYAN LEWIS","Downtown",8313,19,485,-59,40.988,0.08,42,"9/64",12,8313,3957,41.324
13,"+1","HAILEE STEINFELD","Love Myself",6840,6,302,-22,32.062,0.028,58,"14",13,6840,2308,32.288
14,"-1","NICK JONAS","Levels",6780,-82,543,-233,32.735,-0.248,46,"20",13,6862,1791,32.983
15,"+1","X AMBASSADORS","Renegades",6748,209,1439,16,35.968,0.893,59,"17",15,6748,1573,35.968
16,"+1","ELLIE GOULDING","On My Mind",6497,191,1813,-67,36.687,1.346,21,"13",16,6497,3457,36.687
17,"-2","FALL OUT BOY","Uma Thurman",6300,-315,-2012,-16,32.516,-1.315,171,"44",7,11238,1338,59.135
18,"=","CALVIN HARRIS + DISCIPLES","How Deep Is Your Love",5751,104,893,-13,35.932,1.077,74,"27",18,5751,1033,35.932
19,"=","ELLE KING","Ex's and Oh's",5218,98,791,-46,28.181,0.633,55,"6",19,5218,1084,28.181
20,"=","ALESSIA CARA","Here",4932,171,1114,93,22.501,1.003,81,"24",20,4932,1114,22.501
21,"+1","DRAKE","Hotline Bling",4643,258,1455,5,28.678,0.888,24,"1",21,4643,1578,28.678
22,"-1","MAJOR LAZER","Powerful f/Ellie Goulding",4616,97,697,-14,22.962,0.286,33,"76",21,4616,1101,22.962
23,"=","SELENA GOMEZ","Same Old Love",4506,159,1038,-53,21.461,0.932,23,"15",22,4506,1534,21.461
24,"=","TAYLOR SWIFT","Bad Blood",3713,-103,-593,-39,23.111,-0.786,143,"98",1,19566,6848,120.08
25,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",3089,30,363,-53,13.807,0.315,101,"11",25,3089,508,13.807
26,"+2","DAYA","Hide Away",2357,29,220,-1,7.761,0.151,53,"48",26,2357,393,7.761
27,"=","RACHEL PLATTEN","Fight Song",2353,-52,-768,126,11.044,-0.25,143,"26",8,10402,1603,52.805
28,"-2","CHARLIE PUTH","Marvin Gaye f/Meghan Trainor",2345,-288,-2452,129,10.858,-0.963,113,"25",15,6757,722,33.805
29,"+1","JESS GLYNNE","Hold My Hand",2265,87,276,72,10.902,0.561,90,"58",29,2265,276,10.902
30,"-1","A GREAT BIG WORLD","Hold Each Other f/Futuristic",2248,-14,58,-30,8.486,-0.042,65,"73",29,2262,399,9.292
31,"=","CONRAD SEWELL","Hold Me Up",2135,6,1155,-281,15.364,-0.029,9,"493",31,2135,1607,15.393
32,"=","MAROON 5","Feelings",1915,60,414,4,7.872,0.134,19,"204",32,1915,851,7.872
33,"=","NICKY JAM","El Perdon",1808,20,175,5,17.849,0.641,43,"184",33,1808,278,17.849
34,"+1","RUDIMENTAL","Lay It All On Me f/Ed Sheeran",1568,83,830,-119,9.122,0.216,8,"74",34,1568,977,9.122
35,"+3","FETTY WAP","679 f/Remy Boyz...",1427,77,404,61,7.102,0.54,32,"8",35,1427,404,7.102
36,"=","AUDIEN","Something Better f/Lady A.",1424,22,247,0,5.563,-0.113,20,"104",36,1424,402,6.053
37,"=","BECKY G","Break A Sweat",1406,8,359,-11,4.415,-0.168,32,"240",35,1406,370,4.583
38,"-4","LITTLE MIX","Black Magic",1315,-175,-1455,41,3.746,-0.313,83,"88",23,3343,673,11.385
39,"+1","DEMI LOVATO","Confident",1281,150,725,86,7.117,0.839,7,"68",39,1281,725,7.117
40,"-1","ROBIN THICKE","Back Together f/Nicki Minaj",1123,-88,-803,19,3.992,-0.197,52,"464",29,2203,471,7.022
41,"=","DNCE","Cake By The Ocean",1037,88,458,16,5.258,0.463,8,"190",41,1037,578,5.258
42,"+1","NICO & VINZ","That's How You Know f/B. Rexha",971,39,153,32,2.075,0.067,50,"217",41,971,153,2.09
43,"-1","OMI","Hula Hoop",950,15,220,-7,4.366,-0.037,18,"208",42,950,227,4.403
44,"=","SILENTO","Watch Me",849,-46,-208,-26,3.507,-0.177,116,"16",18,4939,832,21.988
45,"=","THE CHAINSMOKERS","Roses f/Rozes",799,36,222,36,4.374,0.137,11,"94",45,799,222,4.374
46,"+1","HALSEY","New Americana",752,19,119,-5,2.715,0.124,11,"151",46,752,205,2.715
47,"-1","CARLY RAE JEPSEN","Run Away With Me",733,-25,-1,-59,2.255,-0.045,14,"825",43,765,484,2.337
48,"=","SHAGGY","Only Love f/Pitbull",715,6,161,-20,4.21,0.097,9,"509",48,715,233,4.21
49,"=","ECHOSMITH","Let's Love",612,3,49,-13,1.121,0.002,7,"--",49,612,89,1.162
50,"=","SIA","Alive",593,28,366,-42,1.968,0.053,2,"142",50,593,408,1.968
