"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",13474,"-27",-3,"-56",98.057,"-0.210",73,"8",1,13549,2321,99.332
2,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",12369,"+27",476,"+37",91.498,"+0.746",101,"20",2,12369,1674,91.498
3,"=","ADELE Set Fire To The Rain",11865,"-118",-862,"+40",90.81,"-1.731",117,"13",1,13928,2301,95.946
4,"=","WANTED Glad You Came",10532,"+195",1129,"+57",75.852,"+0.814",73,"4",4,10532,1330,75.852
5,"=","GYM CLASS HEROES Ass Back Home",10472,"+151",995,"+75",73.308,"+0.431",118,"26",4,10472,1379,73.308
6,"=","KATY PERRY Part Of Me",9063,"+136",1136,"+15",64.686,"+1.135",37,"11",6,9063,3625,64.686
7,"=","JESSIE J Domino",8653,"-255",-1386,"-51",57.97,"-1.108",187,"41",2,12024,1524,67.403
8,"=","PITBULL F/CHRIS BROWN International Love",8385,"-127",-509,"-9",59.958,"-1.200",139,"24",5,9155,1086,62.67
9,"=","FLO RIDA Good Feeling",7412,"-158",-772,"-58",56.594,"-0.598",178,"32",1,13154,1657,85.747
10,"+2","FUN. We Are Young f/Janelle Monae",7176,"+344",2655,"+76",57.302,"+2.605",28,"1",10,7176,2655,57.302
11,"-1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",7109,"-58",-45,"-49",47.809,"-0.533",118,"14",10,7182,1174,48.863
12,"-1","DRAKE Take Care f/Rihanna",6911,"+38",635,"-81",56.436,"+0.074",74,"15",11,6911,1220,56.44
13,"=","RIHANNA We Found Love f/Calvin Harris",6682,"-98",-517,"-23",56.182,"-0.988",178,"55",1,14238,2184,95.593
14,"=","CALVIN HARRIS Feel So Close",6166,"+80",488,"-12",45.127,"+0.151",41,"12",13,6166,1329,45.127
15,"=","OUTASIGHT Tonight Is The Night",5952,"+62",288,"+64",35.831,"+0.221",141,"52",13,5952,572,35.831
16,"=","NICKI MINAJ Starships",5432,"+91",519,"-8",39.043,"+0.855",36,"7/63",16,5432,1834,39.043
17,"=","FLO RIDA Wild Ones f/Sia",5103,"+123",1135,"+21",40.207,"+1.000",46,"5",17,5103,1148,40.207
18,"=","CHRIS BROWN Turn Up The Music",4817,"+28",357,"+26",33.11,"+0.563",49,"22",18,4817,987,33.11
19,"=","ONE DIRECTION What Makes You Beautiful",3901,"+219",1326,"+22",24.427,"+1.398",21,"6",19,3901,1355,24.427
20,"=","KARMIN Broken Hearted",3809,"+146",936,"+93",23.5,"+0.757",31,"36",19,3809,936,23.5
21,"=","TRAIN Drive By",3549,"+7",124,"-11",20.179,"+0.262",66,"9",20,3553,527,20.179
22,"=","B.O.B So Good",2545,"+154",807,"+77",20.689,"+0.581",18,"16",22,2545,826,20.689
23,"=","CHRISTINA PERRI A Thousand Years",2040,"+30",161,"+33",9.335,"+0.049",76,"34",23,2040,280,9.423
24,"+1","ADELE Rumour Has It",1977,"+102",825,"+43",11.177,"+0.522",17,"39",24,1977,825,11.177
25,"-1","COLDPLAY Princess Of China",1943,"-47",-99,"-53",9.872,"-0.308",116,"62",24,2042,363,10.812
26,"+1","GOTYE Somebody That I Used To Know",1898,"+109",694,"+37",13.939,"+0.790",20,"3",26,1898,694,13.939
27,"-1","RIHANNA Talk That Talk f/Jay Z",1850,"+9",261,"-36",11.797,"+0.344",43,"56",25,1850,339,11.797
28,"=","JASON DERULO Breathing",1543,"-27",102,"-34",6.656,"-0.156",46,"160",28,1573,432,6.812
29,"=","DEV & ENRIQUE IGLESIAS Naked",1524,"+8",140,"-23",8.449,"+0.033",60,"152",29,1524,318,8.49
30,"=","JAY Z & KANYE WEST N***** In Paris",1397,"-47",-204,"-5",11.007,"-0.263",136,"57",15,5155,785,36.602
31,"=","J. COLE Workout",1256,"-19",-92,"-4",11.893,"-0.129",149,"108",12,5803,659,35.209
32,"+1","DRAKE The Motto f/Lil Wayne",1146,"+18",117,"+0",12.199,"+0.344",31,"19",32,1146,237,12.199
33,"+1","HAVANA BROWN We Run The Night f/Pitbull",1115,"+18",26,"+6",10.034,"+0.040",38,"86",33,1125,237,10.526
34,"-2","TYGA Rack City",1113,"-36",-144,"-44",4.647,"-0.405",54,"21",32,1257,287,8.937
35,"=","ELLIE GOULDING Lights",1085,"+16",92,"-2",5.184,"+0.031",40,"81",35,1085,201,5.184
36,"=","K'NAAN F/NELLY FURTADO Is Anybody Out Th...",1048,"+7",97,"-8",7.017,"+0.094",17,"230",36,1048,461,7.017
37,"=","CARLY RAE JEPSEN Call Me Maybe",970,"+64",381,"+10",5.241,"+0.549",10,"10",37,970,410,5.241
38,"=","LMFAO Sorry For Party Rocking",803,"-57",-933,"+164",3.561,"-0.231",71,"85",19,3980,1009,16.853
39,"=","ALL-AMERICAN REJECTS Beekeeper's Daughte...",781,"+3",18,"-2",2.726,"+0.039",32,"602",39,781,204,2.726
40,"=","NEON HITCH F U Betta",769,"+38",215,"+34",2.132,"+0.172",17,"769",40,769,215,2.132
41,"=","DEMI LOVATO Give Your Heart A Break",758,"+31",148,"+31",4.479,"+0.360",21,"115",41,758,148,4.479
42,"=","CHIDDY BANG Ray Charles",608,"-43",-103,"-54",1.667,"-0.235",33,"548",41,711,150,2.02
