"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","OMI","Cheerleader",18716,-36,461,-216,109.198,-0.669,96,"5/73",1,18752,2755,109.867
2,"=","THE WEEKND","Can't Feel My Face",18164,77,775,-75,107.832,0.686,59,"1",2,18164,4549,107.832
3,"=","TAYLOR SWIFT","Bad Blood",16294,-183,-1183,-127,101.196,-1.86,80,"32/60",1,19566,6848,120.08
4,"=","FIFTH HARMONY","Worth It f/Kid Ink",14512,-42,76,-72,76.963,1.045,155,"28",4,14593,1718,76.963
5,"=","MAJOR LAZER","Lean On f/MØ & DJ Snake",13069,164,1659,-45,80.053,1.518,88,"11",5,13069,2026,80.053
6,"+2","SELENA GOMEZ","Good For You f/A$AP Rocky",11420,168,1755,-150,60.741,0.699,45,"10",6,11420,4663,60.741
7,"=","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",11386,49,447,-21,71.927,0.856,117,"21",7,11386,1280,71.927
8,"-2","DAVID GUETTA","Hey Mama  f/Nicki Minaj",11274,-429,-2752,-50,71.914,-2.512,151,"49",2,16451,2042,99.313
9,"=","RACHEL PLATTEN","Fight Song",9579,89,425,86,51.807,0.458,80,"4",9,9579,1603,51.807
10,"=","DEMI LOVATO","Cool For The Summer",9506,50,554,-99,50.994,-0.027,36,"16",10,9506,4704,51.021
11,"=","WALK THE MOON","Shut Up And Dance",9273,-113,-1047,85,65.022,-0.862,173,"26",2,17842,2567,102.857
12,"=","ANDY GRAMMER","Honey, I'm Good",8460,-85,-1443,135,43.439,-0.731,162,"17",8,10607,1319,57.373
13,"=","ED SHEERAN","Photograph",8395,-4,556,-101,52.384,-0.06,83,"22",13,8399,1005,52.444
14,"=","WIZ KHALIFA","See You Again f/Charlie Puth",8111,-151,-1193,-18,50.78,-0.584,125,"31",1,19208,3713,118.768
15,"=","FALL OUT BOY","Uma Thurman",7885,127,810,-34,44.838,1.072,108,"18",15,7885,1055,44.838
16,"+1","TORI KELLY","Should've Been Us",5312,82,503,58,22.874,0.051,64,"48",16,5312,919,22.874
17,"-1","ZEDD","Beautiful Now f/Jon Bellion",5284,40,613,-31,24.166,0.317,70,"91",16,5284,915,24.166
