"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","MARK RONSON","Uptown Funk f/Bruno Mars",18197,"-5",13,"+31",120.567,"-0.168",98,2,1,18337,3126,121.173
2,"=","ED SHEERAN","Thinking Out Loud",16628,"+119",526,"-93",102.662,"+0.507",71,3,2,16628,3319,102.662
3,"=","HOZIER","Take Me To Church",14481,"+71",-195,"+41",87.523,"-0.495",126,8,2,14683,2004,91.149
4,"=","MEGHAN TRAINOR","Lips Are Movin",13569,"+70",301,"+132",71.487,"-0.280",119,13,4,13569,1988,75.882
5,"=","TAYLOR SWIFT","Blank Space",11918,"-171",-995,"-52",86.287,"-0.904",111,11,1,18014,3248,118.647
6,"=","TAYLOR SWIFT","Style",10538,"+382",2345,"+143",74.584,"+2.157",42,9,6,10538,2345,74.584
7,"=","PITBULL","Time Of Our Lives f/Ne-Yo",10215,"+179",1111,"+46",63.229,"+0.776",80,14,6,10215,1573,63.229
8,"=","LILLYWOOD & ROBIN SCHULZ","Prayer In C",9339,"+84",593,"+28",61.089,"+0.346",106,34,8,9339,1413,61.089
9,"+1","MAROON 5","Sugar",8996,"+154",1471,"-135",58.92,"+1.416",36,7,9,8996,2223,58.92
10,"-1","SAM SMITH","I'm Not The Only One",8621,"-265",-2340,"+66",49.869,"-1.651",144,15,4,14636,2111,89.299
11,"+1","ELLA HENDERSON","Ghost",7692,"+66",181,"+101",39.727,"+0.152",158,19,11,7692,1207,40.289
12,"+1","FALL OUT BOY","Centuries",7477,"+22",203,"-5",39.699,"+0.589",152,12,12,7477,756,39.699
13,"+1","RIHANNA/KANYE WEST/P MCCARTNEY","FourFiveSeconds",7403,"+362",1590,"+129",46.71,"+2.618",22,5,13,7403,3932,46.71
14,"+1","CALVIN HARRIS","Outside f/Ellie Goulding",6048,"+113",758,"-47",38.808,"+0.335",58,43,14,6048,1280,38.808
15,"+1","ARIANA GRANDE & THE WEEKND","Love Me Harder",5722,"-124",-1024,"+214",34.838,"-1.175",132,42,3,15619,1751,93.102
16,"+1","ELLIE GOULDING","Love Me Like You Do",5720,"+178",929,"+59",34.465,"+1.161",37,4,16,5720,1496,34.465
17,"+1","ONE DIRECTION","Night Changes",4900,"-13",243,"-132",23.893,"-0.057",93,46,17,4913,1221,23.95
18,"+3","USHER","I Don't Mind f/Juicy J",4679,"+121",467,"+61",29.044,"+0.438",71,21,18,4679,788,29.044
19,"=","SELENA GOMEZ","The Heart Wants What It Wants",4452,"-318",-2683,"-32",28.228,"-2.203",102,53,7,10523,2058,67.628
20,"=","PRINCE ROYCE","Stuck On A Feeling f/Snoop...",4381,"-180",-1281,"-40",19.637,"-1.287",74,44,16,5829,1306,31.259
21,"+1","ONEREPUBLIC","I Lived",3851,"-220",-1164,"-125",15.867,"-1.158",94,49,17,5193,1083,23.7
22,"+2","NE-YO","She Knows f/Juicy J",3688,"+152",659,"+88",20.204,"+0.588",50,26,22,3688,670,20.204
23,"+2","KELLY CLARKSON","Heartbeat Song",3675,"+169",667,"+152",15.128,"+0.670",33,41,23,3675,1093,15.128
24,"+2","NICK JONAS","Chains",3430,"+123",836,"-5",19.166,"+0.894",36,27,24,3430,841,19.166
25,"+2","NATALIE LA ROSE","Somebody f/Jeremih",3264,"+135",842,"-83",21.179,"+1.000",43,24,25,3264,983,21.179
26,"+2","VANCE JOY","Riptide",2682,"+41",293,"-2",13.244,"+0.430",111,29,26,2682,296,13.244
27,"+3","ARIANA GRANDE","One Last Time",1918,"+194",1351,"+87",11.511,"+0.902",9,77,27,1918,1351,11.511
