"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","JOHN LEGEND","All Of Me",16622,"-37",-444,"-77",113.881,"+0.099",103,"4",1,17233,2520,121.78
2,"=","JASON DERULO","Talk Dirty f/2 Chainz",14505,"-118",-890,"-166",93.248,"-1.717",134,"31/41",1,16827,2775,114.964
3,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",14446,"+84",961,"-133",94.065,"+1.021",78,"12",3,14446,2024,94.065
4,"=","AMERICAN AUTHORS","Best Day Of My Life",11566,"-41",-214,"-274",58.532,"-0.115",154,"25",4,11803,1116,61.737
5,"=","PARAMORE","Ain't It Fun",11060,"+137",1202,"-107",67.825,"+1.066",93,"9",5,11060,1853,67.825
6,"=","KATY PERRY","Dark Horse",10615,"-204",-1253,"-188",77.982,"-1.322",171,"15",1,17515,2780,123.167
7,"=","PHARRELL WILLIAMS","Happy",10507,"-197",-2001,"+159",64.256,"-1.383",114,"3",1,17173,2414,120.293
8,"=","ED SHEERAN","Sing",9435,"+91",897,"-99",55.226,"+0.204",34,"13",8,9435,2778,55.226
9,"=","RIXTON","Me And My Broken Heart",8848,"+160",1034,"-58",46.937,"+0.881",71,"8",9,8848,1397,46.937
10,"=","NAUGHTY BOY","La La La f/Sam Smith",8445,"+78",496,"-57",43.154,"+0.690",120,"21",10,8445,984,43.154
11,"=","DJ SNAKE & LIL JON","Turn Down For What",8340,"+115",1211,"-140",53.307,"+1.308",113,"5",11,8340,1435,53.307
12,"=","IGGY AZALEA","Fancy f/Charlie XCX",8187,"+184",2134,"-306",55.614,"+1.803",52,"2",12,8187,2440,55.614
13,"+1","KATY PERRY","Birthday",6913,"+186",1227,"-72",41.96,"+1.601",36,"39",13,6913,2209,41.96
14,"+1","PITBULL","Wild Wild Love f/GRL",6471,"+40",166,"-25",34.412,"+0.086",71,"18",13,6471,1068,37.119
