"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","NICO & VINZ","Am I Wrong",17722,"+88",630,"+31",118.416,"+0.709",107,"8",1,17722,2409,118.416
2,"=","ARIANA GRANDE","Problem f/Iggy Azalea",17015,"-100",-290,"-135",111.595,"-1.768",78,"4",1,17403,2576,116.283
3,"=","MAGIC!","Rude",16918,"+54",1372,"-376",114.195,"+0.812",92,"2",3,16918,2371,114.195
4,"=","CALVIN HARRIS","Summer",14558,"-139",-338,"-110",88.923,"-1.001",118,"19",3,14953,1917,95.785
5,"=","IGGY AZALEA","Fancy f/Charlie XCX",12937,"-283",-1796,"+7",94.485,"-1.687",118,"5/30",1,17156,2440,116.166
6,"=","SAM SMITH","Stay With Me",12369,"+262",1264,"+124",84.378,"+1.961",66,"3",6,12369,1606,84.378
7,"=","DISCLOSURE","Latch f/Sam Smith",12042,"+59",840,"-96",79.82,"+0.129",165,"13",6,12042,1508,79.82
8,"=","MAROON 5","Maps",8394,"+50",696,"-56",49.568,"+0.244",31,"6",8,8394,4866,49.568
9,"=","ONEREPUBLIC","Love Runs Out",8198,"+0",531,"-194",43.9,"+0.039",76,"11",9,8198,1336,43.9
10,"=","MKTO","Classic",7828,"-329",-1024,"-313",49.006,"-1.873",228,"28",8,9119,733,57.275
11,"=","DEMI LOVATO","Really Don't Care f/Cher Lloyd",6972,"+163",842,"+121",38.105,"+1.211",53,"36",11,6972,1152,38.105
12,"+1","CHARLI XCX","Boom Clap",6410,"+168",1301,"-89",40.156,"+1.255",33,"9",12,6410,1646,40.156
13,"-1","JASON DERULO","Wiggle f/Snoop Dogg",6186,"-294",-1200,"-195",26.228,"-1.276",69,"14",10,7555,1666,36.719
14,"=","PHARRELL WILLIAMS","Come Get It Bae",6098,"+87",499,"+35",25.294,"+0.535",55,"35",14,6098,993,25.294
15,"=","KONGOS","Come With Me Now",5291,"+10",121,"+30",21.378,"+0.237",90,"18",15,5298,652,21.378
16,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",4724,"-80",-870,"+142",32.523,"-0.461",144,"80",1,15543,2024,97.949
17,"=","CLEAN BANDIT","Rather Be f/Jess Glynne",4648,"+96",1126,"-53",30.854,"+0.571",49,"24",17,4648,1347,30.854
18,"=","SIA","Chandelier",4422,"+115",559,"-37",28.199,"+0.881",88,"10",18,4422,625,28.199
19,"=","BECKY G","Shower",4167,"+68",571,"-1",17.96,"+0.204",62,"17",19,4167,853,17.96
20,"=","AFROJACK","Ten Feet Tall f/Wrabel",3895,"-9",-2,"-10",17.042,"-0.111",109,"136",20,3920,633,17.363
21,"=","TIESTO","Wasted",3743,"-4",358,"-14",19.642,"-0.107",65,"37",21,3747,775,19.749
22,"+1","LORDE","Tennis Court",3550,"-19",-29,"-14",15.467,"-0.186",79,"81",22,3658,590,16.188
23,"+3","ARIANA GRANDE","Break Free f/Zedd",3506,"+265",2043,"-7",24.292,"+1.635",12,"16",23,3506,2050,24.292
24,"-2","RIXTON","Me And My Broken Heart",3506,"-81",-605,"+173",20.322,"-0.645",137,"70",6,11699,1397,59.689
25,"-1","KATY PERRY","Birthday",3272,"-162",-2202,"+235",14.791,"-0.790",102,"114",7,9576,2209,52.775
26,"+1","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",3155,"+73",581,"-16",31.477,"+1.317",53,"53",26,3155,597,31.477
27,"-2","JENNIFER LOPEZ","First Love",3142,"-281",-975,"-249",14.669,"-1.869",60,"--",19,4214,853,22.02
28,"+2","IGGY AZALEA","Black Widow f/Rita Ora",2707,"+155",1009,"-22",17.37,"+0.832",18,"33",28,2707,1171,17.37
29,"-1","TREY SONGZ","Na Na",2707,"-76",-117,"-78",17.438,"-0.299",104,"62",27,2847,394,18.704
30,"-1","RITA ORA","I Will Never Let You Down",2700,"+37",564,"-31",11.378,"+0.411",53,"147",29,2700,643,11.378
31,"=","AJR","I'm Ready",2536,"-1",121,"-88",7.937,"-0.022",97,"21",30,2537,461,7.959
32,"=","ED SHEERAN","Sing",2332,"-127",-744,"+12",13.071,"-0.754",100,"43",6,10622,2778,57.807
33,"+1","KIESZA","Hideaway",1652,"+75",595,"-12",12.408,"+0.298",18,"96",33,1652,686,12.408
34,"-1","FLORIDA-GEORGIA LINE","This Is How We Roll f/J.Derulo",1582,"+1",114,"-25",8.048,"-0.105",32,"50",33,1583,370,8.341
35,"=","ECHOSMITH","Cool Kids",1523,"+30",298,"+7",6.75,"+0.370",39,"44",35,1523,377,6.75
36,"=","MADDEN BROTHERS","We Are Done",1483,"+14",104,"-10",5.14,"+0.119",34,"--",34,1483,424,5.14
37,"=","INGRID MICHAELSON","Girls Chase Boys",1219,"+48",238,"-10",5.754,"+0.252",39,"40",37,1219,295,5.754
38,"=","TINASHE","2 On f/Schoolboy Q",1213,"+57",327,"+17",5.833,"+0.155",38,"60",37,1213,327,5.833
39,"=","TOVE LO","Habits (Stay High)",1019,"+18",227,"-2",4.224,"+0.040",24,"90",39,1019,229,4.224
40,"=","COLDPLAY","A Sky Full Of Stars",960,"+25",188,"+0",3.663,"+0.214",18,"46",40,960,226,3.663
41,"=","CHROMEO","Jealous (I Ain't With It)",907,"-2",15,"-19",2.971,"-0.042",46,"--",40,922,182,3.368
42,"=","CAPITAL CITIES","One Minute More",764,"+7",75,"-2",1.952,"+0.003",25,"--",42,764,180,1.952
43,"+2","MEGHAN TRAINOR","All About That Bass",738,"+60",302,"+12",2.767,"+0.356",9,"15",43,738,302,2.767
44,"-1","CHRIS BROWN","Loyal f/Lil' Wayne",690,"-12",1,"-13",4.653,"-0.059",111,"115",40,854,230,7.37
45,"-1","AVICII","Addicted To You",627,"-54",-267,"-58",2.382,"-0.172",44,"--",39,905,175,3.16
46,"+1","ED SHEERAN","Don't",589,"+89",295,"+60",3.948,"+0.563",4,"84",46,589,295,3.948
47,"-1","G.R.L.","Ugly Heart",508,"+3",121,"-12",1.629,"+0.009",10,"--",46,508,133,1.629
48,"=","STEVE AOKI, C. LAKE & TUJAMO","Delirious (Boneless) f/Kid Ink",505,"+22",324,"-13",4.181,"+0.235",4,"137",47,505,337,4.181
49,"=","MR PROBZ","Waves",445,"+7",74,"-10",1.776,"+0.117",4,"120",47,445,84,1.776
50,"--","5 SECONDS OF SUMMER","Amnesia",406,"--",294,"--",2.279,"--",1,"57",50,406,294,2.279
