"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BRUNO MARS","When I Was Your M...",14776,123,1962,-326,95.934,1.616,70,"4",1,14776,2737,95.934
2,"=","MAROON 5","Daylight",14617,-22,458,-91,87.646,-0.468,123,"23",1,14639,1641,96.697
3,"=","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",14416,-36,-563,-3,92.266,-0.111,128,"9/24",1,15012,2020,109.652
4,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",11954,-6,805,-328,70.889,-0.696,71,"3",4,11960,6457,72.032
5,"=","CALVIN HARRIS","Sweet Nothing f/F...",11617,118,42,70,78.314,1.036,131,"39",4,11639,1126,84.444
6,"+1","RIHANNA","Stay f/Mikky Ekko",10621,270,1359,153,76.248,1.202,58,"5",6,10621,1617,76.248
7,"-1","TAYLOR SWIFT","I Knew You Were T...",10491,-230,-1382,-109,80.34,-1.541,127,"25",1,16073,2452,126.481
8,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",9847,-238,-1693,71,61.771,-1.413,198,"48",1,14704,1905,116.982
9,"+1","PITBULL","Feel This Moment",8876,155,808,45,57.948,0.655,79,"7",9,8876,1516,57.948
10,"-1","WILL.I.AM & BRITN...","Scream And Shout",8757,-227,-2178,17,58.058,-1.552,121,"22",3,13157,2182,99.406
11,"=","IMAGINE DRAGONS","It's Time",8208,-32,4,-42,46.036,-0.189,184,"35",10,8287,983,50.249
12,"=","OLLY MURS","Troublemaker f/Fl...",6619,83,750,4,37.691,0.529,99,"20",12,6619,1121,37.691
13,"=","DEMI LOVATO","Heart Attack",6386,125,863,-46,37.87,0.297,26,"10",13,6386,2482,37.87
14,"=","PINK","Just Give Me A Re...",6112,261,1543,155,38.637,1.4,34,"2",14,6112,1553,38.637
15,"=","KREWELLA","Alive",5885,202,958,109,35.123,1.277,47,"49",15,5885,968,35.123
16,"=","MUMFORD & SONS","I Will Wait",5707,69,444,57,34.964,0.651,80,"26",14,5707,747,36.633
17,"=","OF MONSTERS AND M...","Little Talks",5064,35,359,-8,30.861,0.322,128,"27",17,5064,655,30.861
18,"=","TAYLOR SWIFT","22",4708,82,1136,-242,24.588,0.589,23,"29",18,4708,2327,24.588
19,"=","FUN.","Carry On",4218,50,567,-90,22.625,0.522,77,"17",19,4218,935,22.625
