"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TAYLOR SWIFT","Bad Blood",19387,"+39",93,"+69",119.578,"-0.054",54,"11/35",1,19387,6848,119.632
2,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",16297,"+11",1345,"-365",97.971,"+0.064",125,"18",2,16297,2042,97.971
3,"+2","OMI","Cheerleader",14288,"+357",2034,"+78",84.328,"+1.939",70,"1",3,14288,2081,84.328
4,"-1","WALK THE MOON","Shut Up And Dance",14193,"-188",-1180,"+39",90.88,"-0.680",147,"5",2,17842,2567,102.857
5,"-1","WIZ KHALIFA","See You Again f/Charlie Puth",13792,"-243",-1335,"-129",87.901,"-1.503",99,"14",1,19208,3713,118.768
6,"=","FIFTH HARMONY","Worth It f/Kid Ink",13135,"+73",784,"-106",68.011,"+0.678",129,"7",5,13135,1718,68.011
7,"=","THE WEEKND","Can't Feel My Face",12989,"+324",2201,"-48",78.272,"+1.774",33,"6",7,12989,4549,78.272
8,"=","TOVE LO","Talking Body",10125,"-277",-1820,"-35",61.53,"-1.352",177,"36",4,14657,2353,84.199
9,"+1","ANDY GRAMMER","Honey, I'm Good",10118,"+20",207,"-96",52.83,"-0.253",136,"9",9,10118,1319,53.957
10,"-1","JASON DERULO","Want To Want Me",9962,"-248",-2239,"+175",63.421,"-1.393",124,"25",1,18660,4301,111.336
11,"=","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",9603,"+51",264,"+18",57.465,"-0.284",91,"12",11,9603,1280,58.057
12,"=","MAJOR LAZER","Lean On f/MØ & DJ Snake",9321,"+152",862,"+37",51.971,"+0.500",62,"10",12,9321,2026,51.971
13,"+1","SIA","Elastic Heart f/The Weeknd...",7359,"-33",-108,"-60",42.537,"-0.637",118,"41",13,7467,909,45.191
14,"-1","MAROON 5","This Summer's Gonna Hurt...",7358,"-455",-1541,"-411",32.146,"-2.204",57,"54",9,9131,4375,46.872
15,"+1","RACHEL PLATTEN","Fight Song",6478,"+174",1006,"+51",35.364,"+1.055",54,"2",15,6478,1603,35.364
16,"+1","SELENA GOMEZ","Good For You f/A$AP Rocky",6413,"+244",1484,"+40",35.205,"+0.932",19,"8",16,6413,4663,35.205
17,"+1","ED SHEERAN","Photograph",6215,"+83",496,"-49",33.372,"+0.482",57,"16",17,6215,1005,33.372
18,"-3","DJ SNAKE & ALUNAGEORGE","You Know You Like It",6093,"-284",-2186,"-6",37.136,"-1.142",126,"27",6,11556,1606,64.807
19,"+1","PITBULL","Fun f/Chris Brown",5560,"+76",620,"-12",28.031,"+0.105",76,"37",19,5560,746,28.031
20,"-1","NICKI MINAJ","The Night Is Still Young",5115,"-394",-1717,"-315",21.84,"-2.112",72,"63",13,7139,1341,34.119
21,"+1","DEMI LOVATO","Cool For The Summer",4972,"+396",2716,"-52",32.84,"+1.200",10,"28",21,4972,4704,37.225
22,"-1","FALL OUT BOY","Uma Thurman",4759,"+114",783,"+22",25.538,"+0.195",82,"21",21,4759,895,25.538
23,"+2","TORI KELLY","Should've Been Us",3261,"+95",562,"+14",12.411,"+0.538",38,"102",23,3261,685,12.411
24,"-1","OMARION","Post To Be f/Chris Brown&Jhene",3260,"+31",397,"-43",18.591,"-0.024",48,"58",23,3260,598,18.615
25,"-1","THE WEEKND","Earned It",3166,"-28",-602,"+143",18.101,"-0.146",143,"45",1,17055,2820,102.104
26,"=","ZEDD","Beautiful Now f/Jon Bellion",2880,"+37",284,"+10",13.167,"-0.126",44,"78",25,2880,542,13.293
27,"=","ADAM LAMBERT","Ghost Town",2517,"+49",253,"+23",9.451,"-0.016",69,"98",27,2517,661,9.467
28,"=","SAM HUNT","Take Your Time",2443,"-3",110,"-37",12.216,"+0.147",62,"19",27,2449,296,12.216
29,"=","FLO RIDA","I Don't Like It, I Love It",2372,"+25",316,"-33",11.226,"-0.070",41,"47",29,2372,377,11.296
30,"=","KAYA STEWART","In Love With A Boy",2217,"+29",248,"+9",6.842,"-0.021",25,"899",30,2217,940,6.863
31,"=","SHAWN MENDES","Stitches",2141,"+19",113,"-28",7.666,"+0.076",50,"34",31,2141,452,7.666
32,"=","SILENTO","Watch Me",2132,"+115",606,"+46",10.557,"+0.516",27,"4",32,2132,606,10.557
33,"+1","SAM SMITH","Like I Can",1863,"+58",306,"+30",6.292,"+0.123",42,"123",33,1863,511,6.657
34,"+1","CHARLIE PUTH","Marvin Gaye f/Meghan Trainor",1832,"+34",382,"-50",7.502,"+0.123",24,"24",34,1832,496,7.502
35,"+1","SAGE THE GEMINI","Good Thing f/Nick Jonas",1775,"+34",287,"-12",10.006,"-0.052",36,"92",35,1775,341,10.058
36,"-3","GEORGE EZRA","Budapest",1748,"-207",-1662,"+60",9.1,"-0.701",131,"51",18,4602,712,20.415
37,"=","FETTY WAP","Trap Queen",1710,"+9",-299,"+68",11.932,"+0.275",104,"17",18,4535,816,23.245
38,"=","NATALIE LA ROSE","Around The World f/Fetty Wap",1578,"+53",310,"+7",7.629,"+0.181",28,"156",38,1578,472,7.629
39,"+1","JIDENNA","Classic Man",1509,"+29",126,"+30",4.639,"+0.163",34,"55",38,1509,351,4.639
40,"-1","MKTO","Bad Girls",1503,"+7",169,"-23",3.826,"+0.058",35,"243",39,1503,288,3.826
41,"=","JASON DERULO","Cheyenne",1414,"+72",758,"-17",8.879,"+0.342",9,"404",41,1414,792,8.879
42,"=","NICK FRADIANI","Beautiful Life",1298,"+4",30,"-19",3.684,"+0.008",45,"116",39,1312,480,3.684
43,"=","ECHOSMITH","Bright",1015,"-72",-810,"+28",4.359,"-0.211",159,"62",16,5773,965,25.825
