"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FUN. We Are Young f/Janelle Monae",14403,"-15",5,"-65",110.591,"+0.104",69,"4",1,14439,2738,110.591
2,"=","WANTED Glad You Came",13120,"-121",-468,"-55",95.47,"-0.502",114,"10",1,13712,1363,101.962
3,"=","FLO RIDA Wild Ones f/Sia",11997,"+60",463,"-45",85.289,"+0.334",87,"8",3,11997,1940,85.289
4,"=","KATY PERRY Part Of Me",11537,"-112",-483,"-204",77.429,"-0.620",78,"19",3,12039,3625,78.553
5,"=","GOTYE Somebody That I Used To Know",9731,"+288",1848,"+50",76.381,"+2.774",61,"1",5,9731,1848,76.381
6,"=","NICKI MINAJ Starships",9511,"+158",925,"+87",74.299,"+1.250",77,"11/41",5,9511,1834,74.299
7,"=","ONE DIRECTION What Makes You Beautiful",9477,"+134",978,"-28",62.548,"+1.317",62,"6",6,9477,1579,62.548
8,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",8681,"-110",-834,"+153",67.575,"-0.350",114,"23",1,13549,2321,99.332
9,"=","ADELE Rumour Has It",8303,"+10",387,"-216",53.859,"-0.675",58,"24",9,8303,1514,55.764
10,"=","CALVIN HARRIS Feel So Close",8133,"-12",27,"-49",54.823,"+0.010",82,"17",7,8145,1329,55.352
11,"=","JUSTIN BIEBER Boyfriend",7881,"+21",-41,"+10",47.765,"-0.022",36,"5",9,7937,4726,51.492
12,"=","CARLY RAE JEPSEN Call Me Maybe",6650,"+120",895,"+0",46.004,"+1.060",51,"3",12,6650,1298,46.004
13,"=","DRAKE Take Care f/Rihanna",6102,"-192",-1167,"-137",46.128,"-1.910",115,"34",8,7620,1220,60.618
14,"+1","KARMIN Broken Hearted",5667,"+9",81,"-55",33.626,"-0.187",72,"25",14,5727,936,34.447
15,"-1","DAVID GUETTA Turn Me On f/Nicki Minaj",5563,"-224",-1180,"-99",42.453,"-1.714",142,"69",2,12506,1674,92.019
16,"=","TRAIN Drive By",5555,"+20",99,"-22",32.755,"+0.125",107,"12",16,5555,601,32.755
17,"=","MAROON 5 Payphone f/Wiz Khalifa",5361,"+208",1782,"-151",39.534,"+1.929",15,"2",17,5361,3415,39.534
18,"=","JENNIFER LOPEZ Dance Again f/Pitbull",4829,"+31",290,"-21",30.831,"+0.612",32,"20",18,4829,2243,30.831
19,"=","B.O.B So Good",4428,"-86",-175,"-95",27.483,"-1.147",59,"15",18,4675,1013,31.923
20,"=","TAYLOR SWIFT Eyes Open",3852,"+12",-59,"+26",20.198,"-0.394",37,"16",20,3925,1442,22.308
21,"=","PITBULL Back In Time",3425,"+138",844,"+64",18.501,"+0.532",33,"26",21,3425,916,18.501
22,"=","ELLIE GOULDING Lights",2636,"+121",455,"+91",17.114,"+0.767",81,"37",22,2636,455,17.114
23,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",2379,"-49",-364,"+59",15.283,"-0.270",159,"47",10,7182,1174,48.863
24,"=","DEMI LOVATO Give Your Heart A Break",2182,"+94",281,"+75",15.285,"+0.475",62,"52",24,2182,362,15.285
25,"=","DRAKE The Motto f/Lil Wayne",2002,"+10",30,"-25",18.136,"-0.044",72,"38",25,2047,321,19.147
26,"+1","RIHANNA Where Have You Been",1958,"+146",1036,"+37",16.507,"+1.067",16,"50",26,1958,1036,16.507
27,"-1","HAVANA BROWN We Run The Night f/Pitbull",1816,"-3",181,"-23",13.861,"-0.047",79,"78",26,1819,237,13.908
28,"=","NEON HITCH F U Betta",1628,"+22",227,"+2",6.375,"+0.277",58,"--",28,1628,227,6.375
29,"+1","DAVID GUETTA Titanium f/Sia",1553,"+71",517,"-3",10.583,"+0.851",23,"40",29,1553,520,10.583
30,"-1","CHRIS RENE Young Homie",1520,"+6",144,"-31",6.316,"+0.059",51,"--",29,1520,213,6.316
31,"+1","USHER Scream",1432,"+170",1432,"+170",19.26,"+1.575",5,"27",31,1432,1432,19.26
32,"-1","K'NAAN F/NELLY FURTADO Is Anybody Out Th...",1357,"-80",-270,"-69",5.219,"-0.388",58,"--",27,1740,461,9.538
33,"=","CHRIS BROWN Turn Up The Music",1155,"-37",-543,"+81",10.677,"-0.405",90,"79",17,4894,987,33.507
34,"=","HOT CHELLE RAE Honestly",1044,"+11",118,"-12",4.135,"+0.022",30,"--",34,1044,284,4.135
35,"=","RIHANNA Talk That Talk f/Jay Z",877,"-31",-207,"-15",6.598,"-0.142",84,"--",24,2226,339,12.882
36,"=","NEON TREES Everybody Talks",689,"+32",211,"+4",2.501,"+0.157",22,"--",36,689,211,2.501
37,"=","RITA ORA How We Do (Party)",650,"+102",535,"+87",3.632,"+0.574",5,"--",37,650,535,3.632
38,"=","KIRKO BANGZ Drank In My Cup",573,"+38",177,"+38",2.99,"+0.086",28,"73",38,573,184,3.45
39,"=","JASON MRAZ I Won't Give Up",507,"+5",163,"-24",2.093,"+0.076",16,"--",39,507,210,2.093
40,"+2","COLDPLAY Paradise",492,"+32",213,"+13",2.942,"+0.191",41,"70",38,892,255,2.942
41,"+3","GROUPLOVE Tongue Tied",474,"+43",265,"+38",1.145,"+0.125",7,"--",41,474,265,1.145
42,"-2","CHRISTINA PERRI A Thousand Years",463,"-34",-233,"-12",2.389,"-0.108",117,"72",23,2055,280,9.423
43,"=","RIHANNA Birthday Cake",434,"-4",-42,"-1",1.656,"-0.025",30,"48",40,479,116,1.742
44,"-3","USHER Climax",422,"-52",-372,"-40",1.304,"-0.217",44,"35",34,905,348,3.895
45,"=","CALVIN HARRIS Let's Go f/Ne-Yo",321,"+31",182,"+25",3.874,"+0.329",3,"71",45,321,182,3.874
46,"=","SELENA GOMEZ & THE SCENE Hit The Lights",283,"+8",72,"+2",0.975,"+0.038",5,"--",46,283,72,0.975
47,"=","KEVIN RUDOLF Don't Give Up",279,"+15",124,"-8",0.521,"+0.033",2,"--",47,279,132,0.521
48,"=","THE CAB La La",273,"+9",34,"+7",0.39,"+0.015",24,"--",46,273,82,0.39
49,"=","NICKI MINAJ Right By My Side f/Chris Bro...",256,"+2",-4,"-1",0.868,"+0.002",15,"--",46,267,92,1.019
50,"--","GYM CLASS HEROES Fighter f/Ryan Tedder",229,"--",102,"--",1.471,"--",1,"--",50,229,102,1.471
