"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5","One More Night",14731,-163,-652,-147,115.738,3.863,120,"8",1,15401,1593,119.954
2,"=","FUN.","Some Nights",13163,-55,-6,-82,93.147,3.607,158,"11",2,13297,1295,93.147
3,"+1","KE$HA","Die Young",12212,331,1991,88,88.617,4.946,51,"6",3,12212,3842,88.617
4,"-1","TAYLOR SWIFT","We Are Never Ever Ge...",12192,-328,-1127,-270,82.313,-1.619,93,"14",2,13523,4592,90.881
5,"=","ALEX CLARE","Too Close",11810,-33,137,-55,72.697,0.828,170,"27",4,11973,1328,81.998
6,"+1","NE-YO","Let Me Love You",10476,166,1212,21,86.588,5.327,98,"15",6,10476,1345,86.588
7,"-1","CHRIS BROWN","Don't Wake Me Up",10344,-39,-38,-117,75.037,2.237,151,"36",6,10385,1456,75.301
8,"=","JUSTIN BIEBER","As Long As You Love ...",9649,-273,-2389,164,72.616,-0.014,133,"39",2,13498,1300,100.233
9,"=","RIHANNA","Diamonds",9536,170,747,26,76.025,5.609,50,"1",9,9536,2812,76.025
10,"=","BRUNO MARS","Locked Out Of Heaven",8736,202,1081,27,65.606,3.01,45,"2",10,8736,2790,65.606
11,"=","PINK","Blow Me (One Last Ki...",6719,-81,-947,108,52.595,1.151,134,"48",1,12762,2737,90.315
12,"+1","FLO RIDA","I Cry",6685,129,1017,-45,51.34,2.798,61,"9",12,6685,1268,51.34
13,"-1","ENRIQUE IGLESIAS","Finally Found You f/...",6452,-253,-614,-241,41.296,-0.715,78,"66",12,7155,1803,47.652
14,"=","OWL CITY & CARLY RAE...","Good Time",5880,-122,-1345,5,43.923,-1.082,142,"50",4,10627,1961,71.832
15,"=","PHILLIP PHILLIPS","Home",5844,194,1019,70,41.757,1.47,127,"10",15,5844,1019,41.757
16,"=","PSY","Gangnam Style",5305,-321,-1768,-206,36.725,-1.138,67,"3",10,7746,1695,59.817
17,"+1","NICKI MINAJ","Va Va Voom",4367,255,1498,104,35.686,2.886,27,"24",17,4367,1498,35.686
18,"-1","ONE DIRECTION","Live While We're You...",4291,-308,-999,-296,22.239,-1.186,56,"38",15,5363,2151,28.68
19,"=","ONEREPUBLIC","Feel Again",3922,74,333,18,23.88,0.35,70,"34",19,3922,813,23.88
20,"+2","JUSTIN BIEBER","Beauty And A Beat f/...",3893,277,1914,142,28.049,3.512,28,"16",20,3893,1914,28.049
21,"-1","ED SHEERAN","The A Team",3821,128,446,80,30.722,0.893,88,"30",20,3821,683,30.722
22,"+1","LUMINEERS","Ho Hey",3567,190,916,103,27.775,1.421,60,"7",22,3567,916,27.775
23,"-2","TRAIN","50 Ways To Say Goodb...",3555,-136,-816,-52,18.741,-0.436,103,"26",16,4812,717,29.769
24,"=","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",2991,138,740,55,23.693,1.913,67,"62",24,2991,740,23.693
25,"=","THE SCRIPT","Hall Of Fame f/will....",2541,83,493,30,12.911,0.488,60,"33",25,2541,493,12.911
26,"=","PITBULL","Don't Stop The Party",2404,64,354,44,15.942,2.006,39,"75",25,2404,503,15.942
27,"=","PINK","Try",2377,155,1099,5,14.818,0.776,18,"46",27,2377,1169,14.818
28,"=","BRIDGIT MENDLER","Ready Or Not",2135,43,211,21,14.658,0.082,73,"84",28,2135,336,14.658
29,"=","ELLIE GOULDING","Anything Could Happe...",2057,13,73,-46,12.347,0.058,53,"49",27,2087,455,12.997
30,"+1","CHER LLOYD","Oath f/Becky G",1637,32,134,5,10.104,0.079,39,"122",30,1637,343,10.489
31,"-1","RITA ORA","R.I.P. f/Tinie Tempa...",1629,-105,-272,-105,6.523,-0.301,74,"130",26,1901,352,8.368
32,"=","KELLY CLARKSON","Catch My Breath",1578,20,337,-92,7.063,0.379,20,"77",32,1578,568,7.063
33,"=","IMAGINE DRAGONS","It's Time",1576,70,317,37,11.133,0.433,53,"20",33,1576,317,11.133
34,"+2","CHRIS WALLACE","Remember When (Push ...",1348,21,60,26,5.547,0.086,95,"386",34,1348,131,5.547
35,"-1","TREY SONGZ","2 Reasons f/T.I.",1339,-38,-463,34,8.984,0.116,88,"156",25,2118,262,13.967
36,"-1","CHRISTINA AGUILERA","Your Body",1226,-132,-1351,141,6.869,-0.571,62,"86",19,4044,2059,23.985
37,"+2","MEGAN & LIZ","Bad For Me",1185,11,84,20,4.439,-0.065,67,"317",37,1185,313,4.504
38,"=","DAVID GUETTA","I Can Only Imagine f...",1154,-43,-665,64,6.536,-0.447,109,"175",19,3797,589,24.197
39,"+2","CARLY RAE JEPSEN","This Kiss",1087,6,22,-26,5.624,-0.047,34,"250",39,1091,234,5.671
40,"-3","USHER","Numb",1080,-164,-922,-75,6.795,-0.78,74,"172",20,3707,1028,21.944
41,"-1","NICKI MINAJ","Pound The Alarm",1062,-21,-86,-8,10.111,0.009,122,"169",11,6583,1036,45.522
42,"=","HUNTER HAYES","Wanted",1015,61,250,17,5.693,0.276,32,"25",42,1015,250,5.693
43,"=","ALICIA KEYS","Girl On Fire",951,54,348,44,9.886,2.015,23,"52",43,951,348,9.886
44,"=","MIGUEL","Adorn",840,32,160,-6,6.877,0.423,32,"94",44,840,197,6.877
45,"+2","THE READY SET","Give Me Your Hand",812,42,181,16,2.626,0.16,18,"--",45,812,324,2.626
46,"-1","THE WANTED","I Found You",780,-3,36,-26,3.509,0.132,34,"137",44,783,173,3.524
47,"-1","BOYS LIKE GIRLS","Be Your Everything",742,-37,-96,-36,2.459,-0.063,53,"--",42,839,199,2.832
48,"=","ADELE","Skyfall",626,-6,-282,29,2.298,-0.032,41,"5",34,1211,1151,12.23
49,"+1","LUDACRIS F/USHER/DAV...","Rest Of My Life",589,69,383,22,4.262,1.348,3,"74",49,589,383,4.262
50,"-1","CONOR MAYNARD","Turn Around f/Ne-Yo",556,22,141,-4,2.772,0.098,11,"--",49,556,281,2.772
