"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","MEGHAN TRAINOR","All About That Bass",17620,"-51",-186,"-67",115.39,"-0.022",91,"2",1,17875,3030,116.17
2,"=","TAYLOR SWIFT","Shake It Off",17128,"+60",361,"-117",108.272,"+0.315",50,"3",2,17128,9016,108.272
3,"=","IGGY AZALEA","Black Widow f/Rita Ora",16802,"+154",1909,"-247",109.671,"+0.589",100,"20",3,16802,2437,109.671
4,"=","ARIANA GRANDE","Break Free f/Zedd",13816,"-231",-304,"-397",84.627,"-1.157",94,"29",4,14321,2327,87.942
5,"=","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",13140,"+250",1368,"+71",87.927,"+1.429",70,"7",5,13140,4716,87.927
6,"=","JEREMIH","Don't Tell 'Em f/YG",10858,"+169",1146,"-84",66.135,"+1.277",79,"19",6,10858,1458,66.135
7,"+1","TOVE LO","Habits (Stay High)",9754,"+191",1423,"+22",65.36,"+2.302",106,"6",7,9754,1460,65.36
8,"-1","CHARLI XCX","Boom Clap",9702,"-310",-2247,"+115",63.449,"-2.507",115,"44",1,16743,2210,108.049
9,"=","ED SHEERAN","Don't",9088,"+119",1053,"-78",53.234,"+0.853",86,"17",9,9088,1458,53.234
10,"+1","ECHOSMITH","Cool Kids",7971,"+78",750,"+12",41.877,"+0.494",121,"16",10,7971,978,41.877
11,"-1","CLEAN BANDIT","Rather Be f/Jess Glynne",7782,"-357",-2828,"+1",59.462,"-1.338",131,"14",6,11598,1590,74.965
12,"+1","COLDPLAY","A Sky Full Of Stars",6744,"+43",434,"-5",41.733,"-0.101",100,"45",12,6744,946,41.834
13,"-1","MAROON 5","Maps",6401,"-328",-2074,"+270",36.082,"-1.584",113,"40",2,14278,4866,79.434
14,"=","CALVIN HARRIS","Blame f/John Newman",6279,"+156",1560,"-135",37.02,"+0.657",29,"201",14,6279,1988,37.02
