"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+1","PITBULL","Timber f/Ke$ha",16533,"+130",1610,"+74",113.414,"+1.715",92,"4",1,16533,2001,113.414
2,"-1","ONEREPUBLIC","Counting Stars",16518,"-6",1245,"-34",113.327,"-0.369",94,"6",1,16524,2609,113.696
3,"=","EMINEM","The Monster f/Rih...",16131,"-76",468,"-138",115.529,"-0.685",77,"11/58",1,16414,2904,117.022
4,"=","IMAGINE DRAGONS","Demons",11085,"-339",-1306,"-189",70.744,"-2.599",135,"16",1,14595,1982,96.313
5,"=","ELLIE GOULDING","Burn",10796,"+142",1524,"-8",76.987,"+0.396",100,"15",5,10796,1574,76.987
6,"=","ZEDD","Stay The Night f/...",10065,"-6",594,"-24",63.641,"-0.677",107,"42",5,10071,1238,64.445
7,"=","LADY GAGA","Do What U Want f/...",9847,"+14",750,"-75",60.101,"+0.301",77,"36",7,9847,1408,60.101
8,"=","ONE DIRECTION","Story Of My Life",9356,"+86",1067,"+22",61.105,"+1.142",76,"12",8,9356,1292,61.105
9,"=","PASSENGER","Let Her Go",9112,"+29",833,"+7",53.13,"+0.675",107,"7",9,9112,1223,53.13
10,"+1","KATY PERRY","Dark Horse",8591,"+316",2297,"+140",61.077,"+2.332",53,"1",10,8591,2297,61.077
11,"-1","AVICII","Wake Me Up",8529,"-192",-755,"-74",66.139,"-1.652",171,"21",1,17010,2103,116.977
12,"=","NEIGHBOURHOOD","Sweater Weather",8040,"-79",-47,"-46",45.064,"-0.584",199,"26",7,8300,869,45.648
13,"=","LORDE","Team",7368,"+95",1026,"-52",50.184,"+1.146",52,"9",13,7368,1348,50.184
14,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",7247,"-11",510,"-1",39.298,"-0.159",122,"28",12,7258,764,39.457
15,"=","A GREAT BIG WORLD","Say Something w/C...",7209,"+86",1181,"+17",47.676,"+0.521",53,"5/75",15,7209,1506,47.676
16,"=","BASTILLE","Pompeii",5812,"+96",845,"+41",36.592,"-0.124",67,"8",16,5812,1030,36.716
17,"=","MILEY CYRUS","Wrecking Ball",5204,"-240",-1413,"-184",32.417,"-1.350",125,"33",1,15459,2954,107.57
18,"=","JOHN NEWMAN","Love Me Again",4555,"+27",429,"-26",24.695,"+0.518",102,"25",18,4555,570,24.695
19,"=","BEYONCE","XO",4370,"+67",1133,"-99",27.479,"+0.092",25,"53",19,4370,1464,27.479
20,"=","BRUNO MARS","Young Girls",3965,"+109",852,"+43",23.951,"+0.338",32,"133",20,3965,884,23.951
21,"=","ZENDAYA","Replay",3393,"+36",419,"+81",11.751,"+0.119",89,"30",21,3393,472,12.61
22,"=","SARA BAREILLES","Brave",3009,"-7",194,"+4",17.965,"-0.080",135,"24",22,3095,380,19.453
23,"+1","CALVIN HARRIS","Thinking About Yo...",2726,"+36",605,"+33",17.286,"+0.078",74,"171",23,2726,605,17.286
24,"+3","MILEY CYRUS","Adore You",2716,"+169",1287,"+89",14.067,"+0.423",19,"27",24,2716,1287,14.067
