"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ROBIN THICKE","Blurred Lines f/P...",15767,88,888,-97,106.045,1.298,68,"1",1,15767,2544,106.045
2,"=","DAFT PUNK","Get Lucky",14653,115,726,52,97.62,0.875,85,"5",2,14653,2173,97.62
3,"=","IMAGINE DRAGONS","Radioactive",14039,57,654,-60,85.376,0.463,94,"3",3,14039,2069,85.376
4,"=","SELENA GOMEZ","Come & Get It",12330,-429,-1529,-369,70.687,-2.679,98,"16",1,14547,2034,86.045
5,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",10740,-298,-1667,-94,79.533,-0.864,124,"8",1,16503,2448,112.279
6,"=","ZEDD","Clarity f/Foxes",10396,111,742,9,72.084,0.046,121,"13",6,10396,1183,73.288
7,"=","JASON DERULO","The Other Side",10296,90,559,48,60.453,0.095,88,"28",7,10296,2399,60.813
8,"+1","BRUNO MARS","Treasure",9583,156,868,123,57.961,0.629,66,"9/54",8,9583,2114,57.961
9,"-1","JUSTIN TIMBERLAKE","Mirrors",9496,-316,-1353,-193,67.565,-1.347,116,"20",1,16201,3114,111.865
10,"=","FLORIDA-GEORGIA L...","Cruise",9121,-162,-904,-135,43.222,-1.254,112,"10/33",6,10190,1411,52.727
11,"=","MAROON 5","Love Somebody",8756,148,970,40,57.51,0.654,62,"15",11,8756,1161,57.51
12,"=","CALVIN HARRIS F/E...","I Need Your Love",8541,110,921,10,59.281,0.763,102,"25",12,8541,1386,59.281
13,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",6983,213,1590,-15,48.794,0.858,53,"6",13,6983,1815,48.794
14,"=","ANNA KENDRICK","Cups (Pitch Perfe...",6836,87,731,-59,45.005,0.743,110,"7",14,6836,902,45.005
15,"=","CAPITAL CITIES","Safe And Sound",6213,119,968,-30,39.011,1.235,86,"11",15,6213,1083,39.011
16,"=","MILEY CYRUS","We Can't Stop",5953,210,1215,135,35.219,1.02,41,"2",16,5953,1276,35.219
17,"=","RIHANNA","Right Now f/David...",5377,137,986,82,34.731,0.709,51,"70",17,5377,1144,34.731
18,"=","PINK","Just Give Me A Re...",4689,-142,-1037,-26,32.612,-1.182,146,"23",1,15624,1949,106.133
19,"=","KE$HA","Crazy Kids",4179,46,493,-5,20.462,0.068,75,"44",19,4179,529,20.462
20,"=","AUSTIN MAHONE","What About Love",4016,14,595,-46,20.368,-0.227,37,"83",20,4016,982,20.595
21,"=","BRITNEY SPEARS","Ooh La La",3806,-30,127,-104,19.928,-0.223,29,"73",21,3836,2895,27.844
22,"=","ARIANA GRANDE","The Way f/Mac Mil...",3222,-194,-1793,15,21.19,-0.405,107,"18",11,7681,1373,40.497
23,"=","NIKKI WILLIAMS","Glowing",3045,-5,339,-78,15.918,-0.211,100,"135",23,3050,417,17.224
24,"=","DEMI LOVATO","Heart Attack",2503,-143,-746,-33,18.187,-0.702,138,"72",4,12179,2482,74.905
25,"+1","EMBLEM3","Chloe (You're The...",2285,3,143,-22,7.739,-0.008,79,"76",25,2285,382,7.747
26,"+1","PHILLIP PHILLIPS","Gone, Gone, Gone",2279,42,324,2,11.577,0.207,49,"31",26,2279,444,11.577
27,"-2","MARIAH CAREY","#Beautiful f/Migu...",2270,-277,-1989,32,11.629,-1.607,71,"35",14,6467,3429,35.886
28,"=","JUSTIN TIMBERLAKE","Take Back The Nig...",2136,375,2136,375,20.959,3.256,4,"19",28,2136,2136,20.959
29,"+1","JAY Z","Holy Grail f/Just...",1939,206,190,116,12.642,0.908,12,"4",29,2122,2095,19.078
30,"-1","LABRINTH","Beneath Your Beau...",1738,-20,67,2,8.285,-0.18,60,"69",29,1780,362,9.135
31,"=","PARAMORE","Still Into You",1688,29,239,1,7.256,0.102,68,"105",31,1688,239,7.256
32,"+1","DAVID GUETTA","Play Hard f/Ne-Yo...",1500,9,73,-29,7.389,-0.203,38,"85",32,1500,368,7.804
33,"-1","ED SHEERAN","Lego House",1461,-169,-1111,-26,8.832,-0.641,128,"92",20,3897,788,21.532
34,"=","AWOLNATION","Sail",1453,17,153,-13,5.879,0.128,54,"34",33,1453,299,5.879
35,"+1","LANA DEL REY","Summertime Sadnes...",1310,72,618,20,11.568,0.862,13,"37",35,1310,618,11.568
36,"+1","PITBULL","Outta Nowhere f/D...",1247,49,109,12,6.804,-0.157,30,"--",35,1250,372,8.168
37,"-2","SEAN KINGSTON","Beat It f/Chris B...",1191,-73,-265,-77,4.236,-0.207,64,"111",32,1484,303,4.993
38,"=","KARMIN","Acapella",1173,4,173,-11,4.224,-0.05,23,"47",38,1173,376,4.274
39,"=","J. COLE","Power Trip f/Migu...",1062,-55,-313,-29,3.162,-0.168,58,"59",33,1431,241,4.44
40,"=","MAJOR LAZER","Bubble Butt f/Bru...",872,20,49,18,3.045,0.116,37,"61",40,872,300,3.962
41,"=","JONAS BROTHERS","First Time",842,34,273,10,3.144,0.142,10,"--",41,842,404,3.144
42,"=","TEGAN & SARA","Closer",776,7,66,-6,1.845,-0.004,30,"--",41,776,154,1.872
43,"=","NEIGHBOURHOOD","Sweater Weather",737,18,135,-5,2.152,0.139,17,"103",43,737,196,2.152
44,"=","TIMEFLIES","I Choose U",686,17,104,14,3.106,-0.018,28,"209",44,686,156,3.21
45,"=","BONNIE MCKEE","American Girl",672,33,278,-13,4.555,0.089,9,"--",45,672,339,4.555
46,"=","FIFTH HARMONY","Miss Movin' On",641,41,310,7,3.259,0.29,7,"58",46,641,310,3.259
47,"=","SAMMY ADAMS","L.A. Story f/Mike...",580,-4,76,-17,1.768,0.055,16,"--",46,584,93,1.966
48,"+1","TAYLOR SWIFT","Everything Has .....",528,74,375,58,4.004,0.629,2,"184",48,528,375,4.004
49,"-1","WALE","Bad f/Tiara Thoma...",511,-5,-37,-5,0.904,-0.008,23,"182",45,548,142,1.137
50,"=","CODY SIMPSON","Pretty Brown Eyes",463,10,127,-8,1.259,0.019,4,"277",50,463,135,1.259
