"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","IGGY AZALEA","Fancy f/Charlie XCX",15396,75,1272,-242,105.598,1.405,79,"2/17",1,15396,2440,105.598
2,"=","PARAMORE","Ain't It Fun",14440,7,312,-83,83.508,0.671,120,"20",2,14455,1853,83.623
3,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",14115,-142,-920,-80,86.271,-1.632,105,"26",1,15543,2024,97.949
4,"+1","ARIANA GRANDE","Problem f/Iggy Azalea",12625,396,2576,127,87.844,2.108,39,"1",4,12625,2576,87.844
5,"-1","JOHN LEGEND","All Of Me",12239,-320,-1298,-243,91.922,-1.324,130,"11",1,17233,2520,121.78
6,"=","DJ SNAKE & LIL JON","Turn Down For What",12029,22,391,-174,73.732,-0.297,140,"8",5,12029,1490,74.029
7,"+1","CALVIN HARRIS","Summer",11728,79,1256,-305,81.326,0.777,79,"13",7,11728,1917,81.326
8,"-1","RIXTON","Me And My Broken Heart",11650,-22,400,-204,59.082,0.039,98,"37",6,11672,1397,59.689
9,"=","ED SHEERAN","Sing",10436,-76,-95,-195,55.055,-0.607,61,"21",6,10622,2778,57.807
10,"=","NICO & VINZ","Am I Wrong",9795,162,1408,-110,61.431,1.316,68,"7",10,9795,1529,61.431
11,"=","KATY PERRY","Birthday",9101,115,393,0,51.84,0.68,63,"42",11,9101,2209,51.84
12,"=","MKTO","Classic",8061,76,541,-19,44.134,0.54,189,"24",12,8061,733,44.134
13,"=","JASON DERULO","Talk Dirty f/2 Chainz",7423,-91,-1747,276,55.841,-0.672,161,"45/61",1,16827,2775,114.964
14,"=","DISCLOSURE","Latch f/Sam Smith",6971,186,1285,3,48.728,0.728,126,"14",14,6971,1285,48.728
15,"=","MAGIC!","Rude",6575,171,959,13,46.464,1.031,53,"3",15,6575,1301,46.464
16,"+1","SAM SMITH","Stay With Me",5317,118,1225,-137,33.928,0.928,27,"5",16,5317,1606,33.928
17,"-1","PHARRELL WILLIAMS","Happy",5204,-153,-833,-85,28.636,-1.148,141,"10",1,17173,2414,120.293
18,"+1","JASON DERULO","Wiggle f/Snoop Dogg",5088,291,1666,69,23.272,2.023,30,"6",18,5088,1666,23.272
19,"-1","5 SECONDS OF SUMMER","She Looks So Perfect",4704,-150,-722,-119,19.124,-0.597,76,"29",17,5675,1186,24.087
20,"=","NEON TREES","Sleeping With A Friend",4253,-5,50,-85,17.068,-0.028,123,"77",20,4374,507,18.342
21,"+3","ONEREPUBLIC","Love Runs Out",3172,161,909,32,17.401,0.641,37,"23",21,3172,909,17.401
22,"+1","KONGOS","Come With Me Now",3162,114,541,17,11.991,0.3,51,"31",22,3162,628,11.991
23,"-1","ONE DIRECTION","You & I",3107,41,202,-50,11.495,0.062,44,"85",22,3107,850,11.495
24,"-3","NAUGHTY BOY","La La La f/Sam Smith",3038,-443,-2878,-311,17.036,-1.884,147,"57",10,8642,984,45.102
25,"=","SHAKIRA","Empire",2786,-18,220,-129,11.026,0.011,72,"56",25,2804,529,11.37
26,"=","PITBULL","Wild Wild Love f/GRL",2487,-271,-2075,-92,13.258,-1.306,98,"49",13,6576,1068,37.145
27,"=","KATY TIZ","The Big Bang",2461,30,146,12,11.53,0.182,74,"135",25,2461,878,13.692
28,"=","AFROJACK","Ten Feet Tall f/Wrabel",2450,126,627,148,9.952,0.603,70,"157",28,2450,627,9.952
29,"=","PHARRELL WILLIAMS","Come Get It Bae",2410,124,837,-35,10.794,0.341,16,"46",29,2410,993,10.794
30,"=","JENNIFER LOPEZ","First Love",2409,130,811,69,11.715,0.714,21,"153",30,2409,811,11.715
31,"=","LORDE","Tennis Court",2251,43,368,-33,9.769,0.241,40,"117",29,2251,590,9.769
32,"=","M. JACKSON & J. TIMBERLAKE","Love Never Felt So Good",2063,-9,255,-98,8.489,-0.014,35,"39",31,2072,1126,13.019
33,"=","SIA","Chandelier",1969,99,510,60,11.837,0.631,49,"32",33,1969,510,11.837
34,"+1","TREY SONGZ","Na Na",1827,48,360,3,12.508,0.624,65,"66",34,1827,360,12.508
35,"+1","DEMI LOVATO","Really Don't Care f/Cher Lloyd",1821,80,763,-58,8.369,0.456,14,"104",35,1821,821,8.369
36,"+1","AJR","I'm Ready",1664,6,136,0,4.653,0.116,58,"52",31,1664,346,4.653
37,"+1","BECKY G","Shower",1626,90,569,63,7.631,0.387,23,"74",37,1626,569,7.631
38,"+1","TIESTO","Wasted",1455,44,380,-73,10.451,0.405,26,"109",37,1455,486,10.451
39,"-5","TIESTO","Red Lights",1444,-348,-1796,-209,14.169,-1.926,107,"133",15,6068,850,36.436
40,"=","HAIM","Forever",1360,34,234,57,4.941,0.058,47,"--",38,1360,264,4.941
41,"=","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",947,15,233,-43,10.437,0.181,14,"184",41,947,317,10.437
42,"=","RITA ORA","I Will Never Let You Down",947,19,198,-7,2.718,0.125,14,"338",41,947,247,2.718
43,"=","CHRIS BROWN","Loyal f/Lil' Wayne",816,0,20,5,6.227,0.109,72,"149",42,854,230,6.227
44,"+1","CHER LLOYD","Sirens",616,-9,-25,37,1.043,-0.021,19,"379",44,687,171,1.288
45,"+1","CLEAN BANDIT","Rather Be f/Jess Glynne",593,45,95,36,1.678,0.145,10,"174",45,593,95,1.678
46,"-2","CHRISTINA PERRI","Human",575,-52,-474,-16,2.843,-0.256,89,"58",30,1470,226,5.447
47,"+1","CHROMEO","Jealous (I Ain't With It)",427,9,58,-19,1.107,-0.149,7,"355",47,427,92,1.663
48,"-1","AVICII","Addicted To You",409,-18,105,-70,1.334,-0.016,5,"347",47,427,175,1.35
49,"=","IMAGINE DRAGONS","On Top Of The World",371,-13,-27,-23,1.578,-0.134,7,"68",47,421,92,1.999
50,"=","OH HONEY","Be Okay",348,-6,27,-19,0.334,-0.019,6,"--",50,358,51,0.354
