"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+1","DAVID GUETTA Without You f/Usher",12724,104,359,-79,75.549,0.881,83,"10",1,12724,1586,75.549
2,"-1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",12655,-81,-568,-62,80.632,-0.752,142,"15",1,13951,1685,86.013
3,"=","RIHANNA We Found Love f/Calvin Harris",11878,200,1355,-118,82.814,0.732,54,"3",3,11878,2184,82.814
4,"=","ADELE Someone Like You",11277,-210,-1318,-80,72.116,-0.823,103,"8",2,13563,2614,91.686
5,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",10959,-83,-682,76,76.485,-1.553,132,"13",1,14127,1893,93.336
6,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",10847,-161,-706,-215,63.09,-0.586,157,"16",4,11548,1097,70.438
7,"=","LMFAO Sexy And I Know It",10516,68,336,-59,67.316,0.745,83,"4",6,10516,1530,67.316
8,"=","DEV In The Dark",7308,-230,-568,-275,49.316,-0.542,112,"48",8,8037,1224,51.486
9,"+2","BRUNO MARS It Will Rain",7016,199,1035,50,39.39,0.807,46,"6",9,7016,1337,39.39
10,"=","KATY PERRY The One That Got Away",7004,118,847,-60,43.695,0.52,42,"11",10,7004,1631,43.695
11,"-2","FOSTER THE PEOPLE Pumped Up Kicks",6936,-123,-1152,8,40.165,-0.422,127,"12",3,12112,1356,70.246
12,"=","JASON DERULO It Girl",6647,0,-21,-110,29.176,-0.05,92,"29",10,6647,1048,29.284
13,"=","FLO RIDA Good Feeling",6345,164,978,-28,40.703,1.198,54,"9",13,6345,1207,40.703
14,"=","KELLY CLARKSON Mr. Know It All",5721,33,-60,-48,30.198,0.705,75,"34",13,5782,1093,30.198
15,"=","LMFAO Party Rock Anthem",5130,-19,-393,122,34.12,-0.119,191,"20",1,14043,1859,94.193
16,"=","NICKI MINAJ Fly f/Rihanna",4795,3,83,-33,25.331,0.023,61,"41",16,4795,987,25.465
17,"+1","SELENA GOMEZ & THE SCENE Love You Like A...",3845,92,608,-21,18.773,0.505,87,"45",17,3845,636,18.773
18,"+1","T-PAIN 5 O'clock f/Wiz Khalifa",3691,180,887,73,21.239,0.608,41,"14",18,3691,887,21.239
19,"-2","BAD MEETS EVIL Lighters f/Bruno Mars",3646,-132,-839,-95,24.121,-1.137,145,"132",2,11835,1599,78.403
20,"+1","RIHANNA You Da One",3394,283,3394,283,36.963,2.096,7,"7",20,3394,3394,36.963
21,"-1","LADY GAGA You And I",3266,-87,-1427,224,16.649,-0.479,101,"32",7,7824,1553,44.474
22,"+1","GAVIN DEGRAW Not Over You",2794,53,286,-43,13.774,0.169,85,"40",22,2794,532,13.774
23,"-1","BRITNEY SPEARS Criminal",2704,-249,-733,-272,11.591,-1.088,58,"80",19,3422,669,17.372
24,"=","JESSIE J Domino",2537,58,359,-2,13.842,0.33,63,"54",24,2537,381,13.842
25,"+2","DRAKE Headlines",2437,96,554,16,19.6,0.758,33,"22",25,2437,618,19.6
26,"-1","LADY ANTEBELLUM Just A Kiss",2436,2,280,-101,9.882,0.124,58,"44",24,2436,525,9.882
27,"-1","ALEXANDRA STAN Mr. Saxobeat",2324,-83,-790,-39,25.173,-0.182,117,"75",18,4585,673,38.816
28,"=","BREATHE CAROLINA Blackout",1930,40,254,-54,9.425,0.164,85,"96",27,1930,343,9.425
29,"+2","LADY GAGA Marry The Night",1900,222,1248,100,12.985,0.674,9,"244",29,1900,1248,12.985
30,"-1","HOT CHELLE RAE I Like It Like That f/New...",1899,36,283,-30,7.413,0.19,49,"63",29,1899,407,7.413
31,"-1","FRAY Heartbeat",1736,57,301,15,8.151,0.372,22,"88",30,1736,677,8.151
32,"+1","J. COLE Workout",1596,88,508,44,17.178,0.349,25,"30",32,1596,508,17.178
33,"-1","NICKELBACK When We Stand Together",1571,1,-44,-74,5.083,0.022,47,"36",30,1615,457,5.4
34,"=","OUTASIGHT Tonight Is The Night",1442,44,314,-37,6.558,0.241,17,"118",34,1442,500,6.558
35,"=","JAY Z & KANYE WEST N***** In Paris",1342,19,502,-77,7.86,0.033,12,"19",35,1342,581,7.86
36,"+1","ANDY GRAMMER Keep Your Head Up",1235,-54,-548,48,6.23,-0.049,145,"153",21,3215,355,13.959
37,"-1","JENNIFER LOPEZ Papi",1226,-89,-256,-150,4.038,-0.364,41,"272",32,1477,488,6.062
38,"+1","AVRIL LAVIGNE Wish You Were Here",1216,29,416,-85,4.497,0.041,12,"372",38,1216,503,4.497
39,"-1","NICOLE SCHERZINGER Don't Hold Your Breat...",1193,-93,-345,-105,3.786,-0.207,53,"187",29,1562,446,5.007
40,"=","PITBULL F/CHRIS BROWN International Love",1162,18,176,-19,7.58,0.337,15,"104",39,1162,418,7.58
41,"=","BEYONCE Countdown",1159,21,76,-16,3.721,0.056,34,"81",36,1159,255,3.721
42,"=","THE SCRIPT Nothing",801,-37,-584,51,4.583,-0.113,111,"90",18,4360,722,20.667
43,"=","TAIO CRUZ Hangover f/Flo Rida",774,10,70,-47,2.422,0.126,21,"326",43,774,194,2.422
44,"=","WE THE KINGS Say You Like Me",756,-7,13,-74,1.657,0.001,60,"--",42,772,320,1.706
45,"=","THE CAB Bad",655,4,19,-54,1.315,-0.009,31,"522",45,655,106,1.344
46,"=","COLBIE CAILLAT Brighter Than The Sun",618,15,95,12,1.792,0.02,12,"93",46,618,106,1.792
47,"+1","KARMIN Crash Your Party",588,26,229,-5,2.613,0.285,5,"--",47,588,234,2.613
48,"-1","DAUGHTRY Crawling Back To You",560,-3,-11,-28,1.632,0.005,21,"248",46,568,134,1.681
