"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TAYLOR SWIFT","Blank Space",17475,38,-46,-151,114.915,0.542,60,"1",1,18014,3248,118.647
2,"=","NICK JONAS","Jealous",14228,44,185,-183,85.009,1.069,107,"10",2,14461,1846,86.277
3,"=","ARIANA GRANDE & THE WEEKND","Love Me Harder",13264,184,635,46,79.719,0.602,81,"14",3,13264,1751,81.797
4,"+1","SAM SMITH","I'm Not The Only One",12043,129,1224,-187,75.79,0.786,93,"11",4,12065,1806,77.418
5,"-1","MAROON 5","Animals",11940,-90,-1986,119,82.215,-0.265,95,"9",1,17381,3186,114.705
6,"=","CALVIN HARRIS","Blame f/John Newman",11629,-136,-1894,11,73.993,-0.343,110,"59",3,13993,1988,88.09
7,"=","MR PROBZ","Waves",11169,-19,-712,-85,73.748,-0.519,167,"31",5,12307,1264,83.219
8,"=","HOZIER","Take Me To Church",9970,140,942,-107,63.101,0.495,75,"3",8,10051,1600,64.59
9,"+1","MARK RONSON","Uptown Funk f/Bruno Mars",9022,177,1114,-106,57.255,1.262,47,"2",9,9022,2689,57.448
10,"+1","SELENA GOMEZ","The Heart Wants What It Wants",8849,100,481,-122,55.942,0.819,51,"13",10,8927,2058,56.605
11,"-2","ED SHEERAN","Don't",8803,-146,-3026,208,52.931,-0.151,167,"20",2,15646,2073,94.331
12,"=","TOVE LO","Habits (Stay High)",7992,-68,-865,6,55.161,-0.358,187,"26",1,16744,2816,110.186
13,"=","MEGHAN TRAINOR","Lips Are Movin",7827,106,556,0,43.621,1.121,68,"4",13,7842,1423,43.621
14,"=","ALESSO","Heroes",6812,13,-57,-79,41.253,0.606,110,"38",13,7022,896,41.958
15,"=","IGGY AZALEA","Beg For It f/MØ",6764,-35,-432,-4,33.115,-0.244,64,"27",11,7303,2920,38.689
16,"=","TAYLOR SWIFT","Shake It Off",5167,-71,-1219,83,35.615,-0.269,131,"6",1,17531,9016,110.142
17,"+1","JAMES NEWTON HOWARD","The Hanging Tree f/J. Lawrence",4855,106,1360,-253,31.482,0.602,19,"16/71",17,4855,2403,31.79
18,"-1","FALL OUT BOY","Centuries",4853,10,-9,-54,23.3,0.251,101,"7",17,4945,679,23.3
19,"+1","ELLA HENDERSON","Ghost",4159,81,396,-13,18.306,0.45,107,"39",19,4159,827,18.306
20,"-1","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",4125,31,-225,131,27.341,0.016,151,"15",1,15754,4716,94.236
21,"=","JEREMIH","Don't Tell 'Em f/YG",3845,-38,-388,-63,26.283,-0.05,160,"44",5,12620,1458,74.757
22,"+1","ONE DIRECTION","Night Changes",3702,88,183,5,14.561,0.365,42,"25",22,3706,1221,14.561
23,"+1","ED SHEERAN","Thinking Out Loud",3672,162,1458,-63,27.688,0.788,20,"8",23,3672,1634,27.688
24,"-2","NICO & VINZ","In Your Arms",3664,-8,-242,-24,16.077,0.055,94,"85",20,3920,1121,18.903
25,"=","FIFTH HARMONY","Sledgehammer",3522,34,294,-33,14.696,0.226,42,"21",23,3522,800,14.696
26,"=","ONEREPUBLIC","I Lived",3217,46,142,-12,16.865,0.368,43,"86",25,3250,934,17.403
27,"=","LILLYWOOD & ROBIN SCHULZ","Prayer In C",3153,76,621,-10,27.425,0.715,55,"198",26,3153,753,27.425
28,"=","PRINCE ROYCE","Stuck On A Feeling f/Snoop...",2611,57,798,-133,18.974,0.112,23,"243",28,2611,1304,19.753
29,"=","PITBULL","Time Of Our Lives f/Ne-Yo",2571,37,839,-79,13.752,0.12,29,"41",29,2571,918,13.752
30,"=","DAVID GUETTA","Dangerous f/Sam Martin",2511,-7,-512,71,14.869,0.058,82,"115",22,3486,1540,19.376
31,"=","CHARLI XCX","Break The Rules",2289,-20,-246,101,7.174,0.021,87,"142",24,2872,609,10.469
32,"=","I LOVE MAKONNEN","Tuesday f/Drake",1998,24,289,-32,7.798,-0.095,37,"22",32,1998,445,7.939
33,"+1","BIG SEAN","I Don't F**k With You f/E-40",1937,-1,176,-45,9.873,0.093,48,"170",33,1978,340,10.221
34,"+1","MILKY CHANCE","Stolen Dance",1932,9,102,-24,11.402,-0.022,63,"62",32,1959,256,11.849
35,"-2","JASON DERULO","Trumpets",1884,-63,-913,78,12.525,-0.201,124,"19",9,8686,1238,46.628
36,"=","EDEN XO","Too Cool To Dance",1837,-13,-99,-68,6.577,0.016,55,"1236",31,1936,410,6.7
37,"=","HOODIE ALLEN","All About It f/Ed Sheeran",1658,20,213,-23,6.999,0.245,33,"178",37,1663,444,6.999
38,"=","VANCE JOY","Riptide",1637,14,13,-3,8.394,0.095,60,"24",34,1683,214,8.532
39,"=","ARIANA GRANDE","Santa Tell Me",1380,-121,378,-88,8.805,-0.926,27,"95",39,1501,603,9.731
40,"=","CHRIS BROWN","New Flame f/Usher & Rick Ross",1269,-24,-527,58,6.603,-0.049,81,"111",26,2399,357,13.19
41,"+1","5 SECONDS OF SUMMER","What I Like About You",1135,42,351,36,3.643,0.158,17,"408",41,1135,400,3.643
42,"-1","JESSIE J","Burnin' Up f/2 Chainz",1131,-17,-563,147,3.843,-0.256,68,"87",28,2372,516,11.703
43,"=","USHER","I Don't Mind f/Juicy J",968,34,170,29,8.382,0.055,20,"50",43,968,257,8.382
44,"=","THE SCRIPT","Superheroes",759,-12,-106,-25,2.747,-0.03,42,"168",42,865,191,2.945
45,"=","BECKY G","Can't Stop Dancin'",758,-2,31,-41,3.629,0.028,32,"105",45,761,171,3.829
46,"+1","CALVIN HARRIS","Outside f/Ellie Goulding",597,23,160,-30,5.211,0.208,7,"309",46,597,195,5.211
47,"-1","PRIORY","Weekend",588,4,-19,-11,1.73,0.014,28,"--",46,607,156,1.808
48,"=","BEA MILLER","Young Blood",547,-25,-376,27,1.08,-0.052,71,"96",37,1207,232,3.412
49,"=","SHAWN MENDES","Something Big",471,7,-116,80,1.061,0.08,34,"67",45,670,130,1.881
50,"=","SAM SMITH","Have Yourself A Merry...",430,-22,310,-42,2.998,-0.381,2,"810",50,452,352,3.379
