"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","MAROON 5","Animals",17197,"-170",-115,"-320",109.979,"-0.917",73,"15",1,17381,3186,114.705
2,"=","ED SHEERAN","Don't",15517,"-67",45,"-133",92.215,"-1.198",145,"23",2,15646,2073,94.331
3,"=","TAYLOR SWIFT","Blank Space",14695,"+424",2654,"+42",102.155,"+2.162",38,"1",3,14695,3248,102.155
4,"=","CALVIN HARRIS","Blame f/John Newman",13704,"-60",386,"-226",85.245,"-0.667",88,"37",3,13764,1988,85.912
5,"=","TOVE LO","Habits (Stay High)",12461,"-434",-1980,"-149",89.142,"-2.483",165,"31",1,16744,2816,110.186
6,"=","NICK JONAS","Jealous",12332,"+126",930,"-145",68.454,"+0.403",85,"7",6,12332,1846,68.454
7,"=","MR PROBZ","Waves",12153,"+41",157,"-74",81.729,"+0.181",145,"24",5,12153,1264,81.729
8,"=","ARIANA GRANDE & THE WEEKND","Love Me Harder",9516,"+99",578,"-45",65.675,"+0.576",59,"17",8,9516,1751,65.675
9,"+1","SAM SMITH","I'm Not The Only One",8710,"+32",455,"-98",50.893,"+0.308",71,"10",9,8710,1424,50.893
10,"-1","TAYLOR SWIFT","Shake It Off",8681,"-252",-1234,"-70",63.289,"-2.202",109,"9",1,17531,9016,110.142
11,"=","JASON DERULO","Trumpets",7801,"-399",-858,"-466",39.303,"-2.307",102,"32",9,8686,1238,46.628
12,"=","IGGY AZALEA","Beg For It f/MØ",7100,"-8",306,"-85",38.242,"-0.378",42,"20",12,7108,2920,38.689
13,"=","MEGHAN TRAINOR","All About That Bass",6870,"-83",-694,"+47",45.182,"-1.154",150,"13",1,17875,3030,116.17
14,"=","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",6363,"-188",-849,"-26",38.83,"-1.236",129,"25",1,15754,4716,94.236
15,"=","HOZIER","Take Me To Church",6123,"+91",932,"-13",36.527,"+0.687",53,"5",15,6123,1034,36.527
16,"=","ALESSO","Heroes",6033,"+99",384,"+17",34.733,"+0.862",88,"44",16,6033,896,34.733
17,"=","JEREMIH","Don't Tell 'Em f/YG",5696,"-162",-527,"-125",35.148,"-0.961",138,"69",5,12620,1458,74.757
18,"=","SELENA GOMEZ","The Heart Wants What It Wants",5630,"+126",1024,"-70",33.238,"+0.653",29,"8",18,5630,2058,33.238
19,"=","MEGHAN TRAINOR","Lips Are Movin",5505,"+28",371,"-61",28.888,"+0.455",46,"6",18,5505,1423,28.888
20,"=","MARK RONSON","Uptown Funk f/Bruno Mars",4768,"+140",1019,"-9",27.516,"+0.834",25,"4",20,4768,2689,27.516
21,"=","FALL OUT BOY","Centuries",4442,"+2",208,"-104",21.914,"-0.588",79,"19",20,4442,679,22.502
22,"=","NICO & VINZ","In Your Arms",3700,"-26",119,"+11",15.355,"-0.315",72,"118",22,3920,1121,16.487
23,"=","DAVID GUETTA","Dangerous f/Sam Martin",3401,"-16",91,"-43",18.796,"-0.162",60,"33",23,3486,1540,19.376
24,"=","FERGIE","L.A.LOVE (la la)",3127,"-266",-876,"-230",12.325,"-0.965",63,"35",19,4267,1105,18.09
25,"=","CHARLI XCX","Break The Rules",2734,"-68",-138,"-153",9.711,"-0.093",65,"98",25,2872,609,10.469
26,"+2","ELLA HENDERSON","Ghost",2419,"+95",555,"+48",8.772,"+0.249",85,"40",26,2419,555,8.772
27,"=","ONE DIRECTION","Night Changes",2410,"+64",533,"-127",9.345,"+0.048",20,"48",27,2410,1221,9.345
28,"-2","CHRIS BROWN","New Flame f/Usher & Rick Ross",2379,"+19",116,"+0",13.055,"-0.051",59,"93",26,2379,357,13.106
29,"=","JESSIE J","Burnin' Up f/2 Chainz",2274,"+3",78,"-63",10.967,"-0.193",46,"74",28,2274,516,11.703
30,"=","FIFTH HARMONY","Sledgehammer",2229,"+87",502,"+7",8.325,"+0.276",20,"142",30,2229,800,8.325
31,"+1","ONEREPUBLIC","I Lived",2085,"+47",347,"+1",8.923,"+0.113",21,"72",31,2085,934,8.923
32,"-1","GWEN STEFANI","Baby Don't Lie",1861,"-230",-1516,"-9",6.799,"-1.048",46,"129",20,4236,2651,20.798
33,"=","LILLYWOOD & ROBIN SCHULZ","Prayer In C",1587,"+58",309,"+23",13.691,"+0.811",33,"101",33,1587,318,13.691
34,"=","EDEN XO","Too Cool To Dance",1508,"+10",60,"-5",5.401,"+0.044",33,"1093",33,1508,410,5.647
35,"+1","BIG SEAN","I Don't F**k With You f/E-40",1402,"+11",142,"-32",8.397,"+0.089",26,"209",35,1402,340,8.397
36,"-1","MILKY CHANCE","Stolen Dance",1402,"-10",-35,"-56",6.959,"+0.212",41,"42",33,1446,235,6.959
37,"=","VANCE JOY","Riptide",1353,"-3",61,"-35",7.346,"-0.127",38,"29",36,1356,214,7.473
38,"=","I LOVE MAKONNEN","Tuesday f/Drake",1147,"+35",240,"-13",4.451,"+0.009",15,"18",38,1147,445,4.451
39,"+1","BEA MILLER","Young Blood",1070,"-17",-137,"-33",2.974,"-0.112",49,"265",37,1207,232,3.412
40,"-1","TREY SONGZ","Touchin, Lovin f/Nicki Minaj",1061,"-27",-96,"-47",5.36,"-0.086",51,"111",37,1157,227,6
41,"=","BEBE REXHA","Can't Stop Drinking About You",782,"-81",-430,"-4",3.562,"-0.272",105,"286",29,1929,292,6.05
42,"+1","PITBULL","Time Of Our Lives f/Ne-Yo",781,"+75",371,"+52",5.725,"+0.357",7,"132",42,781,371,5.725
