"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",13532,12,308,-62,86.193,-0.095,68,"6",1,13532,2321,86.288
2,"=","ADELE Set Fire To The Rain",12451,-121,-797,-10,84.174,-0.996,112,"11",1,13928,2301,91.812
3,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",11879,33,23,-48,76.435,0.432,96,"17",3,11904,1674,76.435
4,"+1","GYM CLASS HEROES Ass Back Home",9671,92,541,-64,59.725,0.289,113,"21",4,9671,1379,59.725
5,"+1","WANTED Glad You Came",9630,106,825,-76,60.046,0.51,68,"2",5,9630,1330,60.046
6,"-2","JESSIE J Domino",9591,-256,-1566,-87,54.339,-1.405,182,"27",2,12024,1524,67.403
7,"=","PITBULL F/CHRIS BROWN International Love",8650,-115,-474,-110,55.164,-0.854,134,"23",5,9155,1086,56.845
8,"=","KATY PERRY Part Of Me",8227,156,861,35,51.01,0.85,32,"9",8,8227,3625,51.01
9,"=","FLO RIDA Good Feeling",7850,-183,-959,-60,50.958,-0.864,173,"29",1,13154,1657,85.747
10,"+1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",7098,-7,74,-90,43.453,-0.368,113,"13",10,7163,1174,44.096
11,"-1","RIHANNA We Found Love f/Calvin Harris",7011,-127,-758,41,49.626,-0.751,173,"41",1,14238,2184,95.593
12,"=","DRAKE Take Care f/Rihanna",6447,80,496,-12,47.923,0.287,69,"14",12,6447,1220,47.923
13,"=","CALVIN HARRIS Feel So Close",5817,70,981,-120,39.395,0.416,36,"12",13,5817,1329,39.395
14,"=","OUTASIGHT Tonight Is The Night",5738,36,159,-15,30.411,-0.073,136,"39",13,5738,572,30.484
15,"=","BRUNO MARS It Will Rain",5382,-87,-661,-25,30.606,0.157,165,"65",1,13635,2024,86.477
16,"+2","FUN. We Are Young f/Janelle Monae",5233,373,2057,120,39.263,2.2,23,"1",16,5233,2057,39.263
