"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY","Roar",13514,"+397",2706,"+4",99.844,"+2.856",33,"2",1,13514,6098,99.844
2,"+2","CAPITAL CITIES","Safe And Sound",12877,"+150",1181,"+40",84.098,"+0.485",145,"14",2,12877,1181,84.098
3,"-1","ZEDD","Clarity f/Foxes",12749,"-295",-885,"-252",83.271,"-2.234",180,"22",2,14188,1183,92.157
4,"-1","ROBIN THICKE","Blurred Lines f/P...",12604,"-361",-1535,"-220",81.269,"-2.467",127,"10",1,16771,2544,113.5
5,"=","LANA DEL REY","Summertime Sadnes...",11451,"+92",1139,"-16",76.754,"+0.746",72,"13/29",5,11451,1923,76.754
6,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",11041,"-36",12,"+54",68.024,"-0.467",112,"20",5,11178,1815,71.324
7,"+1","CALVIN HARRIS F/E...","I Need Your Love",10697,"-12",-119,"+19",64.737,"-1.332",161,"57",5,10846,1386,72.137
8,"-1","MAROON 5","Love Somebody",10220,"-547",-2616,"-354",66.734,"-2.340",121,"58",2,13931,1278,87.913
9,"=","AVICII","Wake Me Up",9225,"+202",1372,"+3",64.756,"+1.647",48,"4",9,9225,2103,64.756
10,"=","MILEY CYRUS","We Can't Stop",8339,"-276",-887,"-203",47.127,"-1.653",100,"9",9,9405,1276,55.184
11,"+1","JAY Z","Holy Grail f/Just...",8252,"+142",1219,"+33",52.957,"+1.068",71,"8",11,8252,2095,52.957
12,"-1","IMAGINE DRAGONS","Radioactive",8221,"-207",-1207,"-59",55.119,"-1.943",153,"17",2,14606,2069,92.777
13,"=","LADY GAGA","Applause",7401,"+261",1352,"+212",46.949,"+1.956",32,"5",13,7401,3922,46.949
14,"=","LORDE","Royals",7219,"+197",2070,"-141",51.597,"+2.159",32,"3",14,7219,2237,51.597
15,"=","BRUNO MARS","Treasure",5479,"-210",-1127,"-53",31.635,"-0.607",125,"48",5,11434,2114,69.467
16,"+1","DRAKE","Hold On We're Goi...",5214,"+206",1610,"+47",32.031,"+1.257",33,"6",16,5214,1610,32.031
17,"-1","ONE DIRECTION","Best Song Ever",5182,"-11",64,"-25",24.511,"-0.135",55,"25",16,5307,1660,25.473
18,"=","PARAMORE","Still Into You",4952,"+65",558,"+8",29.785,"+0.501",127,"24",18,4952,711,29.785
19,"+1","DAFT PUNK","Get Lucky",4535,"-151",-892,"-78",34.238,"-0.990",144,"34",2,14968,2173,99.686
20,"+2","PHILLIP PHILLIPS","Gone, Gone, Gone",4407,"+18",159,"+62",22.914,"-0.205",108,"41",19,4407,462,24.14
21,"=","TAYLOR SWIFT","Everything Has .....",4398,"-16",235,"-105",22.688,"-0.081",61,"39",20,4414,990,23.162
22,"-3","JUSTIN TIMBERLAKE","Take Back The Nig...",4312,"-394",-1940,"-271",23.269,"-2.114",63,"78",13,6823,3722,40.113
23,"=","JASON DERULO","The Other Side",3765,"-111",-676,"+81",27.464,"-0.510",147,"122",5,11323,2399,66.105
24,"=","ENRIQUE IGLESIAS","Turn The Night Up",3613,"-156",-340,"-105",15.225,"-1.075",53,"90",21,4111,2260,24.628
25,"=","ROBIN THICKE","Give It 2 U f/Ken...",3464,"+212",1251,"+123",22.003,"+1.286",40,"28",25,3464,1251,22.003
26,"=","SELENA GOMEZ","Slow Down",3390,"+168",1087,"+17",20.272,"+0.778",26,"53",26,3390,1087,20.272
27,"=","BONNIE MCKEE","American Girl",3120,"+6",107,"-3",14.162,"-0.268",68,"92",25,3120,740,15.059
28,"=","EMINEM","Berzerk",2999,"+142",1019,"+20",16.936,"+0.558",17,"7/86",28,2999,1757,16.936
29,"=","AWOLNATION","Sail",2750,"-18",234,"-46",12.229,"-0.019",113,"16",27,2768,299,12.248
30,"=","TEGAN & SARA","Closer",2479,"+91",541,"+11",12.056,"+0.214",89,"218",30,2479,541,12.056
31,"=","PINK","True Love f/Lily ...",2273,"+34",104,"+61",10.694,"+0.137",54,"79",28,2273,503,10.728
32,"=","NEIGHBOURHOOD","Sweater Weather",1805,"+29",239,"+27",6.486,"+0.129",76,"62",32,1805,262,6.486
33,"=","KREWELLA","Live For The Nigh...",1716,"+12",189,"-8",7.187,"+0.086",53,"274",33,1716,288,7.187
34,"=","FIFTH HARMONY","Miss Movin' On",1640,"+11",130,"+5",6.848,"+0.027",66,"135",34,1660,324,6.969
35,"=","CODY SIMPSON","Pretty Brown Eyes",1492,"-10",26,"-16",4.375,"+0.024",63,"201",34,1526,328,4.43
36,"=","ARMIN VAN BUUREN","This Is What It F...",1333,"+29",173,"+6",11.095,"+0.375",50,"138",36,1333,225,11.095
37,"+1","BRUNO MARS","Gorilla",1173,"+273",986,"+228",8.611,"+1.410",4,"56",37,1173,986,8.611
38,"-1","FLO RIDA","Can't Believe It ...",1157,"-13",-4,"-16",4.631,"-0.098",40,"123",37,1206,479,5.365
39,"+1","J. COLE","Crooked Smile f/T...",796,"+38",213,"+18",2.79,"+0.133",25,"131",39,796,213,2.79
40,"+7","MILEY CYRUS","Wrecking Ball",784,"+195",661,"+170",9.063,"+1.966",2,"1/66",40,784,661,9.063
41,"=","ICONA POP","All Night",746,"+13",175,"-5",2.671,"+0.046",26,"--",41,746,180,2.671
42,"=","FALL OUT BOY","Alone Together",745,"+31",156,"+2",3.189,"+0.320",25,"--",42,745,170,3.189
43,"=","DAFT PUNK","Lose Yourself To ...",724,"+11",90,"-26",2.151,"+0.003",16,"392",41,724,249,2.197
44,"-5","LABRINTH","Beneath Your Beau...",684,"-86",-736,"+47",2.831,"-0.190",119,"68",25,2799,485,13.99
45,"+1","IMAGINE DRAGONS","Demons",637,"+38",256,"+2",4.063,"+0.345",12,"38",45,637,256,4.063
46,"-2","DEMI LOVATO","Made In The USA",631,"-55",-222,"-25",2.3,"-0.223",51,"125",39,1032,271,4.421
47,"-2","MIKA","Popular Song f/Ar...",608,"+4",31,"-11",1.399,"+0.051",26,"269",41,610,210,1.399
