"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5","One More Night",14064,"-22",191,"-69",102.552,"+0.070",98,"6",1,14086,1593,102.552
2,"=","TAYLOR SWIFT","We Are Never Ever Ge...",12541,"+59",564,"-28",80.229,"+0.191",71,"15",2,12541,4592,80.229
3,"=","JUSTIN BIEBER","As Long As You Love ...",12433,"-20",52,"-119",84.077,"+0.849",111,"22",2,12511,1300,84.077
4,"=","FUN.","Some Nights",11659,"+74",473,"+58",76.108,"+0.340",136,"11",4,11659,1295,76.108
5,"=","ALEX CLARE","Too Close",10290,"+60",603,"-91",67.198,"+0.596",148,"18",5,10290,1328,67.198
6,"=","OWL CITY & CARLY RAE...","Good Time",9452,"-163",-990,"-122",60.395,"-1.778",120,"33",4,10627,1961,71.832
7,"=","PINK","Blow Me (One Last Ki...",9371,"-74",-1356,"+156",67.118,"-1.402",112,"62",1,12762,2737,90.315
8,"=","CHRIS BROWN","Don't Wake Me Up",8616,"+100",634,"-86",63.211,"+1.244",129,"27",8,8616,1062,63.211
9,"=","KE$HA","Die Young",7738,"+140",1118,"-26",54.553,"+0.615",29,"4",9,7738,3842,54.553
10,"=","NEON TREES","Everybody Talks",7240,"-152",-1181,"+21",41.936,"-0.615",198,"49",3,10891,1632,66.269
11,"=","PSY","Gangnam Style",7101,"+50",249,"-50",53.764,"-0.269",45,"1",10,7101,1695,54.07
12,"=","NE-YO","Let Me Love You",6781,"+77",608,"-81",58.559,"+0.615",76,"17",12,6781,850,58.559
13,"+1","RIHANNA","Diamonds",6365,"+135",944,"-26",43.918,"+0.898",28,"7",13,6365,2812,43.918
14,"-1","ENRIQUE IGLESIAS","Finally Found You f/...",6350,"+35",440,"-27",39.86,"+0.258",56,"46",13,6350,1803,39.86
15,"=","BRUNO MARS","Locked Out Of Heaven",5372,"+89",849,"-198",36.851,"+0.685",23,"2",15,5372,2790,36.851
16,"=","FLO RIDA","Whistle",5083,"-111",-1119,"+205",31.331,"-0.840",141,"39",1,12179,1412,76.089
17,"=","ONE DIRECTION","Live While We're You...",4932,"+11",188,"-32",25.845,"-0.071",34,"35",16,4932,2151,26.785
18,"=","TRAIN","50 Ways To Say Goodb...",4707,"-11",223,"-103",27.617,"+0.307",81,"19",17,4718,717,27.617
19,"=","CHRISTINA AGUILERA","Your Body",3811,"-17",4,"-35",21.775,"-0.114",40,"51",19,3828,2059,22.991
20,"=","USHER","Numb",3530,"-26",-68,"-66",20.146,"+0.097",52,"77",20,3602,1028,20.541
21,"=","DAVID GUETTA","I Can Only Imagine f...",3365,"-74",-395,"-58",21.042,"-0.825",87,"82",19,3797,589,24.197
22,"=","FLO RIDA","I Cry",3352,"+116",984,"+0",24.451,"+0.511",39,"12",22,3352,984,24.451
23,"=","PHILLIP PHILLIPS","Home",3076,"+63",353,"+19",22.224,"+0.577",105,"14",23,3076,420,22.224
24,"=","ONEREPUBLIC","Feel Again",2665,"+45",154,"-17",13.122,"+0.366",48,"50",24,2665,813,13.122
25,"=","NICKI MINAJ","Pound The Alarm",2132,"-135",-1323,"+156",13.382,"-1.110",100,"91",11,6583,1036,45.522
26,"+1","ED SHEERAN","The A Team",2128,"+8",163,"-42",18.179,"+0.095",66,"40",26,2128,276,18.179
27,"-1","LINKIN PARK","Burn It Down",2003,"-126",-645,"-115",8.974,"-0.564",140,"111",23,2714,475,12.585
28,"=","TREY SONGZ","2 Reasons f/T.I.",1861,"+5",75,"-20",9.56,"+0.117",66,"117",28,1861,243,10.331
29,"=","RITA ORA","R.I.P. f/Tinie Tempa...",1691,"+20",113,"+10",7.029,"+0.093",52,"121",29,1691,352,7.029
30,"+2","LUMINEERS","Ho Hey",1330,"+70",464,"-1",8.483,"+0.378",38,"23",30,1330,465,8.483
31,"-1","THE SCRIPT","Hall Of Fame f/will....",1319,"+27",141,"+12",5.393,"+0.113",38,"58",30,1319,468,5.393
32,"-1","BRIDGIT MENDLER","Ready Or Not",1300,"+9",147,"-38",7.664,"+0.224",51,"90",30,1300,232,7.664
33,"=","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",1260,"+36",337,"-9",8.904,"+0.362",45,"81",33,1260,346,8.904
34,"=","ELLIE GOULDING","Anything Could Happe...",1241,"+39",175,"+11",7.443,"+0.170",31,"63",34,1241,407,7.443
35,"+1","PITBULL","Don't Stop The Party",1124,"+45",369,"-17",7.49,"+0.404",17,"208",35,1124,393,7.49
36,"+1","CHRIS WALLACE","Remember When (Push ...",1089,"+18",40,"+22",3.344,"+0.087",73,"372",34,1089,122,3.344
37,"+1","CHER LLOYD","Oath f/Becky G",1079,"+43",307,"-12",5.798,"+0.199",17,"148",37,1079,343,5.798
38,"-3","KARMIN","Hello",1067,"-55",-1016,"+235",4.981,"-0.387",78,"131",16,4491,1012,25.698
39,"=","ADELE","Skyfall",998,"+7",111,"-61",3.96,"+0.064",19,"21",34,1211,1151,12.23
40,"+1","MEGAN & LIZ","Bad For Me",902,"+24",97,"+9",2.942,"+0.028",45,"376",37,902,313,3.348
41,"-1","IMAGINE DRAGONS","It's Time",900,"+8",126,"-21",4.048,"-0.005",31,"37",40,900,230,4.053
