"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL","Timber f/Ke$ha",16901,"+16",722,"-174",117.778,"+0.312",97,"2",1,16901,2001,117.778
2,"=","ONEREPUBLIC","Counting Stars",16168,"-118",-243,"-277",111.227,"-0.687",99,"4",1,16524,2609,113.696
3,"=","EMINEM","The Monster f/Rih...",15703,"-149",-601,"-114",109.977,"-1.650",82,"10/49",1,16414,2904,117.022
4,"=","ELLIE GOULDING","Burn",11978,"+240",1548,"+122",83.877,"+1.337",105,"13",4,11978,1574,83.877
5,"+1","KATY PERRY","Dark Horse",10108,"+172",2098,"-193",71.002,"+0.968",58,"1",5,10108,2297,71.002
6,"-1","ZEDD","Stay The Night f/...",10083,"+37",163,"-28",63.989,"+0.441",112,"43",5,10083,1238,64.445
7,"=","LADY GAGA","Do What U Want f/...",9961,"+30",250,"+66",57.305,"-0.787",82,"34",7,9961,1408,60.79
8,"=","ONE DIRECTION","Story Of My Life",9915,"+127",730,"+26",68.574,"+1.400",81,"11",8,9915,1292,68.574
9,"=","IMAGINE DRAGONS","Demons",9388,"-168",-2201,"+153",59.5,"-1.466",140,"14",1,14595,1982,96.313
10,"=","PASSENGER","Let Her Go",9313,"+10",434,"-62",56.893,"+0.714",112,"9",9,9313,1223,56.893
11,"=","LORDE","Team",8057,"+75",928,"-15",55.74,"+0.628",57,"7",11,8057,1348,55.74
12,"=","A GREAT BIG WORLD","Say Something w/C...",7901,"+73",999,"-71",52.597,"+0.555",58,"3/66",12,7901,1506,52.597
13,"=","AVICII","Wake Me Up",7707,"-82",-1043,"+88",60.427,"-0.338",176,"19",1,17010,2103,116.977
14,"=","NEIGHBOURHOOD","Sweater Weather",7529,"-89",-592,"-22",42.765,"-0.579",204,"25",7,8300,869,45.648
15,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",7184,"-34",73,"-53",38.064,"-0.387",127,"24",12,7258,764,39.457
16,"=","BASTILLE","Pompeii",6369,"+154",842,"+151",38.946,"+0.536",72,"8",16,6369,1030,38.946
17,"=","JOHN NEWMAN","Love Me Again",5044,"+133",697,"+78",27.938,"+1.058",107,"27",17,5044,697,27.938
18,"=","BEYONCE","XO",4756,"+115",662,"+12",28.548,"+0.333",30,"52",18,4756,1464,28.548
19,"=","BRUNO MARS","Young Girls",4629,"+92",938,"+43",26.043,"+0.540",37,"108",19,4629,938,26.043
20,"=","MILEY CYRUS","Wrecking Ball",4218,"-191",-1513,"+46",25.874,"-1.249",130,"32",1,15459,2954,107.57
21,"=","MILEY CYRUS","Adore You",3697,"+172",1424,"-43",17.86,"+0.807",24,"22",21,3697,1542,17.86
22,"=","ZENDAYA","Replay",3467,"+53",261,"+1",11.996,"+0.451",94,"36",21,3467,472,12.61
23,"=","SARA BAREILLES","Brave",3003,"-15",71,"-36",16.877,"-0.287",140,"31",22,3095,380,19.453
24,"=","DEMI LOVATO","Neon Lights",2954,"+60",483,"-1",19.42,"+0.256",52,"71",24,2954,515,19.42
25,"=","CALVIN HARRIS","Thinking About Yo...",2837,"+52",332,"-38",18.338,"+0.322",79,"165",23,2837,605,18.338
26,"+1","CASH CASH","Take Me Home f/Be...",2720,"+218",735,"+118",17.483,"+1.608",63,"105",26,2720,836,17.483
27,"-1","JASON DERULO","Talk Dirty f/2 Ch...",2713,"+174",1237,"+0",19.767,"+1.500",21,"6",26,2713,1237,19.767
28,"=","FLO RIDA","How I Feel",2502,"+8",-201,"-9",10.107,"-0.022",72,"74",23,2794,547,12.521
