"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","EMINEM","The Monster f/Rih...",15823,"+54",1217,"-401",113.623,"+0.229",48,"4/36",1,15823,2904,113.623
2,"=","ONEREPUBLIC","Counting Stars",14940,"+244",1769,"+9",104.623,"+1.350",65,"3",2,14940,2609,104.623
3,"=","IMAGINE DRAGONS","Demons",14429,"+36",128,"+26",95.65,"+0.162",106,"8",1,14595,1982,96.313
4,"=","PITBULL","Timber f/Ke$ha",12391,"+247",1859,"+37",83.467,"+2.128",63,"1",4,12391,1859,83.467
5,"=","AVICII","Wake Me Up",11301,"-165",-847,"-60",87.11,"-1.736",142,"13",1,17010,2103,116.977
6,"=","MILEY CYRUS","Wrecking Ball",9744,"-196",-1856,"+55",60.666,"-1.223",96,"17",1,15459,2954,107.57
7,"=","ZEDD","Stay The Night f/...",8868,"+60",276,"-26",62.002,"+0.743",78,"32",7,8868,1238,62.002
8,"=","LORDE","Royals",8495,"-31",-1659,"+259",56.34,"-0.626",126,"7",1,16495,2817,112.509
9,"=","KATY PERRY","Unconditionally",8345,"-104",-628,"-116",42.925,"-1.822",58,"21",8,8987,3384,51.293
10,"=","LADY GAGA","Do What U Want f/...",7663,"+95",729,"+70",47.032,"+0.371",48,"20",10,7663,1408,47.032
11,"=","NEIGHBOURHOOD","Sweater Weather",7372,"+57",323,"-7",40.03,"+0.382",170,"14",11,7372,869,40.03
12,"=","DRAKE","Hold On We're Goi...",6947,"-142",-1601,"+335",42.754,"-1.311",127,"28",4,11961,1610,74.25
13,"+1","ELLIE GOULDING","Burn",6887,"+191",1381,"-17",53.541,"+1.099",71,"9",13,6887,1500,53.541
14,"-1","PASSENGER","Let Her Go",6872,"+162",1027,"+83",39.282,"+0.867",78,"5",13,6872,1223,39.282
15,"=","ONE DIRECTION","Story Of My Life",6736,"+91",888,"-22",39.082,"+0.837",47,"6",13,6736,1292,39.082
16,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",6033,"+92",429,"-63",35.894,"+0.538",93,"16",16,6033,764,35.894
17,"=","LADY GAGA","Applause",5553,"-133",-1345,"-38",44.275,"-0.704",126,"33",4,12273,3922,81.876
18,"+1","JASON DERULO","Marry Me",5318,"-197",-729,"-195",25.69,"-1.148",93,"10",14,6157,856,31.947
19,"-1","SELENA GOMEZ","Slow Down",5260,"-392",-3081,"-140",28.734,"-1.753",120,"69",7,9868,1167,57.795
20,"=","KATY PERRY","Roar",5054,"-47",-773,"+95",35.942,"-0.626",127,"15",1,17176,6098,117.145
21,"=","JUSTIN TIMBERLAKE","TKO",4103,"-68",-1299,"+186",17.952,"-0.697",83,"105",11,6739,1724,32.813
22,"=","A GREAT BIG WORLD","Say Something w/C...",3944,"+154",1250,"-88",24.349,"+0.767",24,"2/44",22,3944,1506,24.349
23,"=","LORDE","Team",3830,"+235",1264,"+97",27.031,"+1.824",23,"19",23,3830,1264,27.031
24,"=","BRITNEY SPEARS","Perfume",3504,"-10",297,"-138",16.91,"-0.026",37,"92",22,3514,896,17.467
25,"+1","FALL OUT BOY","Alone Together",3228,"+46",131,"-117",16.924,"+0.604",119,"68",22,3240,471,16.924
26,"-1","JOHN NEWMAN","Love Me Again",3213,"-17",315,"-113",15.501,"+0.062",73,"55",24,3230,570,15.501
27,"+1","BASTILLE","Pompeii",3157,"+218",771,"+164",20.679,"+1.380",38,"18",27,3157,771,20.679
28,"-1","ZENDAYA","Replay",3090,"+92",401,"+26",12.036,"+0.361",60,"52",25,3090,463,12.036
29,"=","SARA BAREILLES","Brave",2925,"+34",286,"+3",17.679,"+0.338",106,"31",24,2925,380,17.679
30,"=","FLO RIDA","How I Feel",2091,"+8",273,"-88",9.829,"-0.035",38,"86",30,2091,439,9.864
31,"=","CALVIN HARRIS","Thinking About Yo...",1990,"+55",178,"-28",12.717,"+0.360",45,"189",31,1990,277,12.717
32,"+1","KATY PERRY","Dark Horse",1603,"+130",704,"+90",15.682,"+1.541",24,"12",32,1603,704,15.682
33,"-1","ENRIQUE IGLESIAS","Heart Attack",1508,"-49",-539,"+27",6.977,"-0.253",71,"58",23,2696,649,13.314
34,"=","NEW POLITICS","Harlem",1473,"+3",-100,"-88",5.764,"+0.081",102,"164",33,1573,285,5.948
35,"=","ROBIN THICKE","Feel Good",1323,"+20",159,"-6",5.085,"-0.094",29,"--",35,1323,544,5.179
36,"=","LUPE FIASCO","Old School Love f...",1285,"+13",124,"-16",5.334,"-0.049",29,"129",34,1285,284,6.015
37,"+1","DEMI LOVATO","Neon Lights",1230,"+53",310,"-5",8.967,"+0.115",18,"173",37,1230,367,8.967
38,"-1","CHRIS WALLACE","Keep Me Crazy",1191,"+8",45,"+0",2.973,"-0.044",103,"--",37,1196,133,3.11
39,"=","ARIANA GRANDE","Right There f/Big...",1023,"-39",-95,"-72",3.107,"-0.286",44,"151",36,1171,258,5.513
40,"=","AVICII","Hey Brother",1003,"+23",388,"+20",7.649,"+0.519",11,"54",40,1003,388,7.649
