"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",13978,"-104",-521,"-35",84.798,"-1.866",88,"9",1,14935,2322,96.531
2,"=","BRITNEY SPEARS I Wanna Go",12506,"+131",739,"+37",81.522,"+0.796",71,"17",2,12506,1768,81.522
3,"=","LMFAO Party Rock Anthem",12255,"-101",-669,"+1",82.896,"-0.704",105,"6",1,14043,1859,94.193
4,"=","NICKI MINAJ Super Bass",11968,"+80",538,"+40",69.808,"+0.200",105,"15",4,11968,1188,69.943
5,"=","HOT CHELLE RAE Tonight Tonight",10019,"-17",310,"-71",54.593,"+0.081",105,"10",5,10036,838,54.593
6,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",9507,"+149",1129,"-3",58.838,"+0.394",59,"7/85",6,9507,1599,58.838
7,"-1","ONEREPUBLIC Good Life",9504,"-25",24,"-29",57.355,"+0.197",105,"8",6,9571,978,57.355
8,"=","PITBULL Give Me Everything f/Ne-Yo",9196,"-159",-1429,"-14",64.492,"-0.804",105,"21",1,14233,1811,95.596
9,"=","LIL WAYNE How To Love",7999,"-13",124,"-42",43.361,"-0.427",80,"11",9,8047,1328,45.275
10,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",6947,"+172",1508,"-72",40.971,"+0.991",46,"1",10,6947,1684,40.971
11,"=","LADY GAGA The Edge Of Glory",6152,"-111",-972,"+143",36.688,"-0.419",105,"36",3,11672,2193,68.045
12,"=","THE BAND PERRY If I Die Young",6039,"+12",53,"-24",32.397,"+0.125",105,"14",11,6052,768,32.397
13,"+1","FOSTER THE PEOPLE Pumped Up Kicks",5666,"+158",1167,"-4",32.535,"+1.052",41,"2",13,5666,1302,32.535
14,"+1","RIHANNA Cheers (Drink To That)",5659,"+168",1167,"+19",33.249,"+0.785",27,"5",14,5659,1594,33.249
15,"-2","COBRA STARSHIP You Make Me Feel... f/Sab...",5636,"+122",699,"-1",31.143,"+0.490",71,"12",13,5636,1017,31.143
