"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","ELLIE GOULDING","Love Me Like You Do",17191,-186,-951,-41,108.376,-1.35,116,"18",1,18696,2216,120.696
2,"=","THE WEEKND","Earned It",17051,71,692,-37,102.066,-0.038,77,"9",2,17051,2820,102.104
3,"=","NATALIE LA ROSE","Somebody f/Jeremih",14937,-181,-767,-114,82.069,-0.826,122,"26",3,15912,2141,87.237
4,"=","JASON DERULO","Want To Want Me",13355,108,970,-27,77.821,0.543,58,"4",4,13355,4301,77.821
5,"=","MAROON 5","Sugar",12416,-277,-3147,214,85.581,-1.249,115,"21/70",1,18530,2244,117.81
6,"+2","WIZ KHALIFA","See You Again f/Charlie Puth",12284,496,3291,90,88.937,3.372,33,"1/66",6,12284,3607,88.937
7,"=","WALK THE MOON","Shut Up And Dance",12113,251,1702,56,77.331,1.935,81,"2",7,12113,2103,77.331
8,"-2","ARIANA GRANDE","One Last Time",12016,-79,205,-136,71.885,-0.49,88,"38",6,12152,2135,76.95
9,"=","NICK JONAS","Chains",11554,55,950,-261,63.381,0.802,115,"27",8,11554,1317,63.381
10,"=","FLO RIDA","GDFR f/Sage The Gemini",11288,-7,106,-28,59.115,-0.482,117,"19",7,11307,1433,61.931
11,"=","TAYLOR SWIFT","Style",10015,-118,-1364,167,68.394,-0.908,121,"36",1,18488,3111,115.714
12,"=","TOVE LO","Talking Body",7910,50,720,-76,46.779,0.444,111,"15",12,7910,1043,46.779
13,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",6724,114,1058,-11,42.405,1.286,59,"8",13,6724,1069,42.405
14,"+1","DJ SNAKE & ALUNAGEORGE","You Know You Like It",6280,223,1383,61,33.772,1.128,60,"24",14,6280,1383,33.772
15,"-1","ZEDD","I Want You To Know f/S. Gomez",5848,-482,-2736,-379,30.382,-3.171,72,"83",11,9109,3786,52.698
16,"=","MEGHAN TRAINOR","Dear Future Husband",5719,52,365,3,27.025,0.278,47,"12",16,5719,1246,27.045
17,"=","ECHOSMITH","Bright",4663,27,161,-36,20.538,0.125,93,"34",17,4665,965,20.538
18,"=","FIFTH HARMONY","Worth It f/Kid Ink",4626,26,591,-142,21.502,0.241,63,"17",18,4626,892,21.502
19,"=","SAM SMITH","Lay Me Down",3943,-350,-944,-401,17.387,-1.789,85,"39/71",18,4887,1008,24.788
