"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","JUSTIN BIEBER","Sorry",19158,"+338",1574,"+307",124.926,"+2.122",58,3,1,19158,3902,124.926
2,"=","ADELE","Hello",18689,"+77",-243,"+263",122.52,"+0.709",57,1,1,19167,4705,124.831
3,"=","SELENA GOMEZ","Same Old Love",17535,"+340",1459,"+314",106.295,"+2.305",95,7,3,17535,1774,106.295
4,"=","ALESSIA CARA","Here",14786,"+404",1455,"+504",93.805,"+1.321",153,18,4,14786,1455,93.805
5,"=","ELLIE GOULDING","On My Mind",13987,"+231",496,"+345",79.813,"+0.482",93,30,4,13987,3457,82.642
6,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",12939,"+274",969,"+249",79.101,"+1.749",173,13,6,12939,1275,79.101
7,"+2","THE WEEKND","In The Night",10606,"+225",1314,"+97",64.622,"+0.897",37,10,7,10606,3011,64.622
8,"=","SHAWN MENDES","Stitches",10596,"-22",-1249,"+385",75.39,"-0.264",211,25,1,17999,2130,108.715
9,"-2","DRAKE","Hotline Bling",10530,"-233",-2479,"+183",63.404,"-1.205",96,6,2,16016,2377,99.499
10,"=","DEMI LOVATO","Confident",8740,"+105",374,"+126",46.834,"+0.372",79,33,10,8740,1761,46.834
11,"+1","ONE DIRECTION","Perfect",8143,"+221",753,"+230",39.915,"+0.672",62,20,11,8143,1211,39.915
12,"-1","TAYLOR SWIFT","Wildest Dreams",7950,"-30",-1473,"+302",54.593,"-0.262",114,38,1,18848,3531,112.715
13,"=","ELLE KING","Ex's and Oh's",7603,"-187",-2394,"+311",46.242,"-0.943",127,22,7,12070,1468,71.394
14,"=","THE CHAINSMOKERS","Roses f/Rozes",7482,"+241",1275,"+84",40.313,"+1.407",83,11,14,7482,1619,40.313
15,"=","DAYA","Hide Away",7390,"+203",694,"+187",38.524,"+1.112",125,21,14,7390,851,38.524
16,"=","JUSTIN BIEBER","What Do You Mean?",6377,"-19",-897,"+238",54.448,"+0.281",113,14,1,18691,5900,114.523
17,"=","THE WEEKND","The Hills",6339,"+91",-699,"+426",49.39,"-0.023",139,26,2,17451,2705,105.256
18,"=","TWENTY ONE PILOTS","Stressed Out",6115,"+257",1623,"+74",34.922,"+1.626",34,5,18,6115,1623,34.922
19,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",5543,"+180",1336,"+52",27.951,"+0.780",25,37,19,5543,1989,27.951
20,"+1","JUSTIN BIEBER","Love Yourself",5010,"+474",2715,"+216",35.174,"+2.610",15,2,20,5010,2715,35.174
21,"-1","GWEN STEFANI","Used To Love You",4999,"+70",531,"+6",21.608,"+0.221",51,49,19,4999,1038,21.608
22,"=","DNCE","Cake By The Ocean",4353,"+31",490,"-50",18.079,"+0.051",80,23,22,4353,613,18.079
23,"+1","FALL OUT BOY","Irresistible f/Demi Lovato",3726,"+117",428,"+138",16.657,"+0.403",52,149,23,3726,560,16.657
24,"-1","ARIANA GRANDE","Focus",3501,"-355",-3463,"+30",12.137,"-1.533",50,53,13,8129,5117,41.927
25,"=","CHARLIE PUTH","One Call Away",3412,"+37",597,"-41",15.238,"+0.114",40,36,25,3412,819,15.238
26,"=","ONE DIRECTION","Drag Me Down",3132,"+2",-391,"+181",22.075,"-0.221",141,47,5,10402,3358,53.211
27,"=","HALSEY","New Americana",2982,"+99",470,"+118",9.257,"+0.100",83,82,27,2982,537,9.257
28,"=","FETTY WAP","679 f/Remy Boyz...",2559,"-154",-1270,"+88",14.293,"-0.765",104,27,19,5210,769,28.742
29,"+1","FLO RIDA","My House",2558,"+119",565,"+86",10.047,"+0.535",61,15,29,2558,565,10.047
30,"-1","TORI KELLY","Hollow",2537,"+60",399,"+45",9.767,"+0.459",41,50,29,2537,501,9.767
31,"=","X AMBASSADORS","Renegades",2465,"+82",-229,"+212",12.134,"+0.007",131,89,8,9986,1573,48.866
32,"=","NELLY","The Fix f/Jeremih",2285,"+40",182,"+76",9.623,"+0.243",63,58,30,2285,341,9.623
33,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",1807,"+70",451,"+28",10.607,"+0.553",22,229,33,1807,451,10.607
34,"=","CHRIS BROWN","Zero",1678,"+43",122,"+19",6.692,"+0.184",53,76,33,1681,391,6.692
35,"=","POST MALONE","White Iverson",1651,"+65",262,"+52",6.218,"+0.095",34,28,35,1651,277,6.246
36,"=","RACHEL PLATTEN","Stand By You",1565,"+43",210,"+22",6.623,"+0.247",50,44,36,1565,227,6.623
37,"+1","PENTATONIX","Can't  Sleep Love",1463,"-11",40,"-32",5.623,"-0.137",72,231,35,1487,266,5.792
38,"-1","CALVIN HARRIS + DISCIPLES","How Deep Is Your Love",1453,"-40",-190,"+0",15.302,"-0.424",146,100,14,7390,1033,48.997
39,"+5","ADELE","When We Were Young",1420,"+205",1037,"+148",12.535,"+1.260",3,16,39,1420,1037,12.535
40,"+3","JASON DERULO","Get Ugly",1412,"+161",774,"+105",6.478,"+0.533",6,157,40,1412,774,6.478
41,"=","TINASHE","Player f/Chris Brown",1358,"+53",154,"+63",5.925,"+0.190",34,341,40,1358,316,6.736
42,"-2","TRAVI$ SCOTT","Antidote",1357,"+42",308,"+33",7.028,"+0.027",20,35,40,1357,308,7.028
43,"-1","R. CITY","Make Up f/Chloe Angelides",1233,"-27",177,"-120",7.65,"-0.350",13,266,42,1260,348,8
44,"+1","ANDY GRAMMER","Good To Be Alive (Hallelujah)",1209,"+15",85,"-6",3.134,"+0.062",67,41,42,1209,177,3.134
45,"+1","DIPLO & SLEEPY TOM","Be Right There",1202,"+26",196,"+13",8.038,"+0.126",26,241,44,1202,207,8.038
46,"+1","BORNS","Electric Love",1194,"+45",194,"+30",3.318,"+0.092",20,324,44,1194,225,3.318
47,"-8","5 SECONDS OF SUMMER","Hey Everybody!",1194,"-131",-1165,"+155",4.178,"-0.703",69,728,23,3540,1074,12.912
48,"=","DAWIN","Dessert",989,"+17",66,"+8",4.305,"-0.079",26,109,46,989,118,4.548
49,"--","JUSTIN TIMBERLAKE","Drink You Away",921,"--",390,"--",3.695,"--",1,93,49,921,390,3.695
50,"--","DAVID GUETTA","Bang My Head f/Sia",912,"--",108,"--",5.014,"--",9,506,49,912,138,5.014
