"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",16425,"-1",329,"-163",111.727,"-0.160",88,"4",1,16503,2448,111.887
2,"=","JUSTIN TIMBERLAKE","Mirrors",15890,"-27",-164,"-86",109.877,"-0.474",80,"10",1,16201,3114,111.865
3,"=","ICONA POP","I Love It f/Charl...",14267,"+64",601,"-186",93.264,"+0.210",122,"14",3,14267,1359,93.264
4,"=","PINK","Just Give Me A Re...",11658,"-80",-1128,"+111",79.912,"-1.026",110,"8",1,15624,1949,106.133
5,"=","SELENA GOMEZ","Come & Get It",11610,"+121",1092,"-152",73.595,"+1.293",62,"7",5,11610,2034,73.595
6,"=","DEMI LOVATO","Heart Attack",10569,"-234",-1573,"-279",62.613,"-1.526",102,"29",4,12179,2482,74.905
7,"=","FLORIDA-GEORGIA L...","Cruise",8951,"+63",694,"-119",46.084,"-0.032",76,"5/17",7,8951,1411,46.48
8,"+1","DAFT PUNK","Get Lucky",8629,"+61",1463,"-260",56.994,"+1.144",49,"2",8,8629,1817,56.994
9,"+1","FALL OUT BOY","My Songs Know Wha...",8527,"+32",485,"-138",49.402,"+0.314",120,"15",8,8527,1015,49.402
10,"-2","RIHANNA","Stay f/Mikky Ekko",8392,"-275",-1203,"-201",55.33,"-2.078",134,"30",1,15599,1920,102.136
11,"=","JASON DERULO","The Other Side",7565,"+22",281,"-142",43.803,"-0.265",52,"25",11,7565,2399,44.068
12,"=","ARIANA GRANDE","The Way f/Mac Mil...",7537,"+21",404,"-65",38.99,"+0.177",71,"16",12,7537,1373,38.99
13,"=","BRUNO MARS","Treasure",6979,"+267",1534,"+60",44.959,"+1.792",30,"19",13,6979,2114,44.959
14,"+1","IMAGINE DRAGONS","Radioactive",6518,"+248",1281,"+92",37.949,"+1.552",58,"3",14,6518,1281,37.949
15,"-1","MARIAH CAREY","#Beautiful f/Migu...",6331,"+30",330,"+0",34.779,"-0.221",35,"18",14,6331,3429,35
16,"+2","ROBIN THICKE","Blurred Lines f/P...",6032,"+247",2245,"-103",43.882,"+1.901",32,"1",16,6032,2498,43.882
17,"=","ZEDD","Clarity f/Foxes",5931,"+138",919,"+58",45.675,"+0.873",85,"23",17,5931,919,45.675
18,"-2","WILL.I.AM F/JUSTI...","#thatpower",5685,"-249",-1607,"-247",25.783,"-1.787",78,"32",9,7421,1416,38.399
19,"+1","EMELI SANDE","Next To Me",5132,"+19",-65,"-3",24.124,"-0.126",114,"37",17,5214,560,24.65
20,"+2","AVRIL LAVIGNE","Here's To Never G...",4774,"+65",17,"+44",21.139,"+0.265",60,"31",18,4774,1758,21.911
21,"+2","CALVIN HARRIS F/E...","I Need Your Love",4149,"+26",399,"-104",29.668,"+0.083",66,"36",21,4149,579,29.668
22,"+2","MAROON 5","Love Somebody",3999,"+195",906,"-11",23.5,"+1.578",26,"28",22,3999,1161,23.5
23,"+2","ED SHEERAN","Lego House",3794,"+26",161,"-69",20.507,"+0.138",92,"39",23,3794,788,20.507
24,"+2","ANNA KENDRICK","Cups (Pitch Perfe...",3361,"+46",215,"+12",22.729,"+0.445",74,"26",24,3361,599,22.729
25,"+3","JENNIFER LOPEZ F/...","Live It Up",2662,"+1",82,"-31",13.907,"-0.222",33,"72",25,2662,1818,17.613
26,"+4","KE$HA","Crazy Kids",2488,"+21",268,"-57",11.755,"+0.399",39,"85",26,2488,529,11.755
27,"+4","CHRIS BROWN","Fine China",2395,"-54",-43,"-102",8.565,"-0.262",52,"69",27,2489,533,10.241
28,"+1","KREWELLA","Alive",2350,"-233",-1067,"-42",21.346,"-1.000",123,"103",9,7991,1026,53.493
29,"+3","NIKKI WILLIAMS","Glowing",2015,"+21",163,"-80",12.18,"-0.091",64,"170",29,2015,309,12.316
30,"+3","KELLY CLARKSON","People Like Us",1804,"-5",39,"-39",8.072,"+0.020",44,"66",30,1809,571,8.072
31,"+3","CAPITAL CITIES","Safe And Sound",1784,"+57",348,"+5",12.199,"+1.010",50,"53",31,1784,369,12.199
32,"+4","EMBLEM3","Chloe (You're The...",1218,"-4",173,"-35",4.12,"-0.142",43,"145",32,1222,221,4.262
33,"+2","TAYLOR SWIFT","22",1187,"-134",-989,"+114",7.711,"-0.737",99,"20",10,7057,2327,34.286
34,"+3","LABRINTH","Beneath Your Beau...",1169,"+23",187,"-2",7.678,"+0.142",24,"102",34,1169,362,7.678
35,"+4","SEAN KINGSTON","Beat It f/Chris B...",1101,"+40",264,"+10",3.374,"+0.029",28,"89",35,1101,264,3.374
36,"+4","MACKLEMORE & RYAN...","Same Love f/Mary ...",1085,"+67",369,"+20",9.469,"+0.768",17,"33",36,1085,369,9.469
