"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","IGGY AZALEA","Fancy f/Charlie XCX",17091,"+9",1136,"-217",115.783,"+0.236",89,"10/28",1,17091,2440,115.783
2,"=","ARIANA GRANDE","Problem f/Iggy Azalea",15154,"+266",1664,"-26",103.292,"+2.324",49,"8",2,15154,2576,103.292
3,"=","CALVIN HARRIS","Summer",13496,"+194",1319,"+52",89.895,"+0.873",89,"14",3,13496,1917,89.895
4,"=","PARAMORE","Ain't It Fun",12332,"-142",-1847,"+104",76.676,"-0.965",130,"22",2,14464,1853,84.721
5,"=","NICO & VINZ","Am I Wrong",12078,"+338",1758,"+158",77.609,"+2.572",78,"9",5,12078,1758,77.609
6,"=","DJ SNAKE & LIL JON","Turn Down For What",11441,"-242",-738,"-250",65.224,"-1.620",150,"17",5,12201,1490,74.029
7,"=","RIXTON","Me And My Broken Heart",10774,"-262",-925,"-278",54.876,"-1.356",108,"38",6,11699,1397,59.689
8,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",10188,"-505",-3036,"-145",65.031,"-2.778",115,"37",1,15543,2024,97.949
9,"=","JOHN LEGEND","All Of Me",10134,"-170",-1363,"+73",74.424,"-1.830",140,"18",1,17233,2520,121.78
10,"=","KATY PERRY","Birthday",9511,"-8",191,"-105",51.538,"-0.332",73,"46",10,9519,2209,52.775
11,"=","MAGIC!","Rude",9335,"+343",2155,"+95",65.845,"+2.733",63,"4",11,9335,2155,65.845
12,"=","ED SHEERAN","Sing",8606,"-240",-1704,"-122",45.719,"-0.832",71,"16",6,10622,2778,57.807
13,"+1","DISCLOSURE","Latch f/Sam Smith",8578,"+91",926,"-159",57.205,"+0.687",136,"15",13,8578,1508,57.205
14,"-1","MKTO","Classic",8531,"+15",315,"-37",48.271,"-0.040",199,"24",12,8531,733,48.311
15,"=","SAM SMITH","Stay With Me",7022,"+177",1146,"-21",46.295,"+1.166",37,"5",15,7022,1606,46.295
16,"=","JASON DERULO","Wiggle f/Snoop Dogg",6950,"+188",1370,"+62",34.613,"+0.743",40,"11",16,6950,1666,34.613
17,"=","ONEREPUBLIC","Love Runs Out",4921,"+119",1152,"-85",25.251,"+0.723",47,"21",17,4921,1336,25.251
18,"=","KONGOS","Come With Me Now",3943,"+69",567,"-25",16.444,"+0.340",61,"31",18,3943,628,16.444
19,"=","PHARRELL WILLIAMS","Come Get It Bae",3675,"+128",784,"+36",16.81,"+0.509",26,"67",19,3675,993,16.81
20,"=","JENNIFER LOPEZ","First Love",3391,"+108",692,"+46",17.1,"+0.781",31,"145",20,3391,853,17.1
21,"=","ONE DIRECTION","You & I",3199,"+47",16,"+20",11.946,"+0.169",54,"100",21,3204,850,12.003
22,"=","DEMI LOVATO","Really Don't Care f/Cher Lloyd",3141,"+172",1003,"+84",13.939,"+0.996",24,"69",22,3141,1003,13.939
23,"=","AFROJACK","Ten Feet Tall f/Wrabel",2923,"+28",252,"-60",11.872,"+0.146",80,"193",23,2923,633,11.872
24,"+1","KATY TIZ","The Big Bang",2788,"+16",217,"-17",14.552,"-0.104",84,"161",24,2788,878,14.656
25,"+2","LORDE","Tennis Court",2739,"+98",382,"+78",12.742,"+0.433",50,"127",25,2739,590,12.742
26,"=","SHAKIRA","Empire",2620,"-113",-201,"-116",8.978,"-0.724",82,"73",22,2835,529,11.37
27,"-3","NEON TREES","Sleeping With A Friend",2597,"-195",-1368,"-55",11.597,"-0.829",133,"131",18,4374,507,18.342
28,"+1","SIA","Chandelier",2413,"+35",279,"+9",12.657,"-0.113",59,"30",28,2413,561,12.809
29,"-1","5 SECONDS OF SUMMER","She Looks So Perfect",2297,"-331",-1909,"-131",9.164,"-1.054",86,"27",17,5675,1186,24.087
30,"=","M. JACKSON & J. TIMBERLAKE","Love Never Felt So Good",2291,"+2",186,"-15",9.651,"-0.042",45,"49",29,2291,1126,13.019
31,"=","TREY SONGZ","Na Na",2242,"+0",256,"-64",17.204,"-0.287",75,"57",31,2242,394,17.491
32,"=","BECKY G","Shower",1951,"+3",162,"-40",9.526,"-0.038",33,"36",32,1951,632,9.564
33,"+1","TIESTO","Wasted",1822,"+42",252,"+11",12.358,"+0.491",36,"43",33,1822,486,12.358
34,"-1","AJR","I'm Ready",1801,"+6",90,"-11",4.969,"+0.026",68,"55",31,1801,346,4.969
