"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","CARLY RAE JEPSEN","Call Me Maybe",14341,"-62",-219,"-81",108.462,"-0.835",108,"1",1,14563,1711,111.23
2,"=","MAROON 5","Payphone f/Wiz Khali...",14339,"+97",844,"-16",103.811,"+1.219",72,"4",2,14339,3415,103.811
3,"=","GOTYE","Somebody That I Used...",12735,"-147",-576,"-87",96.526,"-0.808",118,"3",1,14242,2018,106.819
4,"+1","RIHANNA","Where Have You Been",10379,"+286",1405,"+140",79.712,"+1.367",73,"9",4,10379,1884,79.712
5,"-1","ONE DIRECTION","What Makes You Beaut...",9943,"-242",-868,"-100",67.567,"-1.837",119,"12",3,11838,1579,80.433
6,"+1","ELLIE GOULDING","Lights",8701,"+175",1058,"+80",62.341,"+1.486",138,"6",6,8701,1058,62.341
7,"-1","NICKI MINAJ","Starships",8594,"-22",-490,"+86",71.763,"+0.605",134,"31/52",3,12071,1834,87.938
8,"=","FUN.","We Are Young f/Janel...",8229,"-168",-614,"-25",58.99,"-0.698",126,"11",1,14439,2738,110.772
9,"+1","KATY PERRY","Wide Awake",8225,"+189",1020,"+57",58.002,"+0.911",36,"2",9,8225,2824,58.002
10,"-1","USHER","Scream",8203,"+74",367,"+14",54.668,"+0.233",62,"7",8,8203,2323,54.668
11,"=","FLO RIDA","Wild Ones f/Sia",7328,"-68",-741,"+39",56.871,"-1.389",144,"20",2,12595,1940,93.589
12,"=","JUSTIN BIEBER","Boyfriend",6745,"-215",-853,"-169",40.547,"-1.486",93,"17",9,7937,4726,51.515
13,"+1","DAVID GUETTA","Titanium f/Sia",6435,"+69",267,"+27",47.914,"+0.297",80,"5",13,6435,987,47.914
14,"+1","PITBULL","Back In Time",6193,"+1",97,"+66",41.901,"-0.722",90,"8",14,6235,925,42.751
15,"-2","KARMIN","Broken Hearted",6172,"-234",-1011,"-215",40.27,"-1.028",129,"22",10,7320,936,47.276
16,"=","GYM CLASS HEROES","Fighter f/Ryan Tedde...",5759,"+45",205,"+15",35.22,"+0.348",58,"14",16,5759,1441,35.22
17,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",5056,"+157",1215,"+27",35.476,"+0.890",60,"44",17,5056,1215,35.476
18,"=","DEMI LOVATO","Give Your Heart A Br...",4452,"+79",410,"+6",33.961,"+0.542",119,"26",17,4452,665,33.961
19,"=","ONE DIRECTION","One Thing",4407,"+123",423,"+69",26.597,"+0.795",52,"36",18,4407,975,26.597
20,"=","HAVANA BROWN","We Run The Night f/P...",3925,"+75",507,"+29",31.218,"+1.087",136,"41",20,3925,507,31.218
21,"=","KATY PERRY","Part Of Me",3596,"-92",-390,"-33",23.337,"-0.292",135,"47",3,12039,3625,78.553
22,"=","CHER LLOYD","Want U Back",3385,"+111",919,"-29",21.19,"+0.633",46,"23",22,3385,1103,21.19
23,"=","RITA ORA","How We Do (Party)",3109,"+22",95,"+49",16.225,"+0.152",62,"49",22,3109,620,16.512
24,"=","B.O.B","Both Of Us f/Taylor ...",2743,"+82",285,"+48",15.117,"+0.166",45,"43",24,2743,577,15.117
25,"+1","CALVIN HARRIS","Feel So Close",2397,"-20",-295,"+47",19.127,"-0.346",139,"37",7,8145,1329,55.352
26,"+1","THE WANTED","Chasing The Sun",2392,"+58",395,"+9",16.305,"+0.150",54,"65",26,2392,461,16.305
27,"-2","ADELE","Rumour Has It",2390,"-127",-473,"-66",13.551,"-0.927",115,"88",8,8497,1514,56.313
28,"=","NEON TREES","Everybody Talks",1933,"+27",153,"-7",11.228,"+0.027",79,"16",28,1933,240,11.228
29,"=","JASON MRAZ","I Won't Give Up",1696,"+41",216,"+20",9.523,"+0.343",73,"18",29,1696,276,9.523
30,"+1","GROUPLOVE","Tongue Tied",1549,"+16",137,"+6",10.147,"+0.147",64,"60",30,1549,284,10.147
31,"-1","KIRKO BANGZ","Drank In My Cup",1548,"-66",-275,"-65",9.839,"-0.367",85,"95",28,1855,312,10.841
32,"=","FLO RIDA","Whistle",1508,"+91",575,"+21",8.861,"+0.447",22,"21",32,1508,575,8.861
33,"=","OUTASIGHT","Now Or Never",1256,"+66",247,"+60",5.413,"+0.315",48,"--",33,1256,247,5.413
34,"=","KELLY CLARKSON","Dark Side",1214,"+37",334,"-16",7.919,"+0.377",18,"--",34,1214,406,7.919
35,"=","SAMMY ADAMS","Only One",994,"+12",94,"+5",4.081,"+0.083",39,"--",34,994,230,4.261
36,"=","DRAKE","The Motto f/Lil Wayn...",892,"-20",-164,"+5",8.162,"-0.397",129,"79",25,2047,321,19.147
37,"=","ALEX CLARE","Too Close",867,"+21",182,"+2",2.78,"+0.042",29,"56",37,867,194,2.78
38,"=","MATCHBOX TWENTY","She's So Mean",751,"+16",129,"-52",3.031,"+0.076",10,"--",38,751,574,3.031
39,"=","FUN.","Some Nights",707,"+29",188,"+5",3.445,"+0.114",17,"30",39,707,214,3.445
40,"=","LINKIN PARK","Burn It Down",653,"+16",61,"+2",2.309,"+0.102",21,"80",39,653,217,2.309
41,"=","SEAN KINGSTON","Back 2 Life (Live It...",648,"+23",102,"-3",4.112,"+0.106",17,"--",41,648,305,4.112
42,"=","CHIDDY BANG","Mind Your Manners f/...",611,"+4",81,"-17",1.633,"+0.022",35,"--",41,611,114,1.633
43,"=","BREATHE CAROLINA","Hit And Run",573,"+3",37,"-16",1.109,"+0.027",15,"--",40,573,272,1.109
44,"=","COLDPLAY","Paradise",506,"-32",-279,"+2",3.503,"-0.065",98,"69",35,943,255,5.988
45,"--","OWL CITY & CARLY RAE...","Good Time",492,"--",448,"--",4.058,"--",1,"19",45,492,448,4.058
46,"-1","CHRIS BROWN","Don't Wake Me Up",486,"+8",81,"-16",2.921,"+0.083",10,"102",45,486,163,2.921
