"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","TAYLOR SWIFT","I Knew You Were T...",15849,-80,-152,-102,124.001,-0.558,89,"9",1,16073,2452,126.481
2,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",14427,133,884,79,113.611,1.279,160,"18",2,14427,1905,113.611
3,"=","WILL.I.AM & BRITN...","Scream And Shout",12632,54,760,-93,98.5,-0.42,83,"7",3,12632,2182,99.406
4,"=","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",11495,105,1527,-200,87.796,0.6,90,"2",4,11495,2020,87.796
5,"=","BRUNO MARS","Locked Out Of Hea...",10658,-90,-690,13,86.016,-0.699,138,"10",1,15928,2790,124.488
6,"=","MAROON 5","Daylight",10010,132,1228,-58,73.391,1.408,85,"12",6,10010,1308,73.391
7,"=","JUSTIN BIEBER","Beauty And A Beat...",9540,-280,-2129,-39,72.455,-1.129,121,"38",2,12731,1998,87.772
8,"=","LUMINEERS","Ho Hey",9415,-67,-936,42,73.189,-1.04,153,"8",2,13545,1921,101.636
9,"+1","CALVIN HARRIS","Sweet Nothing f/F...",8836,209,1126,122,72.449,1.371,93,"21",9,8836,1126,72.449
10,"-1","PINK","Try",8720,-233,-905,-163,55.496,-1.902,111,"25",6,9909,1515,66.33
11,"=","KE$HA","C'mon",7819,35,479,-50,54.261,0.15,62,"31",11,7819,1547,54.334
12,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",6872,30,-16,45,46.869,0.37,33,"5",12,6903,6457,59.334
13,"=","ALICIA KEYS","Girl On Fire",6511,-165,-886,-89,40.396,-0.7,116,"14/85",9,7658,1171,50.899
14,"=","KELLY CLARKSON","Catch My Breath",6303,108,622,36,40.653,0.341,113,"34",14,6303,767,40.653
15,"=","IMAGINE DRAGONS","It's Time",6278,123,668,53,42.136,0.457,146,"35",15,6278,833,42.136
16,"+1","BRUNO MARS","When I Was Your M...",5695,243,1738,70,41.896,1.836,32,"4",16,5695,1738,41.896
17,"-1","THE SCRIPT","Hall Of Fame f/wi...",5559,2,341,-84,31.209,-0.042,153,"28",16,5559,564,31.251
18,"=","OLLY MURS","Troublemaker f/Fl...",4229,144,749,119,29.023,0.778,61,"30",18,4229,763,29.023
19,"=","KE$HA","Die Young",3696,-35,-572,55,34.314,-0.63,144,"82",1,15607,3842,121.911
20,"=","RIHANNA","Diamonds",3569,-95,-1137,137,25.336,-0.305,143,"59",2,13317,2812,96.67
21,"=","ONE DIRECTION","Kiss You",3484,76,1011,-93,17.296,0.602,25,"67",21,3484,1186,17.296
22,"=","OF MONSTERS AND M...","Little Talks",3431,51,484,9,22.751,0.322,90,"23",22,3431,484,22.751
23,"=","PITBULL","Feel This Moment",3404,190,1288,4,27.243,0.993,41,"33",23,3404,1288,27.243
24,"+2","RIHANNA","Stay f/Mikky Ekko",3071,225,1219,169,23.609,1.583,20,"3",24,3071,1219,23.609
25,"=","MUMFORD & SONS","I Will Wait",3021,76,626,-5,21.817,0.53,42,"11",25,3021,631,21.817
26,"-2","HUNTER HAYES","Wanted",2949,-1,-36,-4,18.207,-0.024,125,"19",23,2985,368,18.264
27,"=","CHRIS WALLACE","Remember When (Pu...",2704,-39,116,-66,13.404,-0.119,188,"128",25,2767,332,13.81
28,"=","PITBULL","Don't Stop The Pa...",2276,-333,-2533,-92,13.653,-1.305,132,"48",12,6363,675,41.893
29,"=","NELLY","Hey Porsche",2200,35,230,-28,12.802,0.186,29,"--",28,2200,673,12.802
30,"=","JONN HART","Who Booty f/Frenc...",1522,-13,-58,-26,6.327,0.082,75,"114",29,1580,252,6.617
31,"+1","FUN.","Carry On",1508,83,355,51,7.066,0.369,39,"13",31,1508,355,7.066
32,"-1","BRITT NICOLE","Gold",1486,18,96,16,5.202,-0.008,62,"161",31,1486,314,5.245
33,"+1","KREWELLA","Alive",1302,90,740,-8,12.925,0.636,9,"189",33,1302,748,12.925
34,"-1","SKYLAR GREY","C'mon Let Me Ride...",1220,-18,-62,-28,4.357,-0.281,34,"169",32,1286,381,5.139
35,"=","MUSE","Madness",1136,23,207,5,3.65,0.109,63,"81",34,1136,210,3.65
36,"=","AFROJACK & CHRIS ...","As Your Friend",927,33,280,18,8.744,0.326,16,"--",35,927,362,8.744
37,"=","TREY SONGZ","Simply Amazing",882,30,182,1,5.81,0.348,20,"277",37,882,243,5.81
38,"=","CHER LLOYD","With Ur Love f/Ju...",808,45,496,-39,3.534,0.34,6,"339",38,808,571,3.534
39,"+3","FALL OUT BOY","My Songs Know Wha...",792,80,501,15,8.296,0.205,6,"43",39,792,549,8.296
40,"+1","ICONA POP","I Love It f/Charl...",779,58,369,10,9.075,0.47,8,"97",40,779,392,9.075
41,"-1","NE-YO","Forever Now",759,20,85,14,8.533,0.006,22,"--",39,759,269,9.685
42,"-3","NICKI MINAJ","Va Va Voom",730,-13,-186,-13,4.913,-0.046,120,"184",12,6322,1566,45.452
43,"=","ONEREPUBLIC","If I Lose Myself",636,27,179,6,1.764,0.064,11,"--",43,636,318,1.764
44,"+1","A$AP ROCKY","F**kin Problems f...",542,20,42,0,2.303,0.025,13,"24",44,542,154,2.833
45,"-1","KENDRICK LAMAR","Swimming Pools (D...",506,-35,-62,-46,1.922,-0.128,29,"65",42,588,166,2.33
46,"=","AUSTIN MAHONE","Say You're Just A...",490,-16,-36,-19,1.474,-0.02,29,"163",42,539,148,1.879
47,"+3","BENNY BENASSI","Cinema f/Gary Go",420,2,112,-20,3.917,-0.162,6,"247",47,420,155,4.096
48,"+1","MARINA AND THE DI...","How To Be A Heart...",414,-7,12,-12,0.804,-0.012,17,"396",48,421,96,0.816
49,"-2","NEON TREES","Lessons In Love (...",413,-67,-220,-64,0.903,-0.134,69,"--",38,636,88,1.865
50,"-2","ONE DIRECTION","Little Things",404,-36,-683,128,2.704,-0.237,90,"115",17,5162,1166,29.586
