"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FUN. We Are Young f/Janelle Monae",14226,"+201",877,"+180",107.336,"+1.149",60,"3",1,14226,2738,107.336
2,"=","WANTED Glad You Came",13638,"+18",56,"+100",100.734,"-0.104",105,"8",1,13712,1363,101.962
3,"=","KATY PERRY Part Of Me",11928,"+60",245,"+108",76.618,"+0.422",69,"13",3,11928,3625,77.218
4,"=","FLO RIDA Wild Ones f/Sia",11268,"+165",1670,"-113",79.843,"+0.423",78,"7",4,11268,1940,79.843
5,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",10016,"-267",-1498,"-67",76.075,"-1.683",105,"19",1,13549,2321,99.332
6,"=","NICKI MINAJ Starships",8352,"+206",915,"+205",64.192,"+0.801",68,"11/37",6,8352,1834,64.192
7,"=","ONE DIRECTION What Makes You Beautiful",8240,"+119",834,"-25",53.704,"+0.582",53,"6",7,8240,1579,53.704
8,"=","CALVIN HARRIS Feel So Close",8061,"+5",317,"-21",54.837,"+0.180",73,"22",7,8061,1329,55.352
9,"=","JUSTIN BIEBER Boyfriend",7827,"+4",410,"-120",50.243,"-0.298",27,"4",9,7827,4726,51.492
10,"+2","ADELE Rumour Has It",7503,"+124",1094,"+11",49.675,"+1.808",49,"20",10,7503,1514,49.675
11,"+2","GOTYE Somebody That I Used To Know",7452,"+141",1372,"-39",54.435,"+1.732",52,"2",11,7452,1560,54.435
12,"-1","DRAKE Take Care f/Rihanna",7341,"-47",-270,"-38",59.393,"+0.160",106,"27",8,7620,1220,60.618
13,"-3","DAVID GUETTA Turn Me On f/Nicki Minaj",7225,"-353",-1782,"-146",55.209,"-1.902",133,"52",2,12506,1674,92.019
14,"=","GYM CLASS HEROES Ass Back Home",6877,"-379",-2242,"-198",53.292,"-1.951",150,"59",4,11001,1379,73.574
15,"+1","CARLY RAE JEPSEN Call Me Maybe",5491,"+94",874,"-129",37.203,"+0.796",42,"5",15,5491,1298,37.203
16,"-1","KARMIN Broken Hearted",5450,"-1",246,"-103",33.334,"-0.028",63,"25",15,5451,936,33.362
17,"=","TRAIN Drive By",5350,"+39",438,"-7",31.128,"+0.115",98,"9",17,5350,601,31.128
18,"=","ADELE Set Fire To The Rain",4860,"-177",-1018,"-17",34.931,"-0.860",149,"28",1,13928,2301,95.946
19,"=","B.O.B So Good",4645,"-30",222,"-68",31.318,"-0.204",50,"12",18,4675,1013,31.923
20,"=","JENNIFER LOPEZ Dance Again f/Pitbull",4367,"+88",630,"-72",29.118,"+0.682",23,"16",20,4367,2243,29.118
21,"=","TAYLOR SWIFT Eyes Open",3905,"+33",302,"-84",22.225,"+0.189",28,"14",21,3905,1442,22.303
22,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",2948,"-114",-805,"-5",19.419,"-0.934",150,"29",10,7182,1174,48.863
23,"+2","MAROON 5 Payphone f/Wiz Khalifa",2714,"+601",2714,"+601",19.636,"+4.586",6,"1",23,2714,2714,19.636
24,"-1","PITBULL Back In Time",2431,"+44",488,"-113",13.45,"+0.466",24,"39",23,2431,916,13.45
25,"-1","ELLIE GOULDING Lights",2139,"+19",188,"-30",12.437,"+0.227",72,"45",24,2139,431,12.437
