"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ROBIN THICKE","Blurred Lines f/P...",16690,11,175,-15,113.119,0.479,86,"--",1,16690,2544,113.119
2,"=","IMAGINE DRAGONS","Radioactive",14473,-66,-133,-105,92.616,0.265,112,"3",2,14606,2069,92.616
3,"=","DAFT PUNK","Get Lucky",13467,-291,-1288,-236,84.7,-2.322,103,"6",2,14968,2173,99.686
4,"=","ZEDD","Clarity f/Foxes",12307,188,644,136,86.762,0.324,139,"10",4,12307,1183,86.762
5,"=","MAROON 5","Love Somebody",11729,148,1126,-19,79.761,0.971,80,"13",5,11729,1278,79.761
6,"=","BRUNO MARS","Treasure",11251,11,598,-141,69.229,0.188,84,"11/50",6,11251,2114,69.229
7,"=","JASON DERULO","The Other Side",11138,68,195,31,65.142,0.347,106,"33",5,11138,2399,65.142
8,"=","CALVIN HARRIS F/E...","I Need Your Love",9734,25,386,-49,65.863,1.042,120,"28",8,9734,1386,65.863
9,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",8847,54,330,-51,61.68,-0.047,71,"8",9,8847,1815,62.138
10,"=","ANNA KENDRICK","Cups (Pitch Perfe...",8462,109,438,124,53.749,0.615,128,"7",10,8462,992,53.749
11,"+1","CAPITAL CITIES","Safe And Sound",8021,68,641,-26,52.003,0.347,104,"5",11,8021,1083,52.003
12,"-1","MACKLEMORE & RYAN...","Can't Hold Us f/R...",8006,-100,-707,109,56.361,-0.845,142,"12",1,16503,2448,112.279
13,"=","MILEY CYRUS","We Can't Stop",7951,94,735,-42,45.428,0.59,59,"1",13,7951,1276,45.428
14,"=","JUSTIN TIMBERLAKE","Mirrors",6988,-88,-683,29,51.972,-0.922,134,"24",1,16201,3114,111.865
15,"=","SELENA GOMEZ","Come & Get It",6146,-204,-1846,105,36.954,-0.299,116,"16",1,14547,2034,86.045
16,"=","RIHANNA","Right Now f/David...",6041,-2,169,-44,33.478,0.129,69,"108",16,6098,1144,35.227
17,"=","FLORIDA-GEORGIA L...","Cruise",5851,-147,-794,37,28.649,-0.53,130,"14/31",6,10190,1411,52.727
18,"=","JUSTIN TIMBERLAKE","Take Back The Nig...",5773,78,859,-99,38.745,0.463,22,"41",18,5773,3722,38.745
19,"=","AUSTIN MAHONE","What About Love",4689,-73,-74,-164,20.735,-0.492,55,"69",18,4785,982,22.262
20,"=","KE$HA","Crazy Kids",4304,-65,-206,-91,19.516,-0.243,93,"64",18,4518,529,22.983
21,"=","NIKKI WILLIAMS","Glowing",3929,25,349,-27,19.002,0.281,118,"119",21,3929,427,19.002
22,"+1","LANA DEL REY","Summertime Sadnes...",3323,159,964,82,24.669,1.15,31,"21/53",22,3323,964,24.669
23,"-1","PHILLIP PHILLIPS","Gone, Gone, Gone",3228,44,327,-8,16.679,0.252,67,"23",22,3228,462,16.679
24,"=","JAY Z","Holy Grail f/Just...",3167,83,638,-59,17.868,0.317,30,"2",23,3167,2095,19.078
25,"=","PARAMORE","Still Into You",2982,61,501,-7,14.379,0.549,86,"44",24,2982,711,14.379
26,"=","ONE DIRECTION","Best Song Ever",2795,146,1335,363,13.104,0.532,14,"9",26,2795,1660,13.104
27,"+1","LABRINTH","Beneath Your Beau...",2576,74,302,9,12.942,0.275,78,"18",27,2576,485,12.942
28,"+1","TAYLOR SWIFT","Everything Has .....",2518,72,542,-48,14.282,0.399,20,"104",28,2518,990,14.282
29,"-2","EMBLEM3","Chloe (You're The...",2503,-17,19,-52,8.301,-0.099,97,"67",24,2524,382,8.561
30,"+1","ENRIQUE IGLESIAS","Turn The Night Up",1999,145,279,-44,16.166,0.595,12,"30",29,2260,2260,24.628
31,"-1","ARIANA GRANDE","The Way f/Mac Mil...",1973,-65,-445,-50,13.065,-0.11,125,"38",11,7681,1373,40.497
32,"=","AWOLNATION","Sail",1852,37,192,32,8.127,0.184,72,"25",31,1852,299,8.127
33,"=","PITBULL","Outta Nowhere f/D...",1629,-4,55,-19,9.113,-0.183,48,"383",32,1633,372,9.711
34,"+2","BONNIE MCKEE","American Girl",1391,56,263,19,8.459,0.049,27,"210",34,1391,339,8.459
35,"-1","DAVID GUETTA","Play Hard f/Ne-Yo...",1362,-108,-295,-114,6.443,-0.34,56,"96",30,1674,368,8.161
36,"-1","BRITNEY SPEARS","Ooh La La",1331,-120,-1246,103,5.483,-0.253,47,"127",21,3836,2895,27.844
37,"=","PINK","True Love f/Lily ...",1292,53,443,-31,6.23,0.265,13,"105",37,1292,503,6.23
38,"=","JONAS BROTHERS","First Time",1233,57,210,51,4.475,0.041,28,"336",36,1233,404,4.475
39,"=","KARMIN","Acapella",1091,-68,-190,-59,3.049,-0.2,41,"35",33,1299,376,4.274
40,"=","TEGAN & SARA","Closer",1003,14,116,-6,3.374,0.237,48,"--",40,1003,154,3.374
41,"=","NEIGHBOURHOOD","Sweater Weather",981,19,55,10,2.707,0.142,35,"75",38,981,196,2.707
42,"=","AVICII","Wake Me Up",936,81,416,65,6.79,0.501,7,"4",42,936,416,6.79
43,"=","FIFTH HARMONY","Miss Movin' On",901,48,152,52,4.042,0.179,25,"98",42,901,310,4.042
44,"=","TIMEFLIES","I Choose U",783,4,49,-12,3.743,0.016,46,"250",43,783,156,3.943
45,"+1","KREWELLA","Live For The Nigh...",760,47,120,28,4.03,0.238,12,"279",44,760,280,4.03
46,"-1","DEMI LOVATO","Made In The USA",749,16,146,-16,3.593,0.104,10,"269",45,749,271,3.593
47,"=","CODY SIMPSON","Pretty Brown Eyes",658,22,59,21,1.84,0.064,22,"177",47,658,167,1.84
48,"=","ARMIN VAN BUUREN","This Is What It F...",549,34,79,38,3.748,0.364,9,"240",48,549,116,3.748
49,"=","SAMMY ADAMS","L.A. Story f/Mike...",391,-21,-130,1,0.961,-0.02,33,"--",46,604,93,1.966
50,"=","WALE","Bad f/Tiara Thoma...",308,-11,-154,20,0.711,-0.017,35,"192",45,557,142,1.224
