"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ROBIN THICKE","Blurred Lines f/P...",16669,12,198,6,112.093,0.203,84,"1",1,16669,2544,112.093
2,"=","IMAGINE DRAGONS","Radioactive",14552,-10,-8,-45,91.869,0.026,110,"4",2,14606,2069,91.869
3,"=","DAFT PUNK","Get Lucky",13970,-221,-955,-178,89.015,-1.37,101,"7",2,14968,2173,99.686
4,"=","ZEDD","Clarity f/Foxes",12047,15,544,-93,86.083,-0.012,137,"11",4,12047,1183,86.095
5,"=","MAROON 5","Love Somebody",11427,192,1230,8,77.595,1.529,78,"16",5,11427,1278,77.595
6,"=","BRUNO MARS","Treasure",11205,53,816,-61,68.762,0.577,82,"13/50",6,11205,2114,68.762
7,"=","JASON DERULO","The Other Side",11076,-17,225,-88,64.686,-0.379,104,"32",5,11093,2399,65.065
8,"=","CALVIN HARRIS F/E...","I Need Your Love",9577,34,344,-94,63.622,0.642,118,"27",8,9577,1386,63.622
9,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",8823,30,535,-116,62.138,0.188,69,"9",9,8823,1815,62.138
10,"+1","ANNA KENDRICK","Cups (Pitch Perfe...",8302,63,301,-77,52.505,0.529,126,"8",10,8302,992,52.505
11,"-1","MACKLEMORE & RYAN...","Can't Hold Us f/R...",8239,-57,-843,100,57.996,-0.788,140,"15",1,16503,2448,112.279
12,"=","CAPITAL CITIES","Safe And Sound",7829,96,597,26,51.031,0.421,102,"6",12,7829,1083,51.031
13,"=","MILEY CYRUS","We Can't Stop",7736,115,775,25,44.434,0.603,57,"2",13,7736,1276,44.434
14,"=","JUSTIN TIMBERLAKE","Mirrors",7148,-137,-751,23,53.342,-0.347,132,"25",1,16201,3114,111.865
15,"=","SELENA GOMEZ","Come & Get It",6574,-231,-2105,245,37.92,-1.133,114,"14",1,14547,2034,86.045
16,"=","FLORIDA-GEORGIA L...","Cruise",6092,-74,-922,172,29.71,-0.581,128,"18/33",6,10190,1411,52.727
17,"=","RIHANNA","Right Now f/David...",6072,-26,271,-55,33.493,-0.705,67,"110",17,6098,1144,35.227
18,"=","JUSTIN TIMBERLAKE","Take Back The Nig...",5642,106,1036,-103,38.397,0.357,20,"43",18,5642,3722,38.397
19,"=","AUSTIN MAHONE","What About Love",4746,-39,122,-132,21.515,-0.091,53,"69",18,4785,982,22.262
20,"=","KE$HA","Crazy Kids",4393,-59,-127,-113,20.069,-0.464,91,"67",18,4518,529,22.983
21,"=","NIKKI WILLIAMS","Glowing",3874,-10,387,-38,18.515,-0.04,116,"115",21,3884,427,18.555
22,"=","PHILLIP PHILLIPS","Gone, Gone, Gone",3122,16,318,-79,16.103,0.179,65,"21",22,3122,462,16.103
23,"+1","LANA DEL REY","Summertime Sadnes...",2998,162,811,76,22.584,0.876,29,"24/58",23,2998,811,22.584
24,"-1","JAY Z","Holy Grail f/Just...",2966,82,638,44,16.786,0.277,28,"3",23,2966,2095,19.078
25,"=","PARAMORE","Still Into You",2882,89,584,1,13.22,0.288,84,"46",24,2882,711,13.22
26,"+2","ONE DIRECTION","Best Song Ever",2549,172,1170,-78,12.374,0.506,12,"10",26,2549,1660,12.374
27,"-1","EMBLEM3","Chloe (You're The...",2505,-19,55,-40,8.318,-0.167,95,"66",24,2524,382,8.561
28,"-1","LABRINTH","Beneath Your Beau...",2482,55,315,-32,12.296,0.581,76,"12",27,2482,485,12.296
29,"=","TAYLOR SWIFT","Everything Has .....",2422,102,729,-42,13.594,0.651,18,"128",29,2422,990,13.594
30,"=","ARIANA GRANDE","The Way f/Mac Mil...",2096,-72,-382,-9,13.593,-0.319,123,"40",11,7681,1373,40.497
31,"=","AWOLNATION","Sail",1797,30,186,11,7.763,0.2,70,"30",31,1797,299,7.763
32,"+1","ENRIQUE IGLESIAS","Turn The Night Up",1786,101,475,-108,15.23,0.414,10,"22",29,2260,2260,24.628
33,"+2","PITBULL","Outta Nowhere f/D...",1586,9,56,-5,9.565,-0.146,46,"370",32,1612,372,9.711
34,"-2","BRITNEY SPEARS","Ooh La La",1574,-169,-1495,16,6.107,-0.534,45,"134",21,3836,2895,27.844
35,"-1","DAVID GUETTA","Play Hard f/Ne-Yo...",1538,-72,-136,-83,7.175,-0.423,54,"92",30,1674,368,8.161
