"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Set Fire To The Rain",13685,"-114",-77,"-164",90.499,"-0.603",99,"5",1,13928,2301,91.812
2,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",12536,"+92",1472,"-198",82.151,"-0.080",55,"3",2,12536,2321,82.231
3,"=","JESSIE J Domino",11855,"+21",56,"+96",65.777,"-0.190",169,"27",2,12024,1524,67.403
4,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",11367,"+126",711,"+154",67.835,"+1.176",83,"16",4,11367,1674,67.835
5,"=","FLO RIDA Good Feeling",9867,"-155",-1308,"+103",65.499,"-0.765",160,"26",1,13154,1657,85.747
6,"=","PITBULL F/CHRIS BROWN International Love",9123,"-3",310,"+12",55.565,"-0.191",121,"22",6,9126,1086,56.669
7,"=","RIHANNA We Found Love f/Calvin Harris",8815,"-87",-313,"+77",63.324,"-1.785",160,"31",1,14238,2184,95.593
8,"=","GYM CLASS HEROES Ass Back Home",8517,"+64",650,"-28",55.867,"+0.110",100,"28",8,8517,1379,55.867
9,"=","WANTED Glad You Came",7837,"+170",961,"+108",47.491,"+1.243",55,"2",9,7837,1330,47.491
10,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",6741,"+45",818,"-92",42.187,"+0.525",100,"11",10,6741,1174,42.187
11,"=","GAVIN DEGRAW Not Over You",6465,"-59",-404,"+50",35.456,"+0.214",191,"39",10,7039,547,37.933
12,"+1","KATY PERRY Part Of Me",6346,"+161",1683,"-162",39.718,"+0.765",19,"6",12,6346,3625,39.718
13,"-1","BRUNO MARS It Will Rain",6188,"-2",-820,"+242",35.937,"-0.174",152,"42",1,13635,2024,86.477
14,"=","KATY PERRY The One That Got Away",5732,"-112",-1062,"+147",34.946,"-0.634",148,"77",1,13402,1631,80.623
15,"=","DRAKE Take Care f/Rihanna",5543,"+82",641,"-37",41.095,"+0.489",56,"19",15,5543,1220,41.095
16,"+1","OUTASIGHT Tonight Is The Night",5395,"+43",273,"+17",28.068,"+0.437",123,"38",16,5395,572,28.068
17,"-1","LMFAO Sexy And I Know It",5363,"-55",-249,"-12",33.682,"-0.332",189,"13",2,12000,1530,74.768
18,"=","SELENA GOMEZ & THE SCENE Love You Like A...",4792,"-49",-926,"+178",30.006,"-0.452",193,"65",6,9154,1208,48.131
19,"+1","CALVIN HARRIS Feel So Close",3814,"+150",1193,"+10",27.976,"+0.865",23,"47",19,3814,1328,27.976
20,"+1","CHRIS BROWN Turn Up The Music",3783,"+125",918,"+30",20.138,"+0.778",31,"25",20,3783,987,20.138
21,"-2","LMFAO Sorry For Party Rocking",3759,"-41",-186,"-6",14.554,"-0.127",53,"52",19,3980,1009,16.853
22,"=","NICKI MINAJ Starships",3529,"+142",1497,"-114",22.414,"+0.861",18,"7/79",22,3529,1834,22.414
23,"=","FLO RIDA Wild Ones f/Sia",2854,"+84",924,"-31",21.386,"+0.837",28,"8",23,2854,973,21.386
24,"=","TRAIN Drive By",2744,"+18",319,"-6",11.933,"+0.265",48,"15",23,2744,500,11.933
25,"=","BREATHE CAROLINA Blackout",2441,"-36",-887,"+199",13.48,"-0.151",191,"74",17,4661,498,24.36
26,"+1","JAY Z & KANYE WEST N***** In Paris",2122,"-77",-872,"+41",13.795,"-0.752",118,"36",15,5155,785,36.602
27,"-1","HOT CHELLE RAE I Like It Like That f/New...",2088,"-122",-1214,"+80",8.91,"-0.420",155,"57",15,5237,639,24.246
28,"=","J. COLE Workout",2008,"-33",-338,"+62",15.835,"-0.367",131,"75",12,5803,659,35.209
29,"=","COLDPLAY Princess Of China",1974,"+28",176,"+33",9.407,"+0.109",98,"62",29,1974,363,9.624
30,"=","FUN. We Are Young f/Janelle Monae",1843,"+151",1070,"+21",13.056,"+1.087",10,"1",30,1843,1070,13.056
31,"=","KARMIN Broken Hearted",1730,"+110",629,"+22",8.241,"+0.594",13,"--",31,1730,739,8.241
32,"=","CHRISTINA PERRI A Thousand Years",1583,"+41",244,"+12",7.837,"+0.192",58,"32",32,1583,280,7.837
33,"+2","JASON DERULO Breathing",1410,"+32",151,"+5",5.049,"+0.066",28,"285",33,1410,432,5.049
34,"-1","MADONNA Give Me All Your Luvin'",1398,"-140",-1080,"+35",5.081,"-0.683",28,"82",20,4569,4569,39.788
35,"-1","JOJO Disaster",1338,"-124",-598,"-114",5.857,"-0.322",111,"317",27,1975,318,7.773
36,"+1","TYGA Rack City",1186,"+26",59,"+27",6.233,"+0.044",36,"17",36,1186,287,8.937
37,"+1","DEV & ENRIQUE IGLESIAS Naked",1158,"+27",36,"+35",4.144,"+0.066",42,"177",37,1158,318,4.144
38,"-2","AVICII Levels (ID)",1146,"-47",-179,"-38",8.674,"-0.099",58,"95",33,1352,260,9.722
39,"=","RIHANNA Talk That Talk f/Jay Z",1125,"+29",172,"+6",4.633,"+0.174",25,"55",39,1125,256,4.633
40,"+3","ONE DIRECTION What Makes You Beautiful",877,"+87",545,"+61",4.658,"+0.544",3,"29",40,877,545,4.658
41,"+1","HAVANA BROWN We Run The Night f/Pitbull",819,"+24",87,"+3",5.97,"-0.031",20,"195",41,819,237,6.001
42,"-1","COLBIE CAILLAT Brighter Than The Sun",784,"-67",-302,"-54",3.126,"-0.201",118,"93",34,1153,157,4.408
