"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TAYLOR SWIFT","Bad Blood",18240,-233,-1080,-157,116.184,-0.305,68,"16/36",1,19566,6848,120.08
2,"=","OMI","Cheerleader",17784,222,1498,50,101.717,1.057,84,"1/50",2,17784,2755,101.717
3,"=","THE WEEKND","Can't Feel My Face",16731,153,1452,-118,99.787,0.698,47,"2",3,16731,4549,99.787
4,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",15390,-274,-970,-257,91.87,-1.374,139,"28",2,16451,2042,99.313
5,"=","FIFTH HARMONY","Worth It f/Kid Ink",14102,115,530,99,75.407,0.236,143,"15",5,14102,1718,75.938
6,"=","WALK THE MOON","Shut Up And Dance",11101,-128,-1305,214,72.638,-1.319,161,"13",2,17842,2567,102.857
7,"=","MAJOR LAZER","Lean On f/MØ & DJ Snake",10699,87,761,7,58.774,0.897,76,"9",7,10699,2026,58.774
8,"=","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",10538,83,670,43,66.711,1.001,105,"14",8,10538,1280,66.711
9,"=","ANDY GRAMMER","Honey, I'm Good",10408,-19,-181,6,56.132,-0.109,150,"6",8,10607,1319,57.373
10,"=","WIZ KHALIFA","See You Again f/Charlie Puth",10057,-209,-2146,110,64.797,-1.266,113,"23",1,19208,3713,118.768
11,"=","RACHEL PLATTEN","Fight Song",8782,156,915,39,48.676,0.715,68,"5",11,8782,1603,48.676
12,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",8534,144,733,23,46.582,1.321,33,"7",12,8534,4663,46.582
13,"=","DEMI LOVATO","Cool For The Summer",8348,165,955,-22,46.737,1.018,24,"11",13,8348,4704,46.737
14,"=","JASON DERULO","Want To Want Me",7755,-102,-945,81,54.367,-0.334,138,"38",1,18660,4301,111.336
15,"=","ED SHEERAN","Photograph",7600,133,709,85,44.431,0.941,71,"18",15,7600,1005,44.431
16,"=","FALL OUT BOY","Uma Thurman",6304,85,674,-38,36.806,0.972,96,"19",16,6304,1040,36.806
17,"+1","PITBULL","Fun f/Chris Brown",5427,-126,-205,-98,23.872,-0.936,90,"43",17,5742,746,28.354
18,"-1","SIA","Elastic Heart f/The Weeknd...",5357,-348,-1802,-247,28.53,-2.335,132,"57",13,7499,909,45.191
19,"=","TORI KELLY","Should've Been Us",4558,83,439,71,19.182,0.491,52,"89",19,4558,919,19.182
20,"=","ZEDD","Beautiful Now f/Jon Bellion",4249,70,454,-52,17.637,0.516,58,"103",20,4249,915,17.637
21,"=","DJ SNAKE & ALUNAGEORGE","You Know You Like It",3867,-25,-722,98,26.411,-0.335,140,"42",6,11556,1606,64.807
22,"=","OMARION","Post To Be f/Chris Brown&Jhene",3784,35,249,-11,22.454,0.083,62,"71",22,3784,598,22.67
23,"+1","SILENTO","Watch Me",3319,83,487,46,16.321,0.476,41,"3",23,3319,832,16.321
24,"+1","FLO RIDA","I Don't Like It, I Love It",3082,59,321,5,14.912,0.1,55,"37",24,3082,481,14.912
25,"+1","ADAM LAMBERT","Ghost Town",2974,76,327,86,12.518,0.65,83,"67",25,2974,661,12.518
26,"+2","JASON DERULO","Cheyenne",2652,101,459,18,12.293,0.332,23,"165",26,2652,916,12.293
27,"=","SAM SMITH","Like I Can",2647,40,309,-4,9.779,0.114,56,"111",26,2647,605,9.779
