"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","FLO RIDA","My House",17849,"-53",-274,"-63",95.726,"-1.219",155,"3",1,18123,2285,104.909
2,"=","TWENTY ONE PILOTS","Stressed Out",16402,"-190",-1074,"-68",105.103,"-1.301",128,"7",1,19140,2702,124.646
3,"=","SELENA GOMEZ","Hands To Myself",15566,"+27",1246,"-197",88.968,"-0.192",79,"28",3,15566,1952,89.574
4,"=","JUSTIN BIEBER","Love Yourself",15355,"-108",-1277,"+100",104.941,"-0.907",109,"10",1,19000,4103,124.28
5,"=","G-EAZY","Me Myself And I f/Bebe Rexha",14163,"+172",1061,"+28",83.72,"+0.895",75,"14/94",5,14163,1836,83.72
6,"=","DNCE","Cake By The Ocean",13083,"+87",579,"+10",83.882,"+0.984",174,"8",6,13083,1111,83.882
7,"=","ZAYN","Pillowtalk",11760,"+190",1239,"+34",74.211,"+1.018",53,"13/95",7,11760,2441,74.211
8,"=","RIHANNA","Work f/Drake",11108,"+67",696,"-47",64.204,"-0.096",55,"4/65",8,11108,3999,65.782
9,"+1","MIKE POSNER","I Took A Pill In Ibiza",10893,"+169",1306,"+46",64.072,"+1.233",67,"21",9,10893,1578,64.072
10,"-1","THE CHAINSMOKERS","Roses f/Rozes",10400,"-489",-2759,"-189",56.762,"-1.430",177,"29",3,14687,2023,83.872
11,"=","CHARLIE PUTH","One Call Away",9212,"-59",-158,"-130",47.664,"-0.626",134,"12",10,9491,931,51.298
12,"=","MEGHAN TRAINOR","NO",8776,"+272",2589,"-107",52.028,"+1.187",18,"2",12,8776,5498,52.028
13,"=","LUKAS GRAHAM","7 Years",7689,"+191",1335,"+61",43.432,"+1.274",65,"1",13,7689,1392,43.432
14,"=","ZARA LARSSON & MNEK","Never Forget You",7560,"+168",1049,"+114",42.793,"+1.232",48,"9",14,7560,1534,42.793
15,"=","FIFTH HARMONY","Work From Home",7055,"+162",1472,"-2",36.726,"+0.804",25,"6",15,7055,4059,36.726
16,"=","DJ SNAKE","Middle f/Bipolar Sunshine",6432,"+59",577,"-54",33.201,"+0.272",65,"11",16,6432,1239,33.201
17,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",6010,"-343",-1612,"-311",32.687,"-1.560",116,"61",13,7836,1193,44.484
18,"=","TAYLOR SWIFT","New Romantics",5690,"+62",795,"-6",26.988,"+0.352",27,"19",18,5690,2558,26.988
19,"=","THE WEEKND","In The Night",5350,"-101",-566,"+48",31.704,"-0.495",131,"102",3,15760,3011,89.68
20,"=","JUSTIN BIEBER","Company",5146,"+171",1358,"+1",24.824,"+0.933",23,"99",20,5146,2006,24.824
21,"+1","ARIANA GRANDE","Dangerous Woman",4848,"+382",2379,"-9",27.967,"+1.369",11,"5",21,4848,4214,33.464
22,"-1","ELLIE GOULDING","Something In The Way You Move",4500,"-474",-3069,"-401",17.238,"-2.539",74,"110",14,7731,1673,38.605
23,"=","TROYE SIVAN","Youth",4487,"+84",519,"+79",17.373,"+0.394",79,"16",22,4487,660,17.373
24,"=","ALESSIA CARA","Wild Things",3942,"+71",309,"+72",15.882,"+0.369",51,"44",24,3942,814,15.882
25,"=","SHAWN HOOK","Sound Of Your Heart",3077,"+7",188,"+33",10.563,"-0.025",72,"208",25,3077,576,10.588
26,"=","GWEN STEFANI","Make Me Like You",2767,"+57",203,"+91",9.165,"+0.169",33,"32",26,2767,1040,9.165
27,"=","ZENDAYA","Something New f/Chris Brown",2423,"-17",-100,"-32",9.003,"-0.210",39,"124",27,2568,892,10.907
28,"=","JAMES BAY","Let It Go",2090,"+33",281,"+7",9.368,"+0.082",30,"18",28,2090,885,9.368
29,"=","NATHAN SYKES","Over And Over Again f/A.Grande",2043,"+28",86,"+6",6.486,"-0.048",56,"170",29,2043,585,6.534
30,"=","RACHEL PLATTEN","Stand By You",1665,"-292",-1912,"-168",7.208,"-0.974",144,"49",19,4017,493,19.073
31,"=","RUTH B.","Lost Boy",1602,"+46",425,"+23",6.122,"+0.165",36,"33",31,1602,425,6.122
32,"=","KYGO","Stole The Show f/Parson James",1420,"-62",-94,"-68",5.582,"-0.176",48,"164",32,1668,374,6.89
33,"=","NELLY","Die A Happy Man",1408,"+4",138,"-3",3.598,"-0.081",30,"194",33,1408,555,4.305
34,"+1","THE CHAINSMOKERS","Don't Let Me Down f/Daya",1216,"+113",616,"+83",8.847,"+0.752",9,"22",34,1216,616,8.847
35,"-1","PANIC! AT THE DISCO","Victorious",1133,"+29",180,"+7",2.896,"+0.047",24,"86",34,1133,273,2.896
36,"=","HAILEE STEINFELD","Rock Bottom f/DNCE",1109,"+19",232,"-2",3.391,"+0.072",19,"467",36,1109,560,3.391
37,"+1","DILLON FRANCIS & KYGO","Coming Over f/James Hersey",909,"+35",226,"+11",3.314,"+0.135",16,"871",37,909,283,3.314
38,"-1","ADELE","When We Were Young",874,"-35",-450,"+46",4.298,"-0.068",97,"57",11,8301,1962,41.764
39,"=","MAJOR LAZER","Light It Up f/Nyla",801,"+33",203,"+23",3.206,"+0.110",20,"227",39,801,224,3.206
40,"+1","HALSEY","Colors",744,"+14",176,"-8",1.986,"-0.018",16,"264",40,744,304,2.004
41,"-1","TORY LANEZ","Say It",736,"-18",-24,"-26",1.717,"-0.034",30,"130",40,791,285,2.097
42,"=","SIA","Cheap Thrills",721,"+40",165,"+22",1.963,"+0.139",14,"122",42,721,165,1.963
43,"=","FLUME","Never Be Like You f/Kai",655,"+47",206,"+23",3.561,"+0.142",7,"119",43,655,284,3.561
44,"=","KELLY CLARKSON","Piece By Piece",580,"+5",129,"-17",2.244,"-0.011",9,"47",44,580,146,2.274
45,"=","ANDRA DAY","Rise Up",578,"+6",95,"-9",1.353,"+0.045",9,"193",45,578,116,1.353
46,"+2","IGGY AZALEA","Team",576,"+137",576,"+137",4.591,"+0.866",2,"20",46,576,576,4.591
47,"-1","DUKE DUMONT","Ocean Drive",544,"-19",-136,"-5",2.107,"-0.073",37,"403",41,761,183,2.423
48,"-1","GRACE","You Don't Own Me f/G-Eazy",530,"+31",168,"+15",1.742,"+0.041",4,"249",47,530,168,1.742
49,"--","DEMI LOVATO","Stone Cold",432,"--",317,"--",3.979,"--",1,"223",49,432,317,3.979
