"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"+1","THE WEEKND","Earned It",17018,-33,527,-165,101.517,-0.549,78,"7",1,17051,2820,102.104
2,"-1","ELLIE GOULDING","Love Me Like You Do",16988,-203,-1043,-92,106.76,-1.616,117,"16",1,18696,2216,120.696
3,"=","NATALIE LA ROSE","Somebody f/Jeremih",14741,-196,-929,-162,81.219,-0.85,123,"23",3,15912,2141,87.237
4,"=","JASON DERULO","Want To Want Me",13485,130,925,-45,79.058,1.237,59,"3",4,13485,4301,79.058
5,"+1","WIZ KHALIFA","See You Again f/Charlie Puth",12766,482,3362,71,92.092,3.155,34,"1/60",5,12766,3607,92.092
6,"+1","WALK THE MOON","Shut Up And Dance",12286,173,1606,-96,79.026,1.695,82,"2",6,12286,2103,79.026
7,"-2","MAROON 5","Sugar",12123,-293,-2919,228,84.189,-1.392,116,"18/63",1,18530,2244,117.81
8,"=","ARIANA GRANDE","One Last Time",11987,-29,122,-83,71.702,-0.183,89,"37",6,12152,2135,76.95
9,"=","NICK JONAS","Chains",11607,53,812,-138,64.057,0.676,116,"24",8,11607,1317,64.057
10,"=","FLO RIDA","GDFR f/Sage The Gemini",11273,-15,41,-65,58.84,-0.275,118,"17",7,11307,1433,61.931
11,"=","TAYLOR SWIFT","Style",9819,-196,-1244,120,66.613,-1.781,122,"33",1,18488,3111,115.714
12,"=","TOVE LO","Talking Body",8032,122,692,-28,47.602,0.823,112,"12",12,8032,1043,47.602
13,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",6906,182,1113,55,43.588,1.183,60,"8",13,6906,1113,43.588
14,"=","DJ SNAKE & ALUNAGEORGE","You Know You Like It",6495,215,1416,33,34.846,1.074,61,"20",14,6495,1416,34.846
15,"+1","MEGHAN TRAINOR","Dear Future Husband",5706,-13,237,-128,27.093,0.068,48,"11",15,5719,1246,27.093
16,"-1","ZEDD","I Want You To Know f/S. Gomez",5413,-435,-2916,-180,28.161,-2.221,73,"78",11,9109,3786,52.698
17,"=","ECHOSMITH","Bright",4690,27,149,-12,20.596,0.058,94,"30",17,4690,965,20.596
18,"=","FIFTH HARMONY","Worth It f/Kid Ink",4675,49,516,-75,21.782,0.28,64,"14",18,4675,892,21.782
