"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TAYLOR SWIFT","Blank Space",17074,"+8",-364,"+45",110.649,"-0.093",68,"2",1,18014,3248,118.647
2,"=","NICK JONAS","Jealous",14297,"+111",185,"+227",84.532,"+0.735",115,"11",2,14461,1846,86.277
3,"=","ARIANA GRANDE & THE WEEKND","Love Me Harder",13682,"+84",325,"-9",79.953,"+0.395",89,"21",3,13781,1751,81.797
4,"=","SAM SMITH","I'm Not The Only One",12242,"+149",256,"+206",75.983,"+1.326",101,"10",4,12242,1806,77.418
5,"=","MAROON 5","Animals",11425,"+2",-411,"+106",78.81,"+0.315",103,"12",1,17381,3186,114.705
6,"+1","CALVIN HARRIS","Blame f/John Newman",10693,"+29",-700,"+265",67.183,"+0.064",118,"65",3,13993,1988,88.09
7,"-1","MR PROBZ","Waves",10557,"-127",-567,"-82",67.025,"-0.684",175,"33",5,12307,1264,83.219
8,"=","HOZIER","Take Me To Church",10146,"+134",215,"+173",62.483,"+0.696",83,"3",8,10146,1600,64.59
9,"=","MARK RONSON","Uptown Funk f/Bruno Mars",9634,"+175",536,"+99",59.145,"+1.129",55,"1",9,9634,2689,59.145
10,"=","SELENA GOMEZ","The Heart Wants What It Wants",8938,"+48",56,"+15",56.832,"+0.650",59,"15",10,9109,2058,57.914
11,"+1","MEGHAN TRAINOR","Lips Are Movin",7947,"+132",191,"+203",43.499,"+0.502",76,"5",11,7947,1423,43.638
12,"-1","ED SHEERAN","Don't",7915,"-63",-614,"+211",48.817,"-0.680",175,"20",2,15646,2073,94.331
13,"=","TOVE LO","Habits (Stay High)",7448,"+3",-350,"+197",50.661,"-0.068",195,"41",1,16744,2816,110.186
14,"=","ALESSO","Heroes",6553,"+22",-88,"+193",40.799,"+0.169",118,"37",13,7022,896,41.958
15,"=","IGGY AZALEA","Beg For It f/MØ",5704,"-158",-952,"-50",27.721,"-0.586",72,"34",11,7303,2920,38.689
16,"=","JAMES NEWTON HOWARD","The Hanging Tree f/J. Lawrence",5529,"+196",616,"+138",35.799,"+1.256",27,"16/64",16,5529,2403,35.799
17,"=","TAYLOR SWIFT","Shake It Off",4912,"-17",-157,"+81",33.764,"+0.135",139,"6",1,17531,9016,110.142
