"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5","One More Night",13668,"-11",223,"-123",96.987,"+0.661",85,"4",1,13679,1593,96.987
2,"=","PINK","Blow Me (One Last Ki...",12201,"-236",-525,"-234",86.9,"-1.641",99,"34",1,12762,2737,90.315
3,"=","JUSTIN BIEBER","As Long As You Love ...",11751,"+41",504,"-83",78.11,"+0.671",98,"14",3,11751,1300,78.394
4,"=","TAYLOR SWIFT","We Are Never Ever Ge...",10874,"+217",1097,"+64",71.363,"+0.303",58,"8",4,10874,4592,71.363
5,"+1","FUN.","Some Nights",10616,"+142",1098,"-16",69.534,"+1.049",123,"5",5,10616,1295,69.534
6,"-1","OWL CITY & CARLY RAE...","Good Time",10585,"-42",30,"-87",71.212,"-0.620",107,"20",4,10627,1961,71.832
7,"=","NEON TREES","Everybody Talks",9385,"-95",-891,"+0",54.278,"-0.620",185,"27",3,10891,1632,66.269
8,"=","ALEX CLARE","Too Close",9057,"+108",773,"-9",60.216,"+0.349",135,"10",8,9057,1328,60.216
9,"=","FLO RIDA","Whistle",7815,"-240",-1775,"+47",48.467,"-1.144",128,"18",1,12179,1412,76.089
10,"=","CHRIS BROWN","Don't Wake Me Up",7059,"+141",734,"-27",49.823,"+0.649",116,"21",10,7059,982,49.823
11,"=","ELLIE GOULDING","Lights",6567,"-172",-705,"-15",50.416,"-1.521",244,"32",1,13999,1482,101.262
12,"=","PSY","Gangnam Style",6051,"+134",908,"-38",47.307,"+0.400",32,"3",12,6051,1695,47.307
13,"=","ENRIQUE IGLESIAS","Finally Found You f/...",5615,"-31",316,"-137",35.114,"-0.018",43,"33",13,5646,1803,35.324
14,"=","KE$HA","Die Young",5592,"+175",1824,"-188",42.197,"+0.780",16,"6",14,5592,3842,42.197
15,"=","NE-YO","Let Me Love You",5468,"+126",803,"+1",43.404,"+1.455",63,"15",14,5468,834,43.404
16,"+1","KATY PERRY","Wide Awake",4894,"-71",-1222,"+127",33.826,"-0.102",142,"62",1,14124,2824,100.029
17,"-1","NICKI MINAJ","Pound The Alarm",4826,"-218",-1358,"+1",30.254,"-1.425",87,"51",11,6583,1036,45.522
18,"=","RIHANNA","Diamonds",4407,"+190",2142,"+737",31.392,"+1.480",15,"9",18,4407,2812,31.392
19,"=","ONE DIRECTION","Live While We're You...",4299,"+100",628,"-60",24.891,"+0.192",21,"11",19,4299,2151,24.891
20,"+1","TRAIN","50 Ways To Say Goodb...",4148,"+18",183,"-76",22.43,"+0.244",68,"16",17,4148,717,22.43
21,"-1","KARMIN","Hello",3893,"-244",-580,"-244",20.206,"-1.298",65,"55",16,4491,1012,25.698
22,"+1","DAVID GUETTA","I Can Only Imagine f...",3759,"+26",188,"-25",23.843,"+0.353",74,"64",19,3759,589,23.843
23,"-1","CHRISTINA AGUILERA","Your Body",3748,"+12",346,"-44",22.092,"+0.150",27,"40",21,3748,2059,22.092
24,"=","USHER","Numb",3540,"+39",351,"+15",19.306,"+0.161",39,"95",22,3540,1028,19.306
25,"+1","BRUNO MARS","Locked Out Of Heaven",2749,"+298",1327,"+41",21.068,"+1.635",10,"24",25,2905,2790,23.292
26,"-1","LINKIN PARK","Burn It Down",2713,"-1",116,"-43",12.481,"+0.072",127,"90",23,2714,475,12.49
27,"=","PHILLIP PHILLIPS","Home",2362,"+52",270,"-16",14.496,"+0.374",92,"12",27,2362,327,14.496
28,"=","ONEREPUBLIC","Feel Again",2192,"-19",4,"-68",11.367,"-0.069",35,"47",26,2256,813,11.472
29,"=","CHER LLOYD","Want U Back",1846,"-78",-555,"-13",10.792,"-0.352",152,"46",9,8069,1103,45.503
30,"+1","FLO RIDA","I Cry",1803,"+51",405,"-27",10.914,"+0.535",26,"26",30,1803,492,10.914
31,"-1","ED SHEERAN","The A Team",1800,"+32",229,"-7",13.63,"+0.419",53,"29",29,1800,276,13.63
32,"=","TREY SONGZ","2 Reasons f/T.I.",1622,"+38",179,"+30",9.325,"+0.174",53,"96",31,1622,243,9.325
33,"=","RITA ORA","R.I.P. f/Tinie Tempa...",1515,"-4",210,"-38",5.951,"-0.170",39,"141",33,1519,352,6.184
34,"+1","ADELE","Skyfall",1151,"+107",1151,"+107",12.127,"+0.437",6,"2",34,1151,1151,12.127
