"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5","One More Night",15337,42,203,5,118.628,-0.161,108,"5",1,15337,1593,119.954
2,"=","TAYLOR SWIFT","We Are Never Ever Ge...",13523,24,217,44,90.845,0.107,81,"7",2,13523,4592,90.845
3,"=","JUSTIN BIEBER","As Long As You Love ...",13115,-116,-353,-174,97.154,-0.929,121,"28",2,13498,1300,100.233
4,"=","FUN.","Some Nights",12650,74,231,100,85.667,-0.09,146,"9",4,12650,1295,87.245
5,"=","ALEX CLARE","Too Close",11351,-26,288,-74,79.495,0.527,158,"26",5,11377,1328,79.495
6,"=","CHRIS BROWN","Don't Wake Me Up",10275,104,703,3,74.363,0.527,139,"34",6,10275,1456,74.515
7,"=","KE$HA","Die Young",9491,87,872,-73,68.86,0.964,39,"3",7,9491,3842,68.86
8,"=","PINK","Blow Me (One Last Ki...",8464,-162,-977,-68,62.846,-1.631,122,"74",1,12762,2737,90.315
9,"=","NE-YO","Let Me Love You",8384,187,760,67,75.863,1.198,86,"24",9,8384,1189,75.863
10,"+1","RIHANNA","Diamonds",8111,107,826,-80,64.325,0.993,38,"6",10,8111,2812,64.325
11,"-1","OWL CITY & CARLY RAE...","Good Time",8055,-127,-1383,63,53.192,-0.529,130,"37",4,10627,1961,71.832
12,"=","PSY","Gangnam Style",7469,-46,-218,-65,55.392,-0.57,55,"1",10,7746,1695,59.817
13,"=","ENRIQUE IGLESIAS","Finally Found You f/...",7155,8,254,-40,47.652,0.018,66,"60",13,7155,1803,47.652
14,"=","BRUNO MARS","Locked Out Of Heaven",6969,110,873,-23,52.022,1.437,33,"2",14,6969,2790,52.022
15,"=","ONE DIRECTION","Live While We're You...",5330,13,134,-13,28.017,-0.07,44,"39",15,5330,2151,28.68
16,"=","FLO RIDA","I Cry",4963,113,1011,-33,38.996,0.685,49,"8",16,4963,1268,38.996
17,"=","TRAIN","50 Ways To Say Goodb...",4611,-66,-201,-37,27.762,-0.331,91,"33",16,4812,717,29.769
18,"=","FLO RIDA","Whistle",4290,-74,-681,43,26.374,-0.634,151,"43",1,12179,1412,76.089
19,"=","PHILLIP PHILLIPS","Home",4251,120,805,60,31.545,0.468,115,"17",19,4251,887,31.545
20,"=","CHRISTINA AGUILERA","Your Body",3696,-110,-348,-72,20.374,-0.688,50,"58",19,4044,2059,23.985
21,"=","ONEREPUBLIC","Feel Again",3365,92,420,28,18.519,0.871,58,"51",21,3365,813,18.519
22,"+1","ED SHEERAN","The A Team",3045,73,664,-19,27.823,0.378,76,"50",22,3045,683,27.823
23,"-1","USHER","Numb",2838,-222,-854,-239,16.988,-1.262,62,"96",20,3707,1028,21.944
24,"=","DAVID GUETTA","I Can Only Imagine f...",2335,-58,-834,131,13.215,-0.69,97,"125",19,3797,589,24.197
25,"+1","LUMINEERS","Ho Hey",2101,95,489,14,15.43,0.522,48,"19",25,2101,583,15.43
26,"+1","NICKI MINAJ","Va Va Voom",2068,136,1151,-22,20.882,1.145,15,"81",26,2068,1200,20.882
27,"-2","TREY SONGZ","2 Reasons f/T.I.",2020,-45,-55,-61,13.022,-0.513,76,"126",25,2118,262,13.967
28,"=","RITA ORA","R.I.P. f/Tinie Tempa...",1867,-1,57,-26,8.046,-0.156,62,"131",26,1868,352,8.368
29,"=","THE SCRIPT","Hall Of Fame f/will....",1839,32,377,-5,8.582,0.164,48,"35",28,1839,468,8.582
30,"=","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",1824,63,344,39,14.349,0.623,55,"77",29,1824,416,14.349
31,"=","PITBULL","Don't Stop The Party",1757,51,430,9,12.599,0.194,27,"115",31,1757,457,12.599
