"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BRUNO MARS","Locked Out Of Heaven",15459,-113,172,-190,119.049,-0.685,86,"2",1,15628,2790,120.877
2,"=","RIHANNA","Diamonds",12996,-96,-267,-112,94.374,0.373,91,"8",2,13317,2812,96.67
3,"=","LUMINEERS","Ho Hey",11908,-39,843,-307,91.863,-0.584,101,"3",3,11947,1921,93.144
4,"=","FLO RIDA","I Cry",10751,-66,135,-223,77.054,-0.136,102,"13",4,10865,1268,77.755
5,"=","KE$HA","Die Young",9735,-440,-3156,92,71.153,-2.188,92,"11",1,15607,3842,121.911
6,"=","NE-YO","Let Me Love You",9614,-238,-1034,-79,67.501,-1.092,139,"38",4,12234,1345,90.373
7,"+1","JUSTIN BIEBER","Beauty And A Beat f/...",9170,84,1017,-83,69.611,0.439,69,"7",7,9170,1998,69.611
8,"-1","MAROON 5","One More Night",9142,-271,-1141,-193,69.723,-0.725,161,"15",1,15401,1593,119.954
9,"=","PHILLIP PHILLIPS","Home",8855,-71,179,-161,57.084,-1.12,168,"9",8,9023,1033,59.098
10,"=","TAYLOR SWIFT","I Knew You Were Trou...",8800,113,1536,-174,66.494,1.296,37,"1",10,8800,2452,66.494
11,"=","PINK","Try",7930,-18,518,-206,51.953,0.088,59,"10",11,7948,1515,52.323
12,"=","ED SHEERAN","The A Team",7720,-38,539,-240,53.664,-0.911,129,"22",12,7758,1183,56.912
13,"=","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",7516,-60,526,-300,57.314,-0.747,108,"12",13,7576,1312,59.478
14,"=","FUN.","Some Nights",6880,-247,-1298,-131,48.384,-0.706,199,"17",2,13297,1295,93.147
15,"=","WILL.I.AM & BRITNEY ...","Scream And Shout",4931,120,1018,-42,36.332,0.816,31,"4",15,4931,1543,36.332
16,"+1","ALICIA KEYS","Girl On Fire",4844,143,1082,-22,38.019,1.005,64,"24/63",16,4844,1171,38.019
17,"-1","PITBULL","Don't Stop The Party",4784,51,550,37,31.583,0.175,80,"16",15,4784,567,32.072
18,"+2","CALVIN HARRIS","Sweet Nothing f/Flor...",4455,120,667,25,35.762,0.312,41,"32",18,4455,875,35.762
19,"-1","MAROON 5","Daylight",4397,14,834,-148,26.551,-0.161,33,"41",18,4397,1101,26.712
20,"-1","ONE DIRECTION","Little Things",4382,8,443,-148,26.416,0.299,38,"30",18,4382,1166,26.829
21,"+1","THE SCRIPT","Hall Of Fame f/will....",3894,8,227,-24,20.107,-0.03,101,"26",18,3937,493,20.971
22,"-1","KELLY CLARKSON","Catch My Breath",3865,-87,177,-124,23.954,-0.447,61,"23",18,3952,767,24.801
23,"=","IMAGINE DRAGONS","It's Time",3706,-26,161,-84,25.478,-0.075,94,"18",23,3774,833,26.274
