"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MILEY CYRUS","Wrecking Ball",14370,-163,-803,-133,96.172,-0.915,76,"12",1,15459,2954,107.57
2,"=","AVICII","Wake Me Up",13290,-156,-1591,1,103.717,-0.638,122,"11",1,17010,2103,116.977
3,"=","LORDE","Royals",12665,-183,-1417,-145,85.703,-3.235,106,"6",1,16495,2817,112.509
4,"=","IMAGINE DRAGONS","Demons",12316,299,1250,182,83.203,1.764,86,"8",4,12316,1982,83.203
5,"=","DRAKE","Hold On We're Goi...",11500,-42,-390,29,64.151,-0.63,107,"24",4,11961,1610,74.25
6,"+1","EMINEM","The Monster f/Rih...",10405,365,2882,-22,77.453,3.326,28,"4/52",6,10405,2904,77.453
7,"-1","LADY GAGA","Applause",9905,-445,-1785,-317,66.398,-2.26,106,"23",4,12273,3922,81.876
8,"=","SELENA GOMEZ","Slow Down",9772,52,-40,39,55.357,-0.233,100,"73",7,9868,1167,57.795
9,"+1","ONEREPUBLIC","Counting Stars",9200,443,2417,189,71.247,3.433,45,"7",9,9200,2417,71.247
10,"+1","KATY PERRY","Unconditionally",8519,182,836,16,47.999,0.656,38,"18",9,8519,3384,47.999
11,"-2","KATY PERRY","Roar",8517,-260,-1712,34,59.16,-2.303,107,"13",1,17176,6098,117.145
12,"=","PITBULL","Timber f/Ke$ha",8011,201,1136,-52,53.395,1.313,43,"2",12,8011,1716,53.395
13,"=","ZEDD","Stay The Night f/...",7535,176,1008,12,52.669,0.823,58,"40",13,7535,1238,52.669
14,"=","JUSTIN TIMBERLAKE","TKO",6647,36,36,19,31.955,-0.052,63,"85",11,6647,1724,32.813
15,"=","NEIGHBOURHOOD","Sweater Weather",6028,67,648,-10,32.13,0.444,150,"20",15,6028,869,32.13
16,"=","JASON DERULO","Marry Me",5874,7,210,-86,31.104,-0.186,73,"41",14,5912,856,31.947
17,"=","LADY GAGA","Do What U Want f/...",5246,236,1371,159,34.818,1.243,28,"15",17,5246,1371,34.818
18,"=","PASSENGER","Let Her Go",4418,106,974,-7,26.52,1.112,58,"10",18,4418,981,26.52
19,"+1","ONE DIRECTION","Story Of My Life",4384,162,1039,52,23.689,1.088,27,"3",19,4384,1292,23.689
20,"-1","MACKLEMORE & RYAN...","White Walls f/ScH...",4363,116,762,9,24.978,0.64,73,"36",19,4363,762,24.978
21,"=","LANA DEL REY","Summertime Sadnes...",3508,-29,-587,72,30.332,-0.108,146,"132",2,13737,1923,88.403
22,"+1","ELLIE GOULDING","Burn",3496,92,792,5,23.799,0.789,51,"33",22,3496,792,23.799
23,"-1","TRAVIE MCCOY","Rough Water f/Jas...",3348,-96,-410,-1,16.176,-0.807,64,"124",20,3883,705,22.115
24,"+1","ENRIQUE IGLESIAS","Heart Attack",2694,-2,72,21,13.001,-0.155,51,"138",24,2696,649,13.314
25,"+1","FALL OUT BOY","Alone Together",2479,43,275,3,10.696,0.213,99,"145",25,2479,357,10.696
26,"-2","RIHANNA","What Now",2466,-311,-1242,-285,10.273,-0.908,66,"106",19,4043,821,17.344
27,"=","SARA BAREILLES","Brave",2248,14,162,-27,13.819,-0.089,86,"27",27,2248,380,13.908
28,"=","JOHN NEWMAN","Love Me Again",2043,47,140,-19,9.398,0.312,53,"104",28,2043,392,9.398
29,"=","ZENDAYA","Replay",1996,53,115,70,7.537,0.078,40,"123",29,1996,457,7.537
30,"+1","BRITNEY SPEARS","Perfume",1845,107,420,73,8.122,0.193,17,"140",30,1845,896,8.122
31,"-1","BRUNO MARS","Gorilla",1559,-195,-1358,120,7.517,-0.783,78,"126",10,7264,1872,38.774
32,"=","BASTILLE","Pompeii",1544,56,522,-26,10.982,0.32,18,"58",32,1544,548,10.982
33,"=","NEW POLITICS","Harlem",1367,10,1,-18,4.934,0.176,82,"199",33,1377,285,4.934
34,"+1","CALVIN HARRIS","Thinking About Yo...",1340,31,178,6,7.764,0.215,25,"288",34,1340,239,7.764
35,"+2","FLO RIDA","How I Feel",1191,64,322,20,6.343,0.178,18,"185",35,1191,386,6.343
36,"-2","J. COLE","Crooked Smile f/T...",1174,-150,-661,-35,4.73,-0.445,99,"312",26,2407,332,12.679
37,"-1","TAYLOR SWIFT","Everything Has .....",1130,-139,-1080,-68,5.768,-0.519,135,"136",14,5693,990,31.815
