"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Set Fire To The Rain",13827,65,437,122,90.644,0.46,93,"5",1,13827,2301,90.644
2,"=","JESSIE J Domino",11857,58,511,-21,66.595,0.147,163,"24",2,11874,1524,66.595
3,"+1","KELLY CLARKSON Stronger (What Doesn't Ki...",11286,222,1992,-28,75.642,1.924,49,"2",3,11286,2321,75.642
4,"-1","FLO RIDA Good Feeling",11076,-99,-834,-23,69.854,-0.34,154,"15",1,13154,1657,85.747
5,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",10759,103,664,25,62.331,0.5,77,"14",4,10759,1674,62.331
6,"=","RIHANNA We Found Love f/Calvin Harris",9047,-81,-604,16,68.941,-0.569,154,"25",1,14238,2184,95.593
7,"=","PITBULL F/CHRIS BROWN International Love",8883,70,673,-2,56.521,0.133,115,"20",7,8883,1086,56.669
8,"=","GYM CLASS HEROES Ass Back Home",7987,120,660,94,52.542,0.573,94,"27",8,7987,1379,52.542
9,"+1","WANTED Glad You Came",7018,142,957,119,41.809,1.032,49,"4",9,7018,1330,41.809
10,"+1","GAVIN DEGRAW Not Over You",6892,23,-7,77,36.392,-0.327,185,"37",10,7039,547,37.933
11,"-2","BRUNO MARS It Will Rain",6852,-156,-988,186,40.663,-1.233,146,"35",1,13635,2024,86.477
12,"=","KATY PERRY The One That Got Away",6579,-215,-1455,247,37.61,-0.523,142,"67",1,13402,1631,80.623
13,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",6145,222,1094,77,37.595,1.259,94,"13",13,6145,1094,37.595
14,"+1","LMFAO Sexy And I Know It",5580,-32,-169,29,33.802,0.23,183,"10",2,12000,1530,74.768
15,"-1","SELENA GOMEZ & THE SCENE Love You Like A...",5533,-185,-978,42,33.473,-0.351,187,"56",6,9154,1208,48.131
16,"=","OUTASIGHT Tonight Is The Night",5223,101,488,97,26.153,0.571,117,"34",16,5223,572,26.153
17,"+1","KATY PERRY Part Of Me",5026,363,1822,-156,34.171,1.909,13,"6",17,5026,3625,34.171
18,"-1","DRAKE Take Care f/Rihanna",5015,113,738,17,38.469,0.668,50,"21",17,5015,1220,38.469
19,"=","LMFAO Sorry For Party Rocking",3914,-31,78,-64,15.814,-0.227,47,"52",19,3980,1009,16.853
20,"=","BREATHE CAROLINA Blackout",3123,-205,-1101,-114,16.155,-0.717,185,"71",17,4661,498,24.36
21,"=","HOT CHELLE RAE I Like It Like That f/New...",3088,-214,-1267,-41,12.15,-0.763,149,"38",15,5237,639,24.246
22,"+1","CHRIS BROWN Turn Up The Music",3051,186,939,44,15.444,0.846,25,"11",22,3051,987,15.444
23,"-1","JAY Z & KANYE WEST N***** In Paris",2807,-187,-1016,-92,19.283,-1.334,112,"29",15,5155,785,36.602
24,"=","CALVIN HARRIS Feel So Close",2800,179,1166,-83,22.476,1.385,17,"62",24,2800,1328,22.476
25,"+1","TRAIN Drive By",2482,57,392,41,10.149,0.33,42,"23",25,2482,500,10.149
26,"-1","MADONNA Give Me All Your Luvin'",2395,-83,-437,-19,12.255,-1.187,22,"47",20,4569,4569,39.788
27,"=","J. COLE Workout",2314,-32,-792,222,17.334,-0.213,125,"76",12,5803,659,35.209
28,"=","NICKI MINAJ Starships",2296,264,911,47,16.696,1.457,12,"9",28,2296,1773,18.287
29,"+1","FLO RIDA Wild Ones f/Sia",2076,146,715,35,16.683,0.741,22,"26",29,2076,715,16.683
30,"-1","JOJO Disaster",1901,-35,-1,-30,7.726,-0.047,105,"385",27,1975,318,7.773
31,"=","COLDPLAY Princess Of China",1800,2,11,-31,8.864,0.002,92,"61",29,1809,363,8.93
