"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","ZAYN","Pillowtalk",17203,165,1244,-63,101.642,1.802,89,"50",1,17203,2441,101.642
2,"=","MIKE POSNER","I Took A Pill In Ibiza",16020,223,1042,68,100.377,1.877,103,"19",2,16020,1578,100.377
3,"=","LUKAS GRAHAM","7 Years",15906,230,1852,-84,95.545,1.249,101,"12",3,15906,2077,95.545
4,"=","DNCE","Cake By The Ocean",14284,-225,-1436,-173,80.034,-1.109,210,"36",2,15763,1185,92.576
5,"=","G-EAZY","Me Myself And I f/Bebe Rexha",13964,-284,-1723,-162,84.374,-1.693,111,"64",1,16250,1836,97.757
6,"=","JUSTIN BIEBER","Love Yourself",12184,-150,-1195,-31,83.28,-2.047,145,"58",1,19000,4103,124.28
7,"=","MEGHAN TRAINOR","NO",12158,-115,-394,-210,64.643,-1.318,54,"16",7,12552,5498,69.649
8,"=","FIFTH HARMONY","Work From Home",11983,102,655,-77,69.15,0.868,61,"18",8,11983,4059,69.15
9,"=","FLO RIDA","My House",11202,-121,-1349,174,68.008,-0.482,191,"28",1,18123,2285,104.909
10,"=","ZARA LARSSON & MNEK","Never Forget You",10530,33,325,-87,61.899,-0.41,84,"32",10,10530,1534,62.309
11,"=","ARIANA GRANDE","Dangerous Woman",9073,147,620,63,52.464,0.673,47,"22",11,9073,4214,52.464
12,"+1","THE CHAINSMOKERS","Don't Let Me Down f/Daya",8418,176,1370,-112,52.748,1.855,45,"15",12,8418,1906,52.748
13,"-1","DJ SNAKE","Middle f/Bipolar Sunshine",8336,74,133,65,44.331,0.171,101,"59",12,8336,1239,44.331
14,"=","SELENA GOMEZ","Hands To Myself",7070,-348,-2151,41,40.63,-1.833,115,"116",1,16291,1952,91.457
15,"=","NICK JONAS","Close f/Tove Lo",6612,126,411,80,33.505,0.562,33,"43",15,6612,3392,33.505
16,"=","ALESSIA CARA","Wild Things",5625,60,418,50,24.787,0.343,87,"90",16,5625,814,24.787
17,"+1","JASON DERULO","If It Ain't Love",5239,89,772,-78,25.032,0.436,26,"134",17,5239,2192,25.032
18,"-1","JUSTIN BIEBER","Company",5162,-360,-1198,-321,25.76,-1.508,59,"151",16,6486,2006,31.446
19,"=","TROYE SIVAN","Youth",4711,-247,-682,-232,18.568,-1.181,115,"46",17,5443,660,22.213
20,"=","JAMES BAY","Let It Go",4608,92,739,42,25.166,1.03,66,"37",20,4608,885,25.166
21,"=","DRAKE","One Dance f/Wizkid & Kyla",4550,344,2142,66,31.736,1.994,17,"5",21,4550,2142,31.736
22,"+1","IGGY AZALEA","Team",3526,45,298,-6,12.487,0.08,38,"104",22,3526,1132,12.565
23,"+1","RUTH B.","Lost Boy",3385,32,256,-34,15.82,0.23,72,"31",23,3385,530,15.82
24,"-2","RIHANNA","Work f/Drake",3380,-168,-2034,210,21.671,-1.067,91,"49",8,11661,3999,67.246
25,"=","RIHANNA","Kiss It Better",3067,112,579,13,15.082,0.231,21,"98",25,3067,1133,15.082
26,"=","PINK","Just Like Fire",2836,253,1363,24,13.505,0.743,12,"68",26,2836,2189,15.897
27,"=","GRACE","You Don't Own Me f/G-Eazy",2416,73,423,-34,10.315,0.211,40,"80",27,2416,603,10.315
28,"=","PITBULL F/ENRIQUE IGLESIAS","Messin' Around",2341,73,486,-31,10.498,0.227,19,"77",28,2341,1675,13.913
29,"=","FLUME","Never Be Like You f/Kai",2086,46,388,10,10.791,0.416,43,"91",29,2086,388,10.791
30,"+1","TWENTY ONE PILOTS","Ride",1732,101,657,14,6.29,0.593,17,"81",30,1732,657,6.29
31,"-1","SIA","Cheap Thrills",1721,12,226,-34,7.002,0.14,50,"92",30,1721,260,7.002
32,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",1611,-18,-199,6,11.843,-0.174,152,"279",13,7836,1193,44.484
33,"=","MAJOR LAZER","Light It Up f/Nyla",1579,2,194,-7,5.701,0.048,56,"175",32,1579,288,5.773
34,"+1","PANIC! AT THE DISCO","Victorious",1445,-44,-165,-38,4.103,-0.172,60,"158",29,1641,273,4.676
35,"+2","HAILEE STEINFELD","Rock Bottom f/DNCE",1362,-26,-34,-56,3.387,-0.048,55,"270",32,1409,560,3.761
36,"=","TAYLOR SWIFT","New Romantics",1313,-108,-694,49,6.438,-0.151,63,"95",17,5862,2558,28.461
37,"-3","GWEN STEFANI","Make Me Like You",1311,-197,-1674,-72,4.655,-0.768,69,"210",23,3265,1040,10.548
38,"=","JEREMIH","Oui",1285,31,183,-22,3.724,0.188,38,"84",38,1285,263,3.724
39,"=","DAYA","Sit Still, Look Pretty",1243,41,233,20,4.007,0.004,31,"214",39,1243,242,4.007
40,"=","MELANIE MARTINEZ","Pity Party",1058,17,116,-1,2.918,0.133,29,"282",40,1058,316,2.918
41,"=","HALSEY","Colors",1028,-13,-38,-28,2.762,-0.08,52,"318",38,1076,304,2.982
42,"+1","DESIIGNER","Panda",944,101,459,74,7.09,0.568,7,"14/89",42,944,459,7.09
43,"-1","BEBE REXHA","No Broken Hearts f/Nicki Minaj",917,32,217,-11,2.624,0.087,12,"547",42,917,270,2.96
44,"+1","ELLIE GOULDING","Army",855,109,719,52,2.72,0.245,3,"--",44,855,719,2.72
45,"-1","BELLY","Might Not f/The Weeknd",819,41,198,32,3.665,0.194,16,"145",44,819,246,3.665
46,"=","ELLE KING","America's Sweetheart",702,5,53,-5,1.656,0.016,28,"103",44,702,345,1.658
47,"=","TRYON","Somebody To Love Me",611,10,59,3,0.91,0.033,16,"--",47,611,95,0.91
48,"=","ALAN WALKER","Faded",564,7,46,-16,4.161,0.041,9,"136",48,564,210,4.161
