"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","CHARLI XCX","Boom Clap",16366,78,625,-6,102.443,0.251,84,"13",1,16366,2210,102.443
2,"=","SAM SMITH","Stay With Me",13560,-299,-1828,-103,82.871,-1.309,117,"12",1,17277,2202,112.938
3,"=","MAROON 5","Maps",13499,248,1079,197,73.201,1.16,82,"7",3,13499,4866,73.201
4,"=","MEGHAN TRAINOR","All About That Bass",12945,522,2554,268,76.247,2.852,60,"1",4,12945,2609,76.247
5,"+1","ARIANA GRANDE","Break Free f/Zedd",11215,118,1121,-97,71.919,0.633,63,"6",5,11215,2327,71.919
6,"+2","TAYLOR SWIFT","Shake It Off",11166,284,1719,130,74.163,2.059,19,"2",6,11166,9016,74.163
7,"-2","MAGIC!","Rude",11156,-350,-2527,53,72.783,-1.64,143,"16",1,17959,2371,118.65
8,"-1","CLEAN BANDIT","Rather Be f/Jess Glynne",11103,210,1287,124,70.039,0.211,100,"10",7,11103,1429,70.039
9,"+1","IGGY AZALEA","Black Widow f/Rita Ora",10038,273,1177,112,66.358,1.864,69,"5",9,10038,1492,66.358
10,"-1","NICO & VINZ","Am I Wrong",9582,-312,-1477,-157,62.354,-1.605,158,"33",1,17731,2409,119.274
11,"=","SIA","Chandelier",9370,31,113,-5,62.919,0.399,139,"9",10,9370,1217,62.919
12,"+1","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",8614,43,333,-33,65.143,0.416,104,"21",12,8614,1299,65.143
13,"+1","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",8262,153,598,95,50.869,0.668,39,"3",13,8262,4716,50.869
14,"-2","DISCLOSURE","Latch f/Sam Smith",8256,-325,-2055,-89,50.454,-1.132,216,"34",3,15461,1542,91.17
15,"=","DEMI LOVATO","Really Don't Care f/Cher Lloyd",6883,-292,-1968,-88,46.446,-1.686,104,"43",7,9530,1152,57.524
16,"+1","JEREMIH","Don't Tell 'Em f/YG",5981,212,1383,65,41.423,1.408,48,"15",16,5981,1383,41.423
17,"-1","ARIANA GRANDE","Problem f/Iggy Azalea",5762,-184,-1474,41,37.932,-1.271,129,"19",1,17403,2576,116.283
18,"=","ECHOSMITH","Cool Kids",5447,154,956,82,28.574,0.705,90,"14",18,5447,956,28.574
19,"+2","TOVE LO","Habits (Stay High)",5174,129,1035,-9,29.581,0.494,75,"17/93",19,5174,1161,29.581
20,"-1","KATY PERRY","This Is How We Do",5149,49,827,-104,26.205,0.519,31,"23",19,5149,1638,26.205
21,"-1","KIESZA","Hideaway",5109,36,103,-14,31.136,-0.011,69,"30",17,5109,788,31.147
22,"=","ED SHEERAN","Don't",4887,150,836,93,26.579,0.729,55,"22",22,4887,836,26.579
23,"=","5 SECONDS OF SUMMER","Amnesia",4723,30,347,-55,21.069,-0.047,52,"26",18,4723,912,21.116
24,"=","COLDPLAY","A Sky Full Of Stars",3951,58,849,-69,28.403,0.045,69,"28",24,3951,918,28.403
25,"=","INGRID MICHAELSON","Girls Chase Boys",3369,51,147,22,14.358,0.207,90,"59",25,3369,499,14.358
26,"=","TINASHE","2 On f/Schoolboy Q",2795,11,53,-4,14.159,0.275,89,"86",26,2795,403,14.907
27,"=","PITBULL","Fireball f/John Ryan",2541,61,471,-75,13.929,-0.167,34,"20",27,2541,739,14.096
28,"=","NICKI MINAJ","Anaconda",2401,61,604,8,9.919,0.424,32,"4/63",28,2401,974,9.919
29,"=","ONEREPUBLIC","Love Runs Out",2183,-130,-1111,13,12.057,-0.459,127,"40",9,8849,1336,45.354
30,"=","RITA ORA","I Will Never Let You Down",2032,-173,-1194,-70,9.208,-0.562,104,"105",20,3585,643,15.988
31,"+2","JASON DERULO","Trumpets",1555,119,694,7,6.759,0.548,12,"29",31,1555,717,6.759
32,"-1","THE 1975","Girls",1554,47,249,25,4.41,0.087,47,"--",31,1554,385,4.41
33,"+1","MR PROBZ","Waves",1499,88,423,33,10.764,0.559,55,"57",33,1499,423,10.764
34,"+1","STEVE AOKI, C. LAKE & TUJAMO","Delirious (Boneless) f/Kid Ink",1339,12,208,19,7.397,0.305,55,"69",33,1339,337,7.57
35,"-3","BECKY G","Shower",1321,-176,-1710,79,6.033,-0.522,113,"42",16,5432,853,23.665
36,"=","JAKE MILLER","First Flight Home",1239,8,117,-18,3.382,0.029,40,"--",35,1239,212,3.382
37,"+1","MKTO","American Dream",1029,24,177,-2,3.998,0.198,24,"--",37,1029,259,3.998
38,"+1","KIM CESARION","Undressed",998,33,176,9,3.977,0.161,26,"182",38,998,217,3.977
39,"-2","FLORIDA-GEORGIA LINE","This Is How We Roll f/J.Derulo",970,-74,-785,51,4.574,-0.347,51,"84",26,2686,1589,13.043
40,"=","RIXTON","Wait On Me",902,26,167,-7,2.631,0.118,15,"--",40,902,352,2.631
41,"+1","CHILDISH GAMBINO","V. 3005",824,39,190,32,5.803,0.276,30,"--",41,824,190,5.803
42,"-1","LIL JON","Bend Ova f/Tyga",819,25,137,17,2.989,0.138,21,"180",41,819,272,2.989
43,"=","BEBE REXHA","Can't Stop Drinking About You",781,26,125,-12,2.142,0.14,15,"--",43,781,292,2.142
44,"=","MARY LAMBERT","Secrets",768,34,212,0,3.042,0.133,7,"113",44,768,260,3.042
45,"=","G.R.L.","Ugly Heart",695,-2,42,8,2.272,0.013,61,"121",42,704,134,2.272
46,"=","FIFTH HARMONY","BO$$",603,-69,-392,-39,1.882,-0.175,48,"88",35,1145,398,3.859
47,"=","DAVID GUETTA","Lovers On The Sun f/Sam Martin",542,0,-37,-18,2.286,-0.208,19,"155",47,579,134,2.494
48,"+1","JESSE MCCARTNEY","Superbad",489,-4,5,-13,1.206,0.032,14,"--",48,494,66,1.508
49,"-1","USHER","She Came To Give It To You",486,-48,-98,-67,2.039,-0.1,39,"87",39,995,498,3.003
50,"=","T.I.","No Mediocre f/Iggy Azalea",452,14,123,-1,1.847,-0.014,6,"44",49,452,143,1.948
