"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","WIZ KHALIFA","See You Again f/Charlie Puth",18921,"-58",-230,"-131",116.016,"-0.703",66,"2",1,19208,3713,118.768
2,"=","JASON DERULO","Want To Want Me",18611,"+30",477,"-60",111.185,"-0.151",91,"8",2,18611,4301,111.336
3,"=","WALK THE MOON","Shut Up And Dance",17309,"+6",169,"-4",96.959,"-0.495",114,"4",3,17309,2567,97.615
4,"=","TOVE LO","Talking Body",14247,"+57",1622,"-279",81.629,"-0.132",144,"19",4,14247,2353,81.761
5,"=","TAYLOR SWIFT","Bad Blood",12887,"+478",3731,"-49",80.064,"+3.425",21,"1/20",5,12887,6848,80.064
6,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",12351,"+4",888,"-237",79.145,"+0.053",92,"9",5,12351,1678,79.145
7,"=","DJ SNAKE & ALUNAGEORGE","You Know You Like It",11327,"+31",501,"-148",63.857,"+0.287",93,"12",6,11327,1606,63.857
8,"=","THE WEEKND","Earned It",9657,"-202",-3185,"+130",52.09,"-1.864",110,"25",1,17055,2820,102.104
9,"=","FIFTH HARMONY","Worth It f/Kid Ink",9172,"+84",969,"-82",43.267,"+0.230",96,"10",9,9172,1312,43.267
10,"+1","MAROON 5","This Summer's Gonna Hurt...",8146,"+190",1568,"-102",43.81,"+0.460",24,"30/81",10,8146,4375,43.81
11,"+1","ANDY GRAMMER","Honey, I'm Good",7959,"+63",1016,"-195",40.434,"+0.333",103,"6",11,7959,1319,40.434
12,"-2","ELLIE GOULDING","Love Me Like You Do",7883,"-151",-1881,"+10",54.925,"-0.660",149,"39",1,18696,2216,120.696
13,"+1","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",6993,"+195",1280,"+148",37.785,"+1.123",58,"13",13,6993,1280,37.785
14,"-1","NICK JONAS","Chains",6665,"-239",-2088,"+7",37.229,"-1.137",148,"57",6,11747,1317,67.449
15,"+2","NICKI MINAJ","The Night Is Still Young",6055,"+39",880,"-146",28.923,"+0.810",39,"47",15,6055,1341,28.923
16,"+2","ECHOSMITH","Bright",5761,"+10",128,"-77",25.825,"+0.012",126,"32",16,5767,965,25.825
17,"+2","OMI","Cheerleader",5650,"+414",1771,"+298",35.143,"+2.502",37,"5",17,5650,1771,35.143
18,"+2","SIA","Elastic Heart f/The Weeknd...",5143,"+87",662,"+21",33.293,"+0.295",85,"36",18,5143,909,33.293
19,"+4","SHAGGY F/MOHOMBI/FAYDEE/COSTI","I Need Your Love",4444,"+96",38,"+66",24.52,"+0.099",106,"64",19,4444,753,25.548
20,"+1","GEORGE EZRA","Budapest",4426,"+25",211,"+36",19.467,"+0.002",98,"27",20,4426,712,19.467
21,"+1","FETTY WAP","Trap Queen",4402,"+9",-113,"-16",22.299,"+0.287",71,"7/73",18,4535,816,23.245
22,"+3","MAJOR LAZER","Lean On f/MØ & DJ Snake",3886,"+170",1140,"-84",25.791,"+1.028",29,"16",22,3886,1238,25.791
23,"+1","FLO RIDA","GDFR f/Sage The Gemini",3832,"-97",-669,"+15",20.867,"-0.311",150,"48",7,11307,1433,61.931
24,"+2","ED SHEERAN","Photograph",3634,"+51",664,"-121",17.251,"+0.129",24,"34",24,3634,1005,17.251
25,"+2","PITBULL","Fun f/Chris Brown",3536,"+75",398,"-91",21.956,"+0.298",43,"35",25,3536,740,21.956
26,"+2","ARIANA GRANDE","One Last Time",3046,"-100",-762,"+167",21.07,"-0.617",121,"79",6,12152,2135,76.95
27,"+3","CALVIN HARRIS","Pray To God f/HAIM",2907,"+52",185,"-31",14.936,"-0.176",52,"117",27,2914,664,15.366
28,"+1","BRITNEY SPEARS & IGGY AZALEA","Pretty Girls",2805,"-75",-424,"-53",9.385,"-0.503",35,"60",21,3342,3236,23.486
29,"+2","CARLY RAE JEPSEN","I Really Like You",2491,"-18",-76,"-20",7.983,"-0.095",68,"45",29,2617,404,9.585
30,"+3","ADAM LAMBERT","Ghost Town",1873,"+115",264,"+46",8.151,"+0.921",36,"135",30,1873,661,8.151
31,"+1","MEGHAN TRAINOR","Dear Future Husband",1796,"-318",-2531,"-86",7.879,"-1.406",80,"22",15,6022,1246,28.557
32,"+2","FALL OUT BOY","Uma Thurman",1764,"+36",280,"-2",8.025,"+0.259",49,"28",32,1764,318,8.025
33,"+2","SAM HUNT","Take Your Time",1712,"+30",215,"-23",7.084,"+0.110",29,"21",33,1712,296,7.084
34,"+2","RACHEL PLATTEN","Fight Song",1709,"+35",308,"-28",6.665,"+0.105",21,"3",34,1709,337,6.665
35,"+3","SHAWN MENDES","Stitches",1543,"+59",285,"+6",5.256,"+0.419",17,"40",35,1543,452,5.256
36,"+1","RIHANNA","American Oxygen",1477,"-56",-339,"-33",3.722,"-0.367",43,"184",32,1859,927,6.457
37,"+3","ZEDD","Beautiful Now f/Jon Bellion",1451,"+66",473,"-69",8.454,"+0.219",11,"198",37,1451,542,8.454
38,"+1","JEREMIH F/FLO RIDA","Tonight Belongs To U!",1445,"+45",235,"+7",4.854,"+0.111",29,"619",38,1445,327,4.854
39,"+2","YEARS & YEARS","King",1303,"+8",33,"-16",4.789,"-0.116",40,"220",39,1311,276,4.905
40,"+2","OMARION","Post To Be f/Chris Brown&Jhene",1197,"+89",329,"+69",5.64,"+0.320",15,"49",40,1197,329,5.64
41,"+2","NICK FRADIANI","Beautiful Life",1118,"+17",192,"-30",3.326,"+0.002",12,"433",41,1118,480,3.419
42,"+3","SAM SMITH","Like I Can",1033,"+70",271,"+17",4.403,"+0.176",9,"218",42,1033,511,4.403
43,"+3","FLO RIDA","I Don't Like It, I Love It",960,"+40",299,"+9",6.109,"+0.102",8,"186",43,960,299,6.109
44,"+4","TORI KELLY","Should've Been Us",910,"+69",602,"+7",2.789,"+0.282",5,"--",44,910,615,2.789
45,"+4","SAGE THE GEMINI","Good Thing f/Nick Jonas",614,"+16",245,"-56",4.412,"+0.112",3,"243",45,614,301,4.412
46,"+4","MKTO","Bad Girls",575,"+31",255,"-8",1.834,"+0.117",2,"78",46,575,263,1.834
47,"--","JAKE MILLER","Dazed And Confused f/T. McCoy",507,"--",-147,"--",1.319,"--",22,"395",47,741,83,2.697
48,"--","GALANTIS","Runaway (U & I)",475,"--",28,"--",1.192,"--",1,"146",48,475,28,1.192
49,"--","JIDENNA","Classic Man",453,"--",256,"--",1.409,"--",1,"61",49,453,256,1.409
50,"--","KATY TIZ","Whistle (While You Work)",432,"--",-168,"--",1.059,"--",43,"70",44,921,133,2.254
