"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TWENTY ONE PILOTS","Stressed Out",19090,"+153",407,"+117",123.382,"+0.017",104,"8",1,19090,2702,123.382
2,"=","JUSTIN BIEBER","Love Yourself",18830,"+103",5,"+129",121.47,"-0.296",85,"7",1,19000,4103,124.28
3,"=","FLO RIDA","My House",14883,"+249",2200,"-85",85.266,"+1.107",131,"4",3,14883,2285,85.266
4,"=","THE CHAINSMOKERS","Roses f/Rozes",14372,"+12",270,"-48",82.765,"-0.685",153,"18",3,14372,2023,83.872
5,"=","JUSTIN BIEBER","Sorry",12559,"-106",-841,"-82",95.38,"-0.794",128,"16",1,19494,3902,127.324
6,"=","SELENA GOMEZ","Hands To Myself",11822,"+231",1300,"-20",76.685,"+0.969",55,"17",6,11822,1952,76.685
7,"+1","DNCE","Cake By The Ocean",11399,"+161",882,"+30",64.717,"+0.999",150,"13",7,11399,1111,64.717
8,"-1","THE WEEKND","In The Night",10955,"-409",-2940,"-41",63.05,"-2.051",107,"59",3,15760,3011,89.68
9,"=","DAYA","Hide Away",10368,"-99",-379,"-65",57.397,"-0.858",195,"36",7,10878,883,61.74
10,"=","G-EAZY","Me Myself And I f/Bebe Rexha",9922,"+256",1681,"+58",61.353,"+1.369",51,"10/96",10,9922,1836,61.353
11,"=","CHARLIE PUTH","One Call Away",8355,"+139",647,"-2",43.41,"+0.559",110,"12",11,8355,819,43.41
12,"=","ZAYN","Pillowtalk",8183,"+203",1579,"+18",48.124,"+0.827",29,"9/53/77",12,8183,2441,48.124
13,"=","RIHANNA","Work f/Drake",7934,"+115",1406,"-114",45.311,"+0.339",31,"2/27",13,7934,3999,45.311
14,"=","ADELE","When We Were Young",7423,"-228",-808,"-207",35.544,"-1.657",73,"23",11,8301,1962,41.764
15,"+1","MIKE POSNER","I Took A Pill In Ibiza",7245,"+193",1438,"+9",45.238,"+0.778",43,"11",15,7245,1489,45.238
16,"-1","ELLIE GOULDING","Something In The Way You Move",7154,"+44",476,"-79",36.547,"-0.566",50,"32",15,7154,1673,37.113
