"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",14853,"-35",474,"-195",96.367,"-0.043",70,"5",1,14935,2322,96.41
2,"=","LMFAO Party Rock Anthem",13936,"-23",-77,"-26",93.654,"-0.303",87,"2/98",1,14043,1859,94.193
3,"=","PITBULL Give Me Everything f/Ne-Yo",12110,"-183",-883,"-115",80.942,"-1.099",87,"10",1,14233,1811,95.596
4,"=","NICKI MINAJ Super Bass",10806,"+55",727,"-96",67.04,"+0.698",87,"8",4,10806,1188,67.04
5,"=","BRITNEY SPEARS I Wanna Go",9959,"+274",1444,"+126",67.976,"+1.302",53,"9",5,9959,1768,67.976
6,"=","LADY GAGA The Edge Of Glory",9502,"-92",-604,"+6",57.898,"-1.036",87,"16",3,11672,2193,68.045
7,"=","ONEREPUBLIC Good Life",9496,"+34",424,"-35",52.767,"+0.239",87,"11",6,9496,978,52.767
8,"=","HOT CHELLE RAE Tonight Tonight",9139,"+25",380,"-29",49.242,"+0.288",87,"6",7,9139,838,49.242
9,"=","ADELE Rolling In The Deep",7637,"-165",-1181,"+74",50.858,"-1.300",87,"13",1,14295,2273,96.15
10,"=","LIL WAYNE How To Love",7045,"+137",838,"+4",41.13,"+0.336",62,"7",10,7045,1328,41.13
11,"=","BAD MEETS EVIL Lighters f/Bruno Mars",6255,"+233",1331,"+81",41.736,"+2.124",41,"3/82",11,6255,1450,41.736
12,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",5280,"+54",425,"+58",26.868,"+0.003",87,"25",12,5280,615,26.868
13,"-1","BLACK EYED PEAS Just Can't Get Enough",5209,"-72",-405,"-30",35.118,"-0.637",87,"52",2,13366,715,84.474
14,"+1","THE BAND PERRY If I Die Young",4968,"+126",397,"+115",25.962,"+0.533",87,"14",14,4968,655,25.962
15,"-1","LUPE FIASCO The Show Goes On",4749,"-147",-1174,"+9",26.36,"-0.619",87,"54",6,8825,1043,53.459
16,"=","KATY PERRY E.T.",4651,"-52",-454,"+85",32.136,"-0.692",87,"69",1,14624,0,96.745
17,"=","BEYONCE Best Thing I Never Had",4571,"+47",200,"+23",22.192,"+0.190",59,"22",17,4571,856,22.192
18,"=","CHRIS BROWN She Ain't You",4217,"+28",478,"-40",22.055,"+0.301",76,"50",18,4217,635,22.055
19,"=","JASON DERULO Don't Wanna Go Home",3900,"-278",-2011,"+3",18.848,"-1.656",85,"30",9,7292,1463,37.775
20,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",3623,"+45",259,"-33",19.806,"+0.110",62,"40",20,3623,611,19.806
21,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",3621,"+118",882,"+55",19.072,"+0.733",53,"15",21,3621,882,19.072
22,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",3555,"+80",904,"-39",18.716,"+0.495",28,"1",22,3555,951,18.716
23,"=","PITBULL Rain Over Me",2874,"+77",768,"-11",17.717,"+0.033",27,"23",23,2874,813,17.717
24,"=","FOSTER THE PEOPLE Pumped Up Kicks",2745,"+121",902,"-6",16.672,"+0.508",23,"4",24,2745,908,16.672
25,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",2565,"+140",763,"+64",13.236,"+0.520",38,"18",25,2565,763,13.236
26,"=","BLACK EYED PEAS Don't Stop The Party",2429,"+79",421,"+37",9.081,"+0.258",35,"117",25,2429,492,9.081
27,"+2","RIHANNA Cheers (Drink To That)",2225,"+217",1518,"+72",15.778,"+1.302",9,"46",27,2225,1518,15.778
28,"-1","IYAZ Pretty Girls",2148,"+35",227,"+4",9.145,"+0.225",62,"62",27,2148,353,9.145
29,"-1","AVRIL LAVIGNE Smile",2046,"+0",25,"-12",8.235,"-0.056",69,"61",27,2048,320,8.291
30,"+1","COLDPLAY Every Teardrop Is A Waterfall",1802,"+0",101,"-42",9.255,"+0.180",42,"41",30,1804,446,9.255
31,"+1","MARTIN SOLVEIG & DRAGONETTE Hello",1744,"-24",45,"-31",14.849,"-0.091",87,"77",18,4031,605,23.761
32,"-2","NICOLE SCHERZINGER Right There",1742,"-192",-1703,"+28",7.785,"-0.779",71,"53",16,4411,720,21.085
33,"=","KELLY ROWLAND Motivation f/Lil Wayne",1556,"+47",309,"+27",5.821,"+0.298",32,"35",33,1556,338,5.821
34,"=","AFROJACK Take Over Control f/Eva Simons",1371,"+8",98,"-21",14.597,"+0.009",47,"74",34,1371,234,14.638
35,"=","ANDY GRAMMER Keep Your Head Up",1328,"+23",223,"-20",4.611,"+0.151",41,"59",35,1328,280,4.611
36,"+1","THE SCRIPT Nothing",992,"+18",577,"-97",4.191,"+0.113",7,"234",36,992,722,4.191
37,"+1","BIG SEAN My Last f/Chris Brown",949,"-25",-143,"-18",5.382,"-0.162",62,"106",37,1099,169,6.66
38,"-2","RIHANNA California King Bed",948,"-62",-1208,"+183",4.248,"-0.219",82,"42",19,3856,616,16.018
39,"=","MAROON 5 Never Gonna Leave This Bed",939,"-17",-171,"+11",3.945,"-0.033",87,"68",23,2433,312,10.24
40,"=","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",916,"+2",135,"-30",2.55,"+0.034",17,"161",39,926,293,2.55
41,"=","CODY SIMPSON On My Mind",780,"+13",107,"-1",2.222,"+0.065",47,"350",41,780,113,2.222
42,"+2","ALEXANDRA STAN Mr. Saxobeat",767,"+36",218,"+25",8.326,"+0.712",13,"66",42,767,218,8.326
43,"-1","JOE JONAS See No More",737,"+2",141,"+13",3.655,"-0.033",23,"293",42,737,157,3.688
44,"+2","MATT NATHANSON Faster",701,"+23",101,"+19",1.895,"+0.033",25,"87",44,701,166,1.895
45,"-2","SELENA GOMEZ & THE SCENE Who Says",700,"-33",-251,"-25",3.943,"-0.142",87,"76",17,4559,707,27.282
46,"-1","T-PAIN Best Love Song f/Chris Brown",692,"-20",-240,"+32",5.295,"+0.175",85,"38",33,1399,260,7.852
47,"=","DEV In The Dark",686,"+37",190,"+14",5.053,"+0.212",8,"124",47,686,207,5.053
48,"+1","LUPE FIASCO Out Of My Head f/Trey Songz",615,"+11",118,"+2",4.54,"+0.075",12,"81",47,617,148,4.54
49,"-1","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",611,"-2",57,"-26",2.301,"+0.038",25,"70",47,621,147,2.301
50,"--","NEW BOYZ Better With The Lights Off",471,"--",183,"--",1.766,"--",1,"57",50,471,183,1.766
