"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GOTYE Somebody That I Used To Know",13875,-118,-342,-246,103.801,-0.127,89,"2",1,14242,2018,106.394
2,"=","FUN. We Are Young f/Janelle Monae",12364,-144,-802,-70,91.982,-1.221,97,"8",1,14439,2738,110.772
3,"=","NICKI MINAJ Starships",11846,-27,-186,-120,86.947,0.263,105,"14/32",3,12071,1834,87.938
4,"+1","ONE DIRECTION What Makes You Beautiful",11252,23,19,-67,76.107,0.607,90,"12",4,11365,1579,76.107
5,"-1","FLO RIDA Wild Ones f/Sia",11201,-284,-1261,-210,85.455,-1.43,115,"10",2,12595,1940,93.589
6,"=","CARLY RAE JEPSEN Call Me Maybe",11115,242,1342,33,84.209,1.918,79,"1",6,11115,1595,84.209
7,"=","MAROON 5 Payphone f/Wiz Khalifa",9627,140,1002,-34,70.238,1.315,43,"3",7,9627,3415,70.238
8,"=","WANTED Glad You Came",9024,-122,-986,-8,70.196,-0.932,142,"20",1,13712,1363,101.962
9,"+1","JUSTIN BIEBER Boyfriend",6798,100,178,109,44.467,1.213,64,"9",9,7937,4726,51.492
10,"-1","USHER Scream",6777,31,673,-175,46.35,0.605,33,"11",9,6777,2323,46.35
11,"=","KARMIN Broken Hearted",6515,80,121,38,43.167,1.067,100,"16",10,6586,936,43.167
12,"=","RIHANNA Where Have You Been",6419,75,713,-38,49.136,1.31,44,"6",12,6419,1884,49.136
13,"=","TRAIN Drive By",6056,24,-45,46,35.797,0.393,135,"15",13,6123,601,35.797
14,"=","KATY PERRY Part Of Me",5856,-125,-810,-30,46.573,-1.008,106,"35",3,12039,3625,78.553
15,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",5779,-75,-418,6,37.64,-1.272,142,"26",1,13549,2321,99.332
16,"=","ADELE Rumour Has It",5546,-199,-1411,72,33.705,-0.708,86,"37",8,8497,1514,56.313
17,"=","ELLIE GOULDING Lights",5335,120,742,30,34.662,0.797,109,"21",17,5335,786,34.662
18,"=","PITBULL Back In Time",5268,90,339,55,32.208,0.637,61,"5",17,5268,925,32.208
19,"=","CALVIN HARRIS Feel So Close",4626,-32,-793,98,32.319,-0.879,110,"31",7,8145,1329,55.352
20,"=","DAVID GUETTA Titanium f/Sia",4107,110,742,6,30.181,1.167,51,"17",20,4107,742,30.181
21,"=","GYM CLASS HEROES Fighter f/Ryan Tedder",3808,96,1152,-157,22.126,0.756,29,"41",21,3808,1441,22.126
22,"+1","DEMI LOVATO Give Your Heart A Break",3437,11,50,-32,23.352,0.266,90,"28",21,3437,665,23.352
23,"-1","DRAKE Take Care f/Rihanna",3403,-113,-524,-45,28.523,-0.26,143,"67",8,7620,1220,60.618
24,"=","HAVANA BROWN We Run The Night f/Pitbull",2640,4,163,-43,21.298,0.206,107,"36",24,2640,278,21.298
25,"=","RITA ORA How We Do (Party)",2231,30,348,-2,12.794,0.147,33,"131",25,2231,620,12.794
26,"+3","KATY PERRY Wide Awake",1989,387,1798,304,14.669,2.228,7,"18",26,1989,1798,14.669
27,"-1","CHRIS RENE Young Homie",1838,-34,-84,-57,8.549,-0.134,79,"129",25,1933,226,8.787
28,"-1","CALVIN HARRIS Let's Go f/Ne-Yo",1836,111,499,48,15.711,0.726,31,"85",27,1836,499,15.711
29,"+1","KIRKO BANGZ Drank In My Cup",1554,6,262,-29,8.265,0.203,56,"64",29,1554,312,8.265
30,"+1","ONE DIRECTION One Thing",1528,68,385,5,8.858,0.341,23,"51",30,1528,552,8.858
31,"-3","JENNIFER LOPEZ Dance Again f/Pitbull",1430,-202,-1402,69,7.336,-1.057,60,"25",17,4851,2243,30.831
32,"=","DRAKE The Motto f/Lil Wayne",1318,8,-35,53,13.225,0.164,100,"39",25,2047,321,19.147
33,"=","HOT CHELLE RAE Honestly",1182,-46,-150,-66,5.251,-0.288,58,"133",30,1339,284,5.972
34,"=","NEON TREES Everybody Talks",1166,5,97,-13,6.777,0.308,50,"27",33,1166,211,6.777
35,"=","THE WANTED Chasing The Sun",1108,42,249,-9,9.293,0.177,25,"75",35,1108,423,9.293
36,"=","GROUPLOVE Tongue Tied",1067,13,80,-14,4.92,0.028,35,"74",35,1067,284,4.962
37,"=","B.O.B Both Of Us f/Taylor Swift",1061,29,279,-38,6.803,0.414,16,"101",37,1061,486,6.803
38,"+1","JASON MRAZ I Won't Give Up",942,26,80,16,4.405,0.169,44,"--",36,942,210,4.405
39,"+1","COLDPLAY Paradise",875,-5,1,-16,5.865,0.065,69,"48",37,903,255,5.988
40,"-2","TAYLOR SWIFT Eyes Open",843,-132,-643,-104,4.341,-0.492,65,"47",20,3925,1442,22.308
41,"=","CHER LLOYD Want U Back",741,1,75,-34,3.521,0.088,17,"90",41,741,335,3.521
42,"=","NELLY FURTADO Big Hoops (Bigger The Bett...",724,-11,-30,-21,2.673,-0.036,24,"--",40,754,318,2.709
43,"=","OUTASIGHT Now Or Never",623,2,97,-28,1.822,0.009,19,"--",43,623,206,1.822
44,"=","SAMMY ADAMS Only One",500,5,88,-30,1.649,0.011,10,"--",44,500,230,1.663
45,"=","THE CAB La La",394,9,19,11,0.949,0.046,52,"--",45,394,82,0.949
46,"=","RIHANNA Birthday Cake",335,2,-9,7,1.222,-0.024,57,"60",40,479,116,1.742
47,"=","CHIDDY BANG Mind Your Manners f/Icona Po...",327,14,76,-2,0.975,-0.001,6,"--",47,327,99,0.976
