"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FLO RIDA Good Feeling",13136,"+11",246,"-2",82.565,"-0.464",134,"7",1,13136,1657,85.747
2,"=","ADELE Set Fire To The Rain",12508,"+106",1064,"-46",78.426,"+1.058",73,"3",2,12508,2301,78.426
3,"=","KATY PERRY The One That Got Away",11489,"-263",-1658,"-181",65.703,"-2.307",122,"36",1,13402,1631,80.623
4,"=","BRUNO MARS It Will Rain",11096,"-143",-1412,"+36",63.075,"-1.840",126,"22",1,13635,2024,86.477
5,"=","RIHANNA We Found Love f/Calvin Harris",10841,"-308",-1730,"-265",75.325,"-1.625",134,"16",1,14238,2184,95.593
6,"=","JESSIE J Domino",10036,"+64",858,"-42",60.197,"+0.270",143,"11",6,10036,1524,60.197
7,"=","SELENA GOMEZ & THE SCENE Love You Like A...",8674,"-76",-443,"-61",44.709,"-0.441",167,"34",6,9154,1208,48.131
8,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",8396,"+167",1573,"-36",51.955,"+0.591",57,"4",8,8396,1674,51.955
9,"=","LMFAO Sexy And I Know It",6990,"-95",-701,"+35",42.741,"-1.286",163,"5",2,12000,1530,74.768
10,"=","GAVIN DEGRAW Not Over You",6499,"+34",281,"+20",34.872,"+0.364",165,"19",10,6499,547,34.872
11,"+1","PITBULL F/CHRIS BROWN International Love",6450,"+104",911,"+12",39.8,"+0.510",95,"13",11,6450,1058,39.8
12,"-1","GYM CLASS HEROES Ass Back Home",6380,"-3",530,"-122",40.425,"+0.124",74,"6",11,6383,1379,40.425
13,"=","DAVID GUETTA Without You f/Usher",6150,"-137",-867,"-47",41.674,"-0.582",163,"43",1,13428,1586,84.476
14,"=","J. COLE Workout",5591,"-23",-194,"-4",31.045,"-0.825",105,"37",12,5803,659,35.209
15,"+1","KELLY CLARKSON Stronger (What Doesn't Ki...",5519,"+330",1682,"+259",36.279,"+2.515",29,"1",15,5519,1682,36.279
16,"-1","HOT CHELLE RAE I Like It Like That f/New...",5195,"-40",96,"-150",24.187,"-0.059",129,"27",15,5237,639,24.246
17,"=","JAY Z & KANYE WEST N***** In Paris",5135,"+29",19,"+40",35.963,"+0.119",92,"18",15,5142,785,36.602
18,"+1","BREATHE CAROLINA Blackout",4600,"+47",103,"+99",22.934,"+0.297",165,"38",18,4600,498,24.36
19,"+1","WANTED Glad You Came",4417,"+247",1252,"+139",25.587,"+1.867",29,"24",19,4417,1330,25.587
20,"+1","OUTASIGHT Tonight Is The Night",3994,"+45",188,"+45",19.573,"+0.112",97,"39",20,3994,506,19.731
21,"+1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",3744,"+76",498,"+4",25.986,"+0.521",74,"10",21,3744,643,25.986
22,"+2","FRAY Heartbeat",3268,"+12",27,"+2",13.884,"-0.192",102,"45",22,3331,677,14.271
23,"+3","MADONNA Give Me All Your Luvin'",3206,"+912",3206,"+912",31.355,"+8.253",2,"2",23,3206,3206,31.355
24,"-1","RIHANNA You Da One",3184,"-184",-1187,"-162",18.845,"-0.753",87,"44",17,4573,3394,36.963
25,"=","LMFAO Sorry For Party Rocking",2485,"+147",873,"+19",11.444,"+0.392",27,"70",25,2485,873,11.444
26,"+1","DRAKE Take Care f/Rihanna",2458,"+201",1042,"+155",22.167,"+1.154",30,"25",26,2458,1042,22.167
27,"+1","BIG TIME RUSH Music Sounds Better With U",2075,"+29",54,"+33",7.564,"+0.029",71,"455",26,2075,409,7.699
28,"+1","BIG SEAN Dance (A$$)",2016,"+21",135,"-9",14.458,"+0.021",64,"33",27,2016,366,15.151
29,"+1","JOJO Disaster",1683,"+29",147,"-25",6.049,"+0.125",85,"312",29,1683,318,6.049
30,"+1","DRAKE Headlines",1500,"-139",-946,"-1",10.749,"-0.404",113,"68",16,4778,754,30.781
31,"+1","WILL.I.AM T.H.E (The Hardest Ever)",1449,"-40",-85,"-51",4.63,"-0.130",60,"90",30,1534,355,5.769
32,"+1","TRAIN Drive By",1447,"+68",472,"+26",5.676,"+0.388",22,"47",32,1447,472,5.676
33,"+1","WE THE KINGS Say You Like Me",1370,"+14",77,"-55",4.066,"+0.056",140,"286",32,1370,320,4.066
34,"+1","COLDPLAY Princess Of China",1301,"+90",277,"+104",5.663,"+0.160",72,"81",34,1301,277,5.663
35,"+1","COBRA STARSHIP Middle Finger f/Mac Mille...",1134,"+33",152,"+45",4.783,"+0.156",44,"238",35,1134,195,4.783
36,"+1","COLBIE CAILLAT Brighter Than The Sun",1071,"-2",16,"-20",3.765,"-0.025",92,"46",34,1073,157,3.79
37,"+1","FOSTER THE PEOPLE Don't Stop (Color On T...",1038,"+18",161,"+16",3.524,"-0.019",25,"108",37,1038,295,3.57
38,"+2","AVICII Levels (ID)",989,"+21",215,"-4",7.352,"+0.147",32,"--",38,989,260,7.352
39,"=","T-PAIN 5 O'clock f/Wiz Khalifa",940,"-44",-561,"+90",5.263,"-0.164",121,"75",10,6640,1264,34.118
40,"+1","CHRISTINA PERRI A Thousand Years",920,"+25",187,"+11",4.163,"+0.117",32,"30",40,920,187,4.163
41,"+1","DEV & ENRIQUE IGLESIAS Naked",809,"+17",139,"-4",3.03,"-0.086",16,"669",41,809,318,3.116
42,"+1","TYGA Rack City",620,"+9",200,"-44",5.488,"+0.206",10,"9",42,620,287,5.488
43,"+2","CHRIS BROWN Turn Up The Music",618,"+96",458,"+74",4.76,"+0.588",5,"--",43,618,458,4.76
44,"+4","FLO RIDA Wild Ones f/Sia",459,"+42",221,"+29",7.058,"+0.379",2,"58",44,459,221,7.058
45,"+1","DAUGHTRY Crawling Back To You",444,"+4",28,"+2",1.536,"+0.013",101,"514",44,591,134,2
46,"+3","JASON DERULO Breathing",440,"+50",274,"+25",1.485,"+0.163",2,"550",46,440,274,1.485
47,"=","CHILDISH GAMBINO Heartbeat",429,"-2",16,"-8",1.742,"-0.016",15,"273",44,443,88,2.366
48,"--","CHIDDY BANG Ray Charles",384,"--",148,"--",1.09,"--",1,"896",48,384,148,1.09
49,"+1","ELLIE GOULDING Lights",384,"+16",125,"-12",1.089,"+0.065",7,"98",48,384,193,1.089
50,"--","DRAKE Make Me Proud f/Nicki Minaj",359,"--",8,"--",2.529,"--",16,"56",46,359,50,2.567
