"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","CHRIS BROWN Strip f/Kevin McCall",4014,"+48",319,"+34",27.6,"+0.285",106,"67",1,4014,434,27.6
2,"=","DRAKE The Motto f/Lil Wayne",3840,"+6",21,"+56",30.675,"-0.412",109,"18",1,4040,755,31.387
3,"=","BEYONCE Love On Top",3670,"+69",326,"+91",24.423,"+0.433",71,"114",3,3670,660,24.423
4,"=","TYGA Rack City",3305,"+37",148,"+96",20.571,"-0.203",101,"22",3,3541,726,20.955
5,"=","TREY SONGZ Sex Ain't Better Than Love",2977,"+30",282,"+5",20.625,"+0.129",70,"369",5,2977,469,20.625
6,"+1","USHER Climax",2524,"+68",548,"+42",17.8,"+0.422",30,"44",6,2524,874,17.8
7,"-1","WALE Lotus Flower Bomb f/Miguel",2407,"-59",-422,"-25",21.331,"-0.079",159,"222",1,4405,550,29.754
8,"=","DIGGY Do It Like You f/Jeremih",2334,"+7",-11,"+38",15.799,"-0.210",122,"158",7,2399,351,16.009
9,"=","RIHANNA Birthday Cake",2295,"+44",714,"-19",21.134,"+0.271",24,"51",9,2295,733,21.134
10,"+1","FUTURE Magic f/T.I.",2265,"+78",333,"+76",14.037,"+0.326",65,"86",10,2265,343,14.037
11,"-1","KIRKO BANGZ Drank In My Cup",2239,"+16",148,"-6",16.006,"-0.102",167,"77",9,2239,305,16.177
12,"=","YOUNG JEEZY I Do f/JAY Z & Andre 3000",2127,"-31",-191,"+11",14.13,"-0.257",115,"349",1,3789,635,22.939
13,"=","TRAVIS PORTER Ayy Ladies f/Tyga",2039,"+30",231,"+2",12.927,"-0.119",62,"49",13,2039,378,13.046
14,"=","LOVERANCE Up! f/50 Cent",2020,"+23",393,"-71",11.867,"+0.121",58,"84",14,2020,550,11.867
15,"=","RIHANNA Talk That Talk f/Jay-Z",1860,"+2",-157,"+34",11.474,"-0.058",64,"55",11,2127,549,13.116
16,"+2","J. COLE Can't Get Enough f/Trey Songz",1734,"-17",-248,"+19",14.576,"-0.214",141,"122",4,3048,459,19.366
17,"+2","FAT JOE Another Round f/Chris Brown",1721,"+33",211,"+32",11.984,"+0.245",79,"123",17,1721,398,11.984
18,"+3","MONICA & BRANDY It All Belongs To Me",1504,"+42",182,"+26",7.739,"+0.200",33,"451",18,1504,595,7.739
19,"+3","WALE Sabotage f/Lloyd",1486,"+41",243,"+34",9.703,"+0.152",44,"881",19,1486,316,9.703
20,"=","MARY J. BLIGE Mr. Wrong",1455,"-49",-498,"-3",9.307,"-0.134",131,"--",9,2443,307,13.18
21,"+2","YOUNG JEEZY Leave You Alone f/Ne-Yo",1338,"+47",435,"+16",10.346,"+0.110",24,"205",21,1338,448,10.346
22,"+2","CASH OUT Cashin Out",1176,"+30",184,"+28",5.749,"+0.088",50,"--",22,1176,184,5.749
23,"+2","J. COLE Nobody's Perfect",1069,"+30",165,"+16",5.334,"+0.273",44,"--",23,1069,297,5.334
24,"+2","TYRESE Stay",1022,"-9",-16,"-11",6.727,"-0.122",85,"--",24,1045,317,6.972
25,"+2","JAY Z & KANYE WEST Gotta Have It",1004,"-5",-223,"-1",6.686,"+0.126",106,"180",11,2245,497,13.57
