"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY ROWLAND Motivation f/Lil Wayne",4528,-24,214,-106,31.805,-0.178,17,1,4552,741,31.983
2,"=","MIGUEL Sure Thing",4227,-53,-15,-8,29.881,-0.37,17,1,4364,460,30.251
3,"=","BIG SEAN My Last f/Chris Brown",3373,12,298,-36,20.355,0.12,17,3,3373,461,20.355
4,"=","CHRIS BROWN Look At Me Now",3135,-53,-273,-36,23.575,-0.295,17,2,3494,0,26.238
5,"+1","MARSHA AMBROSIUS Far Away",2812,25,231,32,17.769,0.024,17,5,2812,287,17.769
6,"-1","YC Racks f/Future",2769,-35,-455,26,15.141,-0.365,17,4,3411,104,19.707
7,"=","CHRIS BROWN She Ain't You",2748,-20,125,-80,19.871,0.03,17,6,2768,278,19.871
8,"+1","NICKI MINAJ Did It On'em",2396,-49,-276,3,12.39,-0.372,17,5,3129,0,17.338
9,"-1","ACE HOOD Hustle Hard",2393,-67,-97,-54,14.089,-0.371,17,8,2503,97,14.627
10,"=","KANYE WEST All Of The Lights",2217,-73,-375,-36,16.718,-0.525,17,7,2818,0,21.956
11,"=","WIZ KHALIFA Roll Up",2171,-54,-290,4,11.078,-0.371,17,6,3062,0,16.439
12,"=","DIDDY-DIRTY MONEY Your Love f/Trey Songz",2013,-14,-9,-21,9.242,0.019,17,12,2053,94,9.345
13,"=","LLOYD Cupid",2001,-7,153,-19,11.309,0.115,17,13,2008,195,11.309
14,"=","JAMIE FOXX Best Night Of My Life",1816,22,221,24,10.68,0.089,17,14,1816,311,10.687
15,"=","KERI HILSON One Night Stand",1779,4,226,-3,9.417,0.036,17,15,1779,229,9.417
16,"=","BEYONCE Run The World (Girls)",1661,-21,48,-52,8.395,-0.214,17,16,1686,271,9.235
17,"=","LIL WAYNE John f/Rick Ross",1642,-25,-13,-20,10.051,-0.124,17,14,1723,37,10.408
18,"=","TREY SONGZ Love Faces",1492,-60,-220,-38,10.154,-0.393,17,13,2055,0,12.452
19,"=","TREY SONGZ Unusual f/Drake",1466,15,284,-20,11.37,0.261,17,19,1466,477,11.37
20,"=","MARY J. BLIGE Someone To Love Me (Naked)",1368,9,16,27,7.505,-0.256,17,20,1370,100,7.848
21,"=","LIL WAYNE 6 Foot 7 Foot f/Cory Gunz",1272,-56,-510,3,8.462,-0.665,17,12,2135,0,13.815
22,"+2","DJ KHALED I'm On One f/Drake, Rick Ross",1226,97,730,6,10.369,0.405,11,22,1226,730,10.369
23,"-1","WAKA FLOCKA FLAME Grove St. Party f/Kebo...",1166,-29,-110,15,7.03,-0.141,17,20,1513,0,9.225
24,"-1","TRAVIS PORTER Bring It Back",1159,8,-57,52,6.841,0.037,17,22,1288,0,7.626
25,"=","YOUNG JEEZY Ballin f/Lil Wayne",1037,7,101,-36,5.422,-0.013,17,25,1037,359,5.435
26,"+1","MEEK MILL/RICK ROSS Tupac Back",1011,-10,145,-51,5.711,-0.193,17,26,1021,380,5.907
27,"-1","K. MICHELLE How Many Times",986,-44,30,-59,4.741,-0.193,17,24,1030,106,4.983
28,"+1","K' LA All Your Love",934,6,36,8,3.626,0.057,17,27,955,157,3.67
29,"+2","RIHANNA Man Down",907,12,55,20,5.547,-0.091,17,29,907,421,5.714
30,"-2","LLOYD BANKS I Don't Deserve You f/Jeremi...",904,-40,-55,-49,5.96,-0.344,17,25,993,49,6.428
31,"-1","RICK ROSS 9 Piece f/Lil Wayne",902,7,70,2,5.374,0.163,17,29,903,297,5.374
32,"=","LUPE FIASCO Out Of My Head f/Trey Songz",874,13,76,4,7.917,-0.011,17,31,874,205,7.929
33,"+1","YO GOTTI We Can Get It On",795,6,23,9,4.261,-0.129,17,28,795,65,4.39
34,"-1","ROCKO Goin Steady",794,-20,-66,-20,3.629,-0.074,17,26,932,0,3.703
35,"=","SNOOP DOGG Platinum f/R. Kelly",718,-26,-57,-10,3.012,-0.125,17,31,799,112,3.192
36,"=","GORILLA ZOE Twisted f/Lil Jon",647,-27,-23,-25,2.255,-0.131,17,35,712,129,2.596
37,"=","BIRDMAN I Get Money f/Lil Wayne",609,-3,-80,1,2.497,0.024,17,33,695,186,2.799
38,"=","BIG K.R.I.T. Country Sh**",570,-19,204,-60,1.878,-0.132,13,38,589,277,2.01
39,"=","MELANIE FIONA Gone And Never Coming Back",504,-9,-24,17,2.461,-0.035,17,37,629,0,2.553
40,"+1","MARY MARY Walking",444,16,-94,33,2.142,0.112,17,31,689,0,2.939
41,"-1","KIRKO BANGZ What Yo Name Iz",434,-1,-73,13,3.146,0.077,17,39,580,10,3.768
42,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",426,-1,-15,0,1.079,0.022,17,42,442,38,1.57
43,"=","DJ DRAMA Oh My f/Fab, Wiz, Roscoe",400,8,23,3,2.736,0.01,17,43,400,95,2.899
44,"+2","WIZ KHALIFA On My Level f/Too Short",380,60,259,57,1.904,0.297,3,44,380,259,1.904
45,"=","FRANK OCEAN Novacane",366,4,92,-12,4.13,-0.031,9,45,366,148,4.262
46,"-2","JENNIFER HUDSON Where You At",336,-34,-149,-40,1.486,-0.102,17,40,558,0,2.354
47,"=","SEAN GARRETT In Da Box f/Rick Ross",304,27,176,13,1.631,0.092,4,47,304,176,1.631
48,"+1","ESTELLE Break My Heart f/Rick Ross",259,7,86,0,1.938,0.055,3,48,259,86,1.938
49,"-1","KIRK FRANKLIN I Smile",259,-7,20,-22,1.509,-0.074,12,46,266,42,1.749
50,"=","T-PAIN Booty Wurk (One Cheek At A...",257,6,95,-9,1.634,0.02,2,50,257,104,1.634
