"Title","Artist","Spins"
"I Don't Mind f/Juicy J","USHER",4086
"Truffle Butter f/Drake...","NICKI MINAJ",3954
"7/11","BEYONCE",3406
"Ayo","CHRIS BROWN & TYGA",3138
"Tho Sum Mo f/Nicki Minaj","RAE SREMMURD",3120
"She Knows f/Juicy J","NE-YO",3075
"I Don't F**k With You f/E-40","BIG SEAN",2875
"Only f/Drake, Lil Wayne","NICKI MINAJ",2787
"Trap Queen","FETTY WAP",2740
"Apparently","J. COLE",2516
"Feeling Myself f/Beyonce","NICKI MINAJ",2474
"How About Now","DRAKE",2297
"Earned It","THE WEEKND",1829
"Good Lovin f/Miguel","LUDACRIS",1794
"CoCo","O.T. GENASIS",1643
"I Bet","CIARA",1571
"Mind Right","TK N CASH",1543
"Don't Kill The Fun","SEVYN STREETER",1523
"Blessings f/Drake","BIG SEAN",1503
"Uptown Funk f/Bruno Mars","MARK RONSON",1346
"Preach","YOUNG DOLPH",1277
"Slow Motion","TREY SONGZ",1180
"Post To Be f/Chris Brown&Jhene","OMARION",1151
"Lil Bit","K CAMP",1046
"Try Me","DEJ LOAF",1019
"All Day f/A.Kingd./P.McCartney","KANYE WEST F/T.LONDON",1002
"Can't Trust Thots f/F. Montana","WASH",960
"FourFiveSeconds","RIHANNA/KANYE WEST/P MCCARTNEY",941
"Love 'Em All","K. MICHELLE",911
"Private Show f/Chris Brown","T.I.",867
"That's My S**t","THE-DREAM",857
"Backflip f/YG & IAMSU","CASEY VEGGIES",793
"Somebody Else","RICO LOVE",770
"Tell Em f/Young Thug & RH Quan","RICH GANG",721
"I Don't Get Tired (#IDGT)","KEVIN GATES",676
"One Time","MIGOS",671
"F*ck Up Some Commas","FUTURE",661
"Collide f/Tyga","JUSTINE SKYE",632
"Bad Chick","FRENCH MONTANA",624
"Hotel f/Chris Brown","KID INK",621
"Not For Long f/Trey Songz","B.O.B",567
"We Don't f/Rich Homie Quan","ACE HOOD",555
"It's Not My Fault f/T.I.","ANTHONY LEWIS",551
"Ain't Goin' Nowhere f/B.o.B","FRENCHIE",536
"Planes f/J. Cole","JEREMIH",477
"Classic Man","JIDENNA",476
"Good Enough f/Jussie Smollett","EMPIRE CAST",455
"Every Moment","JODECI",454
"How Bout Now","JORDIN SPARKS",433
"The Matrimony f/Usher","WALE",343
