"Title","Artist","Spins"
"Fancy f/Charli XCX","IGGY AZALEA",4040
"Studio","SCHOOLBOY Q",4001
"Believe Me f/Drake","LIL WAYNE",3756
"2 On f/Schoolboy Q","TINASHE",3210
"Loyal f/Lil' Wayne","CHRIS BROWN",3147
"Don't Tell 'Em f/YG","JEREMIH",3122
"Fight Night","MIGOS",3052
"Pills N Potions","NICKI MINAJ",2605
"We Dem Boyz","WIZ KHALIFA",2575
"Walk Thru f/Problem","RICH HOMIE QUAN",2531
"No Mediocre f/Iggy Azalea","T.I.",2434
"Trophies","DRAKE",2223
"No Flex Zone","RAE SREMMURD",2214
"She Twerkin","CA$H OUT",2185
"Lifestyle f/Young Thug","RICH GANG",2154
"Money Can't Buy f/Jeezy","NE-YO",1939
"SmartPhones","TREY SONGZ",1844
"New Flame f/Rick Ross","CHRIS BROWN",1823
"Good Kisser","USHER",1655
"Seen It All f/Jay Z","JEEZY",1477
"0 To 100/The Catch Up","DRAKE",1413
"24 Hours","TEEFLII",1211
"Main Chick f/Chris Brown","KID INK",1194
"Danny Glover","YOUNG THUG",1031
"Buy The World f/Lil Wayne","MIKE WILL MADE-IT",1020
"About The Money f/Young Thug","T.I.",940
"Hookah f/Young Thug","TYGA",871
"Pretty Hurts","BEYONCE",820
"Birthday Suit","MIKE JAY",788
"Handsome And Wealthy","MIGOS",769
"She Came To Give It To You","USHER",743
"Dumb","JAZMINE SULLIVAN",741
"2AM","ADRIAN MARCEL",733
"Or Nah f/Wiz Khalifa","TY DOLLA $IGN",714
"Rich f/August Alsina","KIRKO BANGZ",679
"Come Get It Bae","PHARRELL WILLIAMS",636
"Problem f/Iggy Azalea","ARIANA GRANDE",595
"My Girl f/Trevor Jackson","DIGGY",559
"I Know f/Rich Homie Quan","YO GOTTI",533
"Made Me","SNOOTIE WILD",507
"I Don't Know f/Paloma Ford","MEEK MILL",495
"Hot Boy","BOBBY SHMURDA",453
"Or Nah f/Problem, Too Short","GAME",440
"Flawless","BEYONCE",426
"Turn Down For What","DJ SNAKE & LIL JON",426
"She","KEYSHIA COLE",411
"Can I","LOVE DOLLHOUSE",411
"Blessing","K CAMP",408
"It's Yours f/Tia London","TWISTA",405
"Anaconda","NICKI MINAJ",390
